"Exercício";"Programa";"Objetivo";"Objetivo Específico";"Entrega";"Indicador";"Denominação";"Sigla";"Índice de Referência";"Em Apuração";"Data de Apuração";"Unidade de Medida";"Descrição ";"Período ou Data a que se Refere";"Data de Divulgação/Disponibilização";"Periodicidade";"Polaridade";"Fórmula de Cálculo";"Variáveis de Cálculo";"Fonte de Dados das Variáveis de Cálculo";"Forma de Disponibilização";"Procedimento de Cálculo";"Limitações";"Notas Explicativas";
2024;"5601";"1258";"0405";"2232";11568;"Quantidade de sistemas e/ou infraestruturas inteligentes implementados";"QSIII";0,00;Não;09/08/2023;"Quantidade de sistemas e/ou infraestruturas inteligentes implementados";"O número corresponde à quantidade de sistemas e/ou infraestruturas inteligentes implementados";"Janeiro a Dezembro do ano de referência";"31 de dezembro do ano de referência";"Quantidade de sistemas e/ou infraestruturas inteligentes implementados";"Quanto maior melhor";;"Sistemas e/ou infraestrutura inteligente implementados";"Base de dados do Ministério das Cidades (monitoramento interno + CAIXA)";"Publicação do Ministério das Cidades  Endereço eletrônico da Secretaria: <https://www.gov.br/cidades/pt-br/acesso-a-informacao/acoes-e-programas/desenvolvimento-urbano-e-metropolitano>";"Somar a quantidade de projetos de sistemas e/ou infraestrutura inteligente implementados com recursos do OGU.";;;
2024;"5601";"1258";"0405";"2233";11569;"Quantidade de sistemas e/ou infraestruturas inteligentes implementados";"QSIII";0,00;Não;09/08/2023;"Quantidade de sistemas e/ou infraestruturas inteligentes implementados";"O número corresponde à quantidade de sistemas e/ou infraestruturas inteligentes implementados";"Janeiro a Dezembro do ano de referência";"31 de dezembro do ano de referência";"Quantidade de sistemas e/ou infraestruturas inteligentes implementados";"Quanto maior melhor";;"Sistemas e/ou infraestrutura inteligente implementados";"Base de dados do Ministério das Cidades (monitoramento interno + CAIXA)";"Publicação do Ministério das Cidades  Endereço eletrônico da Secretaria: <https://www.gov.br/cidades/pt-br/acesso-a-informacao/acoes-e-programas/desenvolvimento-urbano-e-metropolitano>";"Somar a quantidade de sistemas e/ou infraestruturas inteligentes implementados com recursos do FGTS";;;
2024;"5601";"1258";"0406";"1811";11093;"Número de certificados emitidos para técnicos, capacitados pelo Programa Capacidades, por modo presencial, hííbrido, ou EAD síncrono";"NCTC";423,00;Não;31/12/2016;"Número de certificados emitidos para técnicos, capacitados pelo Programa Capacidades, por modo presencial, hííbrido, ou EAD síncrono";"Programa Capacidades tem o objetivo claro de capacitar técnicos com interesses aos temas do Ministério das Cidades, ou seja, as políticas urbanas e suas derivativas relativas ao ambiente urbano.    Para esta entrega, evidenciaremos o número de técnicos capacitados pelos cursos e eventos presenciais, híbridos e de EAD síncrono ofertados pelo Ministério das Cidades, por meio do Programa Nacional de Capacitação das Cidades.";"Jan a Dez/2024, Jan a Dez/2025, Jan a Dez/2026, e Jan a Dez/2027";"31/12/2024, 31/12/2025, 31/12/2026, e 31/12/2027";"Número de certificados emitidos para técnicos, capacitados pelo Programa Capacidades, por modo presencial, hííbrido, ou EAD síncrono";"Quanto maior melhor";;"VT NCTC ? Número de certificados emitidos para técnicos capacitados pelos cursos ou eventos presenciais, híbridos ou EAD Síncrono, promovidos pelo Programa Capacidades CTCP- Certificados emitidos para técnicos capacitados em curso/evento presencial CTCH- Certificados emitidos para técnicos capacitados em curso/evento hibrido CTCEADS - Certificados emitidos para técnicos em curso EAD Sincrono. ";"Programa Capacidades";"Portal do Programa Capacidades. Endereço eletrônico da Secretaria: <https://www.gov.br/cidades/pt-br/acesso-a-informacao/acoes-e-programas/desenvolvimento-urbano-e-metropolitano>";"A soma dos Certificados emitidos para técnicos capacitados em curso/evento presencial + Certificados emitidos para técnicos capacitados em curso/evento hibrido + Certificados emitidos para técnicos em curso EAD Sincrono, resultam no valor total de número de certificados emitidos para técnicos capacitados pelos cursos promovidos pelo Programa Capacidades. ";;;
2024;"5601";"1258";"0406";"1819";11105;"Número de certificados emitidos para técnicos capacitados pelo Programa Capacidades, por modo EAD assíncrono";"NCTEAD";15.800,00;Não;31/12/2016;"Número de certificados emitidos para técnicos capacitados pelo Programa Capacidades, por modo EAD assíncrono";"Programa Capacidades tem o objetivo claro de capacitar técnicos interessados pelas políticas, ações e programas correlatos às atribuições do Ministério das Cidades, ou seja, as políticas urbanas e suas derivativas relativas ao ambiente urbano.   Para esta entrega, evidenciaremos o número de técnicos capacitados pelos cursos e eventos por meio de plataforma de Ensino à Distância (EAD) assíncrono (auto instrução) ofertados pelo Ministério das Cidades, por meio do Programa Nacional de Capacitação das Cidades.";"Janeiro a Dezembro";"31 de Dezdmbro";"Número de certificados emitidos para técnicos capacitados pelo Programa Capacidades, por modo EAD assíncrono";"Quanto maior melhor";;"NCTEAD ? Número total de certificados emitidos para técnicos capacitados pelos cursos ou eventos EAD Assíncrono, promovidos pelo Programa Capacidades, CTCEADA- Certificados emitidos para técnicos cursos EAD assicrono CTEAD- Certificados emitidos para técnicos eventos EAD assicrono.";"Programa Capacidades";"Portal do Programa Capacidades. Endereço eletrônico da Secretaria: <https://www.gov.br/cidades/pt-br/acesso-a-informacao/acoes-e-programas/desenvolvimento-urbano-e-metropolitano>";"A soma dos Certificados emitidos para técnicos capacitados em curso/ead assicrono + Certificados emitidos para técnicos capacitados em evento assicrono, resultam no valor total de número de certificados emitidos para técnicos capacitados pelos cursos promovidos pelo Programa Capacidades";;;
2024;"5601";"1258";"0406";"1824";11112;"Publicações e produtos de natureza técnica elaborados, produzidos, revisados, atualizados e disponibilizados pelo Programa Capacidades";"NMT";43,00;Não;31/12/2016;"Publicações e produtos de natureza técnica elaborados, produzidos, revisados, atualizados e disponibilizados pelo Programa Capacidades";"Além dos cursos de excelência, o Portal Capacidades ficou conhecido por seu repositório de materiais técnicos direcionados às atribuições, ações e programas do Ministério das Cidades. ";"Jan-Dez/2024, Jan-Dez/2025, Jan-Dez/2026, e Jan-Dez/2027 ";"31/12/2024, 31/12/2025, 31/12/2026, e 31/12/2027";"Publicações e produtos de natureza técnica elaborados, produzidos, revisados, atualizados e disponibilizados pelo Programa Capacidades";"Quanto maior melhor";;"NPT ? Número total de produtos técnicos NMA ? Número de material técnico atualizado no ano corrente, anteriormente produzido pelo Programa Capacidades e parceiros  NMP - Número de novo material técnico produzido, no ano corrente, pelo Programa Capacidades e parceiros NET - Número de eventos técnicos produzidos pelo Programa Capacidades e parceiros, no ano corrente, com emissão de certificados de participação ou de capacitação. NC - Número de cursos técnicos produzidos pelo Programa Capacidades e parceiros, no ano corrente, com emissão de certificados de capacitação.";"Programa Capacidades";"Portal do Programa Capacidades";"Somatória do quantitativo de material técnico atualizado e produzido, de cursos de capacitação com emissão de certificados de capacitação, e de eventos técnicos com emissão de certificados de participação ou de capacitação, elaborados no ano corrente por meio do Programa Capacidades, inclusive com parcerias.";"Apoio técnico constante das Secretarias finalísticas do Ministério das Cidades ao Programa Capacidades.";"O objetivo do Programa Capacidades é capacitar técnicos e agentes que atuam diretamente com as políticas tratadas pelo Ministério das Cidades na sua localidade. Considerando as competências exclusivas do subnacional, o ministério, por sua atribuição de competência conjunta, estrutura duas ações distintas para capacitar os subnacionais: a elaboração de produtos técnicos variados, tais como publicações, eventos de workshop, seminários, webnários, além dos cursos de capacitação em diversas modalidades, que resultam em um produto técnico que, após concluído e estabelecido um formato de entrega, será disponibilizado aos participantes.   No caso de cursos - autoinstrução ou moderados, inclusive por pró extensão - os participantes devem cumprir uma formalização para serem certificados por capacitação. Em outras situações - workshops, seminários, webnários e similares - a depender, os participantes serão certificados, às vezes por capacitação, outras tão somente por participação.  Outros produtos, considerados técnicos - publicações, vídeos e podcasts - disponibilizados para fins de autoinstrução, e sem o caráter de certificação, conformam a sustentabilidade do relacionamento do ministério e do programa com os subnacionais.  Nesse sentido, entendemos que tanto os cursos, quanto os demais produtos possuem o mesmo peso, pois conformam-se como produtos técnicos elaborados e de caráter intermediário que atendem o objetivo de capacitação. No entanto, e a depender do produto, somente alguns promovem certificação ao participante. Nos casos em que essa certificação é de natureza de capacitação, propomos quanticar - para posterior qualificação - nas entregas do Objetivo Específico, a saber: a quantidade de técnicos que se inscreveram em cursos de capacitação, em qualquer das modalidades, e que foram certificados, tão somente, por capacitação. ";
2024;"5601";"1258";"0407";"1829";11123;"Número de instrumentos criados em municípios apoiados, que incluam adaptação à mudança do clima e à transformação digital";"NIMC";0,00;Não;09/08/2023;"Número de instrumentos criados em municípios apoiados, que incluam adaptação à mudança do clima e à transformação digital";"Aumentar Número de planos/instrumentos criados em municípios apoiados, que incluam adaptação à mudança do clima. ";"Jan a Dez/2024, Jan a Dez/2025, Jan a Dez/2026, e Jan a Dez/2027";"31/12/2024, 31/12/2025, 31/12/2026, e 31/12/2027";"Número de instrumentos criados em municípios apoiados, que incluam adaptação à mudança do clima e à transformação digital";"Quanto maior melhor";;"NI= Número de instrumentos.  NICM = Número de instrumentos que incluam adaptação à mudança do clima.  NITD= Número de instrumentos que incluam transformação digital.";"Pesquisa de Informações Básicas Municipais (MUNIC) e apuração própria.";"Sítio Eletrônico do Ministério das Cidades (https://www.gov.br/cidades/pt-br). Endereço eletrônico da Secretaria: <https://www.gov.br/cidades/pt-br/acesso-a-informacao/acoes-e-programas/desenvolvimento-urbano-e-metropolitano>";"Número de instrumentos que incluam adaptação à mudança do clima e à transformação digital é igual ao número total de instrumentos apresentados. ";"Não há.";"Devido à natureza das informações coletadas a apuração será realizada, diretamente pela Secretaria Nacional de Desenvolvimento Urbano e Metropolitano.";
2024;"5126";"1337";"0410";"1185";10247;"Número de atendimentos à pessoa idosa nas práticas de atividades físicas, culturais e de lazer do Programa Vida Saudáve";;24.840,00;Não;30/06/2023;"Número de atendimentos à pessoa idosa nas práticas de atividades físicas, culturais e de lazer do Programa Vida Saudáve";"Número de idosos atendidos nas práticas de atividades físicas, culturais e de lazer do Programa Vida Saudável. A  relação é de 200 pessoas idosas beneficiadas em cada núcleo implementado  ";"2023";"31 de dezembro de cada ano";"Número de atendimentos à pessoa idosa nas práticas de atividades físicas, culturais e de lazer do Programa Vida Saudáve";"Quanto maior melhor";;"soma aritmética ";"TransfereGov";"relatórios de execução  ";"Soma";;;
2024;"5126";"1337";"0410";"1206";10249;"Número de universitários atendidos pelos núcleos de Esporte Educacional e/ou de formação esportiva em Instituições de Ensino Superior ? IES públicas";;18.000,00;Não;30/06/2023;"Número de universitários atendidos pelos núcleos de Esporte Educacional e/ou de formação esportiva em Instituições de Ensino Superior ? IES públicas";"Estudantes universitários oriundos das IES públicas participantes do PSTU";"2023";"31 de dezembro de cada ano";"Número de universitários atendidos pelos núcleos de Esporte Educacional e/ou de formação esportiva em Instituições de Ensino Superior ? IES públicas";"Quanto maior melhor";;;"TransfereGov";"relatórios de execução das parcerias";"Soma Aritmética";"orçamentárias, a depender dos recursos recebidos pelo MESP";;
2024;"5126";"1337";"0410";"1209";10253;"Quantidade de estudantes da Educação Básica a partir de 6 nos de idade participantes de práticas corporais e esportivas, em núcleos de esporte educacional";;30.000,00;Não;30/06/2023;"Quantidade de estudantes da Educação Básica a partir de 6 nos de idade participantes de práticas corporais e esportivas, em núcleos de esporte educacional";"Estudantes da Educação Básica participantes de práticas corporais e esportivas, em núcleos de esporte educacional que visam o desenvolvimento integral de crianças, adolescentes, jovens e adultos, estudantes do ensino médio e educação de jovens e adultos (EJA), no contexto ampliado de escolarização. Período ou data a que se refere o Indicador: 2024 a 2027 ";"2023";"dezembro de cada ano";"Quantidade de estudantes da Educação Básica a partir de 6 nos de idade participantes de práticas corporais e esportivas, em núcleos de esporte educacional";"Quanto maior melhor";;"não se aplica";"não se aplica";"relatórios de execução das parcerias e Transferegov";"soma aritmética";"possível restrição orçamentária para realizar a entrega";;
2024;"5126";"1337";"0410";"1210";10256;"Número de atendimentos nas práticas esportivas e de lazer";"PELC";120.000,00;Não;30/06/2023;"Número de atendimentos nas práticas esportivas e de lazer";"Crianças, adolescentes, jovens, adultos e idosos participantes em práticas de atividades físicas, culturais e de lazer no Programa Esporte e Lazer da Cidade - PELC. A relação é de 400 pessoas beneficiadas em cada núcleo implementado. ";"2023";"31 de dezembro de cada ano";"Número de atendimentos nas práticas esportivas e de lazer";"Quanto maior melhor";;"não se aplica";"não se aplica";"relatórios de Execução e TransfereGov";"soma aritmética";"a ausência do sistema informatizado para a alimentação de dado e monitoramento da execução dos programas sociais ";;
2024;"5126";"1337";"0410";"1214";10262;"Conferência Nacional do Esporte realizada";"CNE";0,00;Não;30/06/2023;"Conferência Nacional do Esporte realizada";"O processo de realização da Conferência Nacional do Esporte culmina com a etapa nacional, onde as delegações representando as 27 unidades da federação debatem o conteúdo que deve constar no Relatório Final.";"2023";"primeiro semestre de 2025";"Conferência Nacional do Esporte realizada";"Quanto maior melhor";;"não se aplica";"não se aplica";"Como resultado da Conferência, é aprovado um documento final que contém as diretrizes e as propostas de políticas públicas a serem implementadas pelo Estado";"não se aplica";"O montante de recursos destinado à realização do processo de Conferência pode ser um empecilho significativo à sua plena realização";"Não há";
2024;"5126";"1337";"0410";"1220";10277;"Número de centros de pesquisa de esporte e lazer, com ênfase em ciência e tecnologia de atividade física apoiados no Programa Rede CEDES";"CEDES";25,00;Não;31/12/2017;"Número de centros de pesquisa de esporte e lazer, com ênfase em ciência e tecnologia de atividade física apoiados no Programa Rede CEDES";"Centros de pesquisa na área de esporte e lazer Instituições de Ensino Superior (IES) vinculadas a Rede CEDES nas 27 unidades da Federação";"dezembro de 2017";"31 de dezembro de cada ano";"Número de centros de pesquisa de esporte e lazer, com ênfase em ciência e tecnologia de atividade física apoiados no Programa Rede CEDES";"Quanto maior melhor";;"não se aplica";"não se aplica";"relatórios circunstaciados da Rede CEDES e TransfereGov";"Soma Aritmética";"Restrição orçamentária, mecanismo de controle e a ausência do sistema informatizado para alimentação de dados e monitoramento da execução das parcerias";"Índice de referência com base nas informações sobre os Centros de pesquisa da Rede CEDES, em 2017";
2024;"5126";"1337";"0410";"1233";10295;"Número de projetos de Skate implementados";"skate";160,00;Não;30/06/2023;"Número de projetos de Skate implementados";"Atendimento às praticas esportivas de Skate amador";"2023";"31 de dezembro de 2023";"Número de projetos de Skate implementados";"Quanto maior melhor";;"não se aplica";"não se aplica";"relatório de execução e e TransfereGov";"soma";"a ausência do sistema informatizado para a alimentação de dado e monitoramento da execução dos programas sociais ";;
2024;"5126";"1337";"0410";"1244";10308;"Número de eventos nacionais de esporte escolar e esporte universitário apoiados";"JEBs JUBs, JEE";29,00;Não;30/06/2023;"Número de eventos nacionais de esporte escolar e esporte universitário apoiados";"Realização de eventos de esporte e lazer, contemplando Jogos Escolares Brasileiros (CBDE), Jogos Universitários Brasileiros (CBDU) e Jogos Escolares Nacionais. Para tanto, foi realizado uma média a partir da soma dos participantes inscritos nos Jogos Escolares de Sergipe (10.000 inscritos ) e nos Jogos Escolares de São Paulo (187.000 inscritos) divididos por 2, o resultado multiplicado pelos 26 estados e Distrito Federal perfazento um total aproximado de 2.700.000 estudantes/atletas da Educação Básica por ano. Quanto ao jogos nacionais (JEBs e JUBs), o calculo partiu dos dados referentes aos jogos realizados em 2021 e 2022 conforme consta no Plataforma SEI.  Fontes: Secretaria de Esportes do Estado de São Paulo e Secretaria de Estado do Esporte e Lazer de Sergipe ";"2023";"31 de dezembro de cada ano";"Número de eventos nacionais de esporte escolar e esporte universitário apoiados";"Quanto maior melhor";;"não se aplica";"não se aplica";"relatórios de execução das parcerias";"soma aritmética";"a) Restrição orçamentária, b) Dimensão geográfica do país encarece a realização dos eventos nacionais ";;
2024;"5126";"1337";"0410";"1259";10317;"Número de eventos internacionais de Esporte Escolar e Universitário apoiados";;2,00;Não;30/06/2023;"Número de eventos internacionais de Esporte Escolar e Universitário apoiados";"O apoio as Confederações (CBDE e CBDU) em competições de alto nível internacional, se justifica pela necessidade de intercâmbio entre estudantes/atletas brasileiros e demais países através da prática sadia das competições esportivas. O apio se dará na forma de financiamento parcial dos eventos, que contará com outras fontes de recursos";"2023";"31 de dezembro de cada ano";"Número de eventos internacionais de Esporte Escolar e Universitário apoiados";"Quanto maior melhor";;"não se aplica";"não se aplica";"Relatório de execução de parcerias e TransfereGov";"soma aritmética";"a) Restrição orçamentária, b) A dimensão geográfica do país encarece a realização dos eventos nacionais ";;
2024;"5126";"1337";"0410";"1266";10320;"Número de pessoas beneficiadas pela LIE nas regiões Norte, Nordeste e Centro-Oeste do Brasil";"LIE";540.000,00;Não;31/12/2022;"Número de pessoas beneficiadas pela LIE nas regiões Norte, Nordeste e Centro-Oeste do Brasil";"Recebimento, análise e acompanhamento de projetos desportivos/paradesportivos apresentados no âmbito da Lei de Incentivo ao Esporte, que tenham como local de execução integral, as regiões Norte, Nordeste e Centro-Oeste.";"2023";"janeiro do ano subsequente";"Número de pessoas beneficiadas pela LIE nas regiões Norte, Nordeste e Centro-Oeste do Brasil";"Quanto maior melhor";;"não se aplica";"não se aplica";"Soma dos pareceres de Cumprimento do Objeto elaborado pela Diretoria de Programas e Políticas de Incentivo ao Esporte para cada projeto, contendo o número de beneficiários diretos atingidos pelo projeto em questão.";"soma aritmética";"o não desenvolvimento total do Sistema da Lei de Incentivo ao Esporte - SLI, o que demanda a necessidade de acompanhamento por meio de planilhas de controle.";;
2024;"5126";"1337";"0410";"2146";11491;"Número de eventos apoiados";;0,00;Não;30/06/2023;"Número de eventos apoiados";"Realização de eventos de científicos, gincanas, encontros, congressos, jogos de esporte e lazer. o apoio se dará por meio de parcerias com os outros entes federativos e organizações da sociedade civil sem fins lucrativos.";"2022";"31 de dezembro de cada ano";"Número de eventos apoiados";"Quanto maior melhor";;"não se aplica";"não se aplica";"relatórios de execução das parcerias ";"soma";"Ausência do sistema informatizado para a alimentação de dado e monitoramento da execução dos programas sociais ";"Índice de referência com base nas informações sobre eventos em 2018.";
2024;"5126";"1337";"0410";"2148";11492;"Número de gestores, agentes e patrocinadores formados em projetos financiados pela Lei de Incentivo ao Esporte - LIE";;0,00;Não;30/06/2023;"Número de gestores, agentes e patrocinadores formados em projetos financiados pela Lei de Incentivo ao Esporte - LIE";"Recebimento, análise e acompanhamento de projetos que tenham como objetivo a capacitação de gestores, agentes e patrocinadores, em projetos apoiados com recursos da Lei de Incentivo ao Esporte.";"2023";"dezembro de cada ano";"Número de gestores, agentes e patrocinadores formados em projetos financiados pela Lei de Incentivo ao Esporte - LIE";"Quanto maior melhor";;"não se aplica";"não se aplica";"Parecer de Cumprimento do Objeto elaborado pela Diretoria de Programas e Políticas de Incentivo ao Esporte";"Soma aritimética";"Desenvolvimento parcial do Sistema da Lei de Incentivo ao Esporte - SLI, o que demanda a necessidade de acompanhamento por meio de planilhas de controle.  ";;
2024;"2308";"1309";"0412";"1196";10231;"Publicações técnico-científicas com patrocínio do CNPq";;27.905,00;Não;04/08/2023;"Publicações técnico-científicas com patrocínio do CNPq";"Número total de publicações técnicas e científicas financiadas pelo CNPq e registradas na plataforma lattes.      ";"semestre";"Ao final de cada semestre";"Publicações técnico-científicas com patrocínio do CNPq";"Quanto maior melhor";;"número de publicações técnico científicas";"Base de dados do CNPq (Lattes e PICC)";"Relatório gerencial";"Somatório do número de publicações técnico-científicas financiadas pelo CNPq, captadas na Plataforma Lattes/PICC";"Restrições e/ou contigenciamento orçamentário ";;
2024;"2308";"1309";"0412";"1198";10233;"Número de publicações das Unidades de Pesquisa / TNSE";"IGPUB";1,80;Não;30/05/2023;"Número de publicações das Unidades de Pesquisa / TNSE";"Relação entre o número de artigos científicos indexados no período, considerando artigos publicados em revista de divulgação científica nacional ou internacional, artigos completos publicados em evento técnico-cientifico nacional ou internacional, livros ou capítulos de livros (NGPB), pelo número de técnicos de nível superior vinculados diretamente à pesquisa científica e ao desenvolvimento tecnológico (Pesquisadores, Tecnologistas e Bolsistas) TNSE, com no mínimo doze meses de atuação completos ou a completar na vigência do TCG.";"31/12";"30/04";"Número de publicações das Unidades de Pesquisa / TNSE";"Quanto maior melhor";;"NGPB:  (Nº de artigos científicos indexados) + (Nº de artigos publicados em revista de divulgação cientifica nacional ou internacional) + (Nº de artigos completos publicados em evento técnico-cientifico nacional ou internacional) + (Nº de livros ou participações em livros), no ano.   TNSE: Número de técnicos de nível superior vinculados diretamente à pesquisa científica e ao desenvolvimento tecnológico (Pesquisadores, Tecnologistas e Bolsistas), com doze meses de atuação completados ou a completar na vigência do TCG.";"? Termo de compromisso de Gestão pactuado entre o MCTI e cada UP, ? Sistemas estruturantes para obtenção do TNSE (SIAPE e outros) bem como plataforma lattes (para obtenção do NGPUB)";"? Sítio eletrônico de cada UP, bem como sítio eletrônico do MCTI";"Somatório de artigos científicos indexados) + (Nº de artigos publicados em revista de divulgação cientifica nacional ou internacional) + (Nº de artigos completos publicados em evento técnico-cientifico nacional ou internacional) + (Nº de livros ou participações em livros), no ano, a partir dos relatórios anuais dos TCG, bem como dados do TNSE disponíveis em cada TCG";"? Flutuação no TNSE, ? Dificuldades em obtenção de todas as publicações realizadas no ano (as bibliotecas das UP é quem geralmente extraem esse dado, a partir dos currículos lattes dos pesquisadores da instituição, portanto, se houver alguma falha neste processo, como a não atualização do currículo - por exemplo -, pode haver distorções nos valores apurados";;
2024;"2308";"1309";"0412";"1202";10279;"Percentual de publicações brasileiras na base Scopus com colaboração internacional";"PCCINT";36,45;Não;14/02/2023;"Percentual de publicações brasileiras na base Scopus com colaboração internacional";"Participação da produção científica nacional em colaboração com parceiros estrangeiros. Acessível em: https://www.scimagojr.com/countryrank.php";"31/12";"31/12";"Percentual de publicações brasileiras na base Scopus com colaboração internacional";"Quanto maior melhor";;"BRAINT - número de publicações brasileiras com colaboração internacional BRA - número de publicações brasileiras ";"Base Scopus / Portal Scimago Quadro ?% International Collaboration' https://www.scimagojr.com/countrysearch.php?country=BR";"Página de Indicadores do MCTI";"BRAINT dividido por BRA";;;
2024;"2322";"1256";"0408";"1780";11056;"Quantidade de empreendimentos concluídos no período, para população rural";"SANAR";0,00;Não;31/12/2023;"Quantidade de empreendimentos concluídos no período, para população rural";"O indicador quantifica os emprrendimentos de infraestrutura de abastecimento de água, tornando-se o melhor indicador por detalha o quantitativo dos empreendimentos concluídos.";"Quatro trimestres (jan-dez) do ano que se está monitorando";"Última semana de janeiro do ano posterior";"Quantidade de empreendimentos concluídos no período, para população rural";"Quanto maior melhor";;"Empreendimentos concluídos: Empreendimentos apoiados pela unidade na modalidade de referência e concluídos no período.";"SNSA/MCID";"O indicador será disponibilizado na página do MCID (www.gov.br/cidades).";"1) Identificar os empreendimentos concluídos para ações de abastecimento de água em área rurais, 2) Realizar o somatório dos empreendimentos concluídos.";"Inconsistências e/ou indisponibilidade nos sistemas de informações do órgão executor.";;
2024;"2322";"1256";"0408";"2813";12178;"Valor alocado para seleção (R$)";;;Não;;"Valor alocado para seleção (R$)";"Informa a quantidade de recursos financeiros da União aplicados (desembolsados) em empreendimentos de sistemas simplificados de abastecimento de água por meio do OGU ou FGTS.";"Janeiro a Dezembro";"31 de janeiro";"Valor alocado para seleção (R$)";"Quanto maior melhor";;"VI OGU 2024: Valor do investimento com recursos do Orçamento Geral da União referente à 2024 VI OGU 2025: Valor do investimento com recursos do Orçamento Geral da União referente à 2025 VI OGU 2026: Valor do investimento com recursos do Orçamento Geral da União referente à 2026 VI FIN 2024: Valor do investimento com recursos de Financiamento referente à 2024 VI FIN 2025: Valor do investimento com recursos de Financiamento referente à 2025 VI FIN 2026: Valor do investimento com recursos de Financiamento referente à 2026";"SNSA e Agente Operador do FGTS";"A ser definida pelo instâncias de governança e gestão do Novo Programa de Aceleração do Crescimento (Novo PAC).";"1. Receber os dados primários dos agentes financeiros, 2. Atualizar as bases de dados de gestão da carteira de investimentos do MCID, 3. Apurar o valor de investimento contratado por ano.";"Para efeitos de compatibilização com o período do PPA, foram desconsiderados os valores referentes a 2023.";;
2024;"2322";"1256";"0409";"2213";11548;"População beneficiada com a Implantação de Sistemas de Esgotamento Sanitário nos estados de Alagoas, Bahia, Maranhão, Minas Gerais, Pernambuco, Piauí e Sergipe";"PB";59.855,00;Não;31/12/2022;"População beneficiada com a Implantação de Sistemas de Esgotamento Sanitário nos estados de Alagoas, Bahia, Maranhão, Minas Gerais, Pernambuco, Piauí e Sergipe";"População beneficiada com as obras de esgotamento sanitário nos estados de Alagoas, Bahia, Maranhão, Minas Gerais, Pernambuco, Piauí e Sergipe.";"Mês de Referência";"Dia 10 de cada mês";"População beneficiada com a Implantação de Sistemas de Esgotamento Sanitário nos estados de Alagoas, Bahia, Maranhão, Minas Gerais, Pernambuco, Piauí e Sergipe";"Quanto maior melhor";;"A= população atendida pelo sistema de esgotamento sanitário  ";"SIGEC";;;;;
2024;"2322";"1256";"0409";"2769";12132;"Novo PAC: empreendimentos entregues no subeixo Esgotamento Sanitário (eixo Cidades Sustentáveis e Resilientes)";"PAC_esgoto";0,00;Não;;"Novo PAC: empreendimentos entregues no subeixo Esgotamento Sanitário (eixo Cidades Sustentáveis e Resilientes)";;"A definir";"A ser definida pelo instâncias de governança e gestão do Novo PAC";"Novo PAC: empreendimentos entregues no subeixo Esgotamento Sanitário (eixo Cidades Sustentáveis e Resilientes)";"Quanto maior melhor";;"PAC_esgoto = somatório de empreendimentos entregues no subeixo Esgotamento Sanitário (eixo Cidades Sustentáveis e Resilientes)  OBRAENTREGUE_esgoto = empreendimento entregue no subeixo Esgotamento Sanitário (eixo Cidades Sustentáveis e Resilientes)";"Base de dados de gestão da carteira de investimento (MCID e CAIXA)";"A ser definida pelo instâncias de governança e gestão do Novo Programa de Aceleração do Crescimento (Novo PAC)";"1. Receber os dados primários do agente financeiro (CAIXA) 2. Atualizar as bases de dados de gestão da carteira de investimentos do MCID 3. Apurar a quantidade de empreendimentos entregues por ano e região.";;;
2024;"2322";"1256";"0409";"2807";12172;"Valor alocado para seleção (R$)";;;Não;;"Valor alocado para seleção (R$)";"Informa a quantidade de recursos financeiros da União aplicados (desembolsados) em empreendimentos de sistemas de esgotamento sanitário por meio do OGU ou FGTS.";"Janeiro a Dezembro";"31 de janeiro";"Valor alocado para seleção (R$)";"Quanto maior melhor";;"VI OGU 2024: Valor do investimento com recursos do Orçamento Geral da União referente à 2024 VI OGU 2025: Valor do investimento com recursos do Orçamento Geral da União referente à 2025 VI OGU 2026: Valor do investimento com recursos do Orçamento Geral da União referente à 2026 VI FIN 2024: Valor do investimento com recursos de Financiamento referente à 2024 VI FIN 2025: Valor do investimento com recursos de Financiamento referente à 2025 VI FIN 2026: Valor do investimento com recursos de Financiamento referente à 2026";"SNSA e Agente Operador do FGTS";"A ser definida pelo instâncias de governança e gestão do Novo Programa de Aceleração do Crescimento (Novo PAC).";"1. Receber os dados primários dos agentes financeiros, 2. Atualizar as bases de dados de gestão da carteira de investimentos do MCID, 3. Apurar o valor de investimento contratado por ano.";"Para efeitos de compatibilização com o período do PPA, foram desconsiderados os valores referentes a 2023. O Valor Investido Planejado após 2026 está consolidado";;
