"Exercício";"Programa";"Objetivo";"Objetivo Específico";"Entrega";"Enunciado";"Descrição";"Órgão";"Unidade Responsável";"Projeto de Investimento";"Data de Início";"Data de Término";"Valor Total";"Execução Física Acumulada";"Meta da Execução Física";"Concluída";
2025;"1190";"1317";"0281";"0938";"Iniciativas e ações apoiadas para a implantação e estruturação de áreas verdes urbanas nos municípios brasileiros";"Apoio federal a municípios para fortalecimento de suas capacidades institucionais, por meio do estabelecimento de acordos de cooperação, parcerias e de ações de qualificação técnica, para apoiar o trabalho de gestores e técnicos da administração pública das áreas de meio ambiente e planejamento urbano que se relacionam principalmente com a gestão das áreas verdes urbanas.";"44000 - Ministério do Meio Ambiente e Mudança do Clima";"DMUR/SQA/MMA";"Não";;;;;;"";
2025;"1190";"1317";"0281";"0941";"Fomento da adoção, pelos municípios, do zoneamento ambiental nos processos de planejamento e gestão ambiental, de forma integrada com os demais instrumentos da política urbana e ambiental";"Apoiar os municípios brasileiros na gestão e implementação do desenvolvimento urbano com uso sustentável dos recursos naturais por meio do zoneamento ambiental municipal";"44000 - Ministério do Meio Ambiente e Mudança do Clima";"DMUR/SQA/MMA";"Não";;;;;;"";
2025;"1190";"1317";"0281";"0942";"Ferramenta aperfeiçoada e disseminada para a sistematização de informações sobre as áreas verdes urbanas dos municípios brasileiros por meio do Cadastro Ambiental Urbano (CAU)";"O Cadastro Ambiental Urbano (CAU) é uma ferramenta para identificação, mapeamento e qualificação de áreas verdes urbanas (AVU) em plataforma digital, compatível com a escala de planejamento ambiental e urbano, a partir de um conjunto de tipologias e atributos padronizados, na qual o gestor municipal pode realizar, de forma autodeclaratória, a demarcação e o cadastro dos atributos de cada área verde existente ou planejada na malha urbana do município. Foi publicada em setembro de 2020, mas até o momento não teve ampla divulgação e cerca de 400 municípios tiveram contato com o sistema. Esta entrega se relaciona com atividades de disseminação do CAU, garantindo novas adesões municipais a este sistema. Além disso, serão implementadas evoluções na ferramenta, visando adequações para atender mais necessidades dos municípios no processo de gestão desses espaços";"44000 - Ministério do Meio Ambiente e Mudança do Clima";"DMUR/SQA/MMA";"Não";;;;;;"";
2025;"1190";"1317";"0281";"0945";"Fomento da adoção, pelos municípios, à implantação de projetos de agricultura urbana e periurbana, em especial quanto a hortas comunitárias, agricultura orgânica e agroecologia";"Apoiar iniciativas de agricultura urbana e periurbana em municípios e consórcios públicos do Brasil.";"44000 - Ministério do Meio Ambiente e Mudança do Clima";"DMUR/SQA/MMA";"Não";;;;;;"";
2025;"1190";"1317";"0281";"0949";"Fomento da adoção de soluções tecnológicas inovadoras com vistas à geração e uso de energias limpas pelos municípios brasileiros.";"Apoiar iniciativas para a adoção, pelos municípios, de soluções tecnológicas inovadoras com vistas à geração e uso de energias limpas";"44000 - Ministério do Meio Ambiente e Mudança do Clima";"DMUR/SQA/MMA";"Não";;;;;;"";
2025;"1190";"1317";"0283";"0952";"Disponibilidade aos cidadãos de informações sobre qualidade do ar ampliada";"A falta de informações implica em lacunas importantes em relação ao conhecimento da situação da qualidade do ar no Brasil, impossibilitando que medidas sejam adotadas para o seu controle. Sem informações sobre o cenário vigente, não é possível conduzir ações de planejamento a curto e longo prazo para controle e mitigação da concentração de poluentes na atmosfera. Com isso, esta entrega visa o aprimorando do levantamento e disponibilização de informações sobre qualidade do ar, com o objetivo final de proteger a saúde da população e o meio ambiente decorrentes da exposição a poluentes.";"44000 - Ministério do Meio Ambiente e Mudança do Clima";"DQA/SQA/MMA";"Não";;;;;;"Sim";
2025;"1190";"1317";"0283";"0954";"Servidores públicos e cidadãos capacitados em gestão da qualidade do ar.";"Capacitação sobre a gestão da qualidade do ar, demonstrando as principais fontes de poluição do ar e suas consequências sobre a saúde humana, o meio ambiente e a economia, incluindo a legislação aplicada, o panorama da gestão da qualidade do ar no país, e os principais instrumentos e tecnologias existentes voltados ao planejamento e gerenciamento da qualidade do ar.";"44000 - Ministério do Meio Ambiente e Mudança do Clima";"DQA/SQA/MMA";"Não";;;;;;"";
2025;"1190";"1317";"0283";"0955";"Unidades da Federação integradas ao sistema federal de monitoramento de áreas contaminadas";"Integrar informações sobre áreas contaminadas produzidas em UFs em um sistema federal";"44000 - Ministério do Meio Ambiente e Mudança do Clima";"CICAM/CGQUA/ DIQUA/IBAMA";"Não";;;;;;"";
2025;"1190";"1317";"0283";"0958";"Certidão de conformidade ambiental e dados ambientais de atividades potencialmente poluidoras disponibilizadas";"Disponibilizar conjunto de dados de conformidade ambiental e do exercício de atividades potencialmente poluidoras";"44000 - Ministério do Meio Ambiente e Mudança do Clima";"COAVI/CGQUA/ DIQUA/IBAMA";"Não";;;;;;"";
2025;"1190";"1317";"0283";"0961";"Projeto piloto realizado para avaliação de ocorrência de uso de agrotóxicos em matrizes ambientais";"O projeto piloto tem como objetivo de monitorar os níveis de resíduos de agrotóxicos em pontos estabelecidos como cenários de exposição para estimativas de concentrações ambientais de agrotóxicos permitindo subsidiar modelos de avaliação de risco ambiental e aperfeiçoar as análises ambientais realizadas por este Instituto. Destaca-se que vários países utilizam os dados de monitoramento em água para retroalimentar os modelos de exposição de avaliação de risco ambiental, sendo relevantes para tanto no contexto de continuar a compreender a qualidade dos nossos recursos ambientais como no auxílio do desenvolvimento e na calibração de ferramentas de avaliação de risco. Nesse sentido, a?Portaria Normativa Ibama nº 84, de 15 de outubro de 1996, prevê no artigo 8º que ?o monitoramento ambiental visa acompanhar os impactos ambientais regionais ou nacionais, com o objetivo de embasar a tomada de decisões no estabelecimento de políticas públicas relativas a agrotóxicos e afins, no tocante a melhoria da qualidade ambiental?.";"44000 - Ministério do Meio Ambiente e Mudança do Clima";"CCONP/CGASQ/IBAMA";"Não";;;;;;"";
2025;"2308";"1309";"0415";"1229";"Ampliação das ações de formação de recursos humanos em projetos de Ciência, Tecnologia e Inovação (CT&I)";"Ampliação das ações de formação de recursos humanos em projetos de Ciência, Tecnologia e Inovação (CT&I)";"24000 - Ministério da Ciência, Tecnologia e Inovação";"MCTI/CNPq";"Não";;;;;;"";
2025;"2308";"1309";"0415";"1231";"Ampliação das ações de fixação de pesquisadores em instituições de ciência e tecnologia e em empresas";"Ampliação das ações de fixação de pesquisadores em instituições de ciência e tecnologia e em empresas";"24000 - Ministério da Ciência, Tecnologia e Inovação";"MCTI/CNPq";"Não";;;;;;"Não";
2025;"2308";"1309";"0415";"1234";"Ampliação da fixação de pesquisadores nas regiões N, NE, CO e o estado do ES";"Ampliação da fixação de pesquisadores nas regiões N, NE, CO e o estado do ES";"24000 - Ministério da Ciência, Tecnologia e Inovação";"MCTI/CNPq";"Não";;;;;;"";
2025;"2308";"1309";"0415";"1235";"Ampliação da participação de mulheres, negros e indígenas na concessão de bolsas de Produtividade em Pesquisa (PQ) e Desenvolvimento Tecnológico (DT)";"Ampliação da participação de mulheres, negros e indígenas na concessão de bolsas de Produtividade em Pesquisa (PQ) e Desenvolvimento Tecnológico (DT)";"24000 - Ministério da Ciência, Tecnologia e Inovação";"MCTI/CNPq";"Não";;;;;;"";
2025;"2308";"1309";"0415";"1236";"Ampliação da formação de Recursos Humanos em Ciência & Tecnologia (RHCT) a partir dos programas de pós-graduação das Unidades de Pesquisa do MCTI";"Ampliação da formação de Recursos Humanos em Ciência & Tecnologia (RHCT) a partir dos programas de pós-graduação das Unidades de Pesquisa do MCTI";"24000 - Ministério da Ciência, Tecnologia e Inovação";"MCTI/SPEO";"Não";;;;;;"";
2025;"1190";"1317";"0285";"0981";"Programa Nacional de Manejo Populacional de cães e gatos implementado";"A implementação do Programa Nacional de Manejo Populacional Ético de cães e gatos visa mitigar os problemas relacionados ao descontrole populacional desses animais e promover a harmonia entre os seres vivos, o meio ambiente e a sociedade como um todo, disseminando no país a importância da atuação coordenadora entre diferentes atores para promover a proteção, defesa e direitos animais, com a participação de estados, municípios, sociedade civil e os poderes constituídos.";"44000 - Ministério do Meio Ambiente e Mudança do Clima";"DPDA/SBIO/MMA";"Não";;;;;;"";
2025;"1190";"1317";"0285";"0984";"Levantamento Censitário de cães e gatos cadastrados e não cadastrados.";"O Ministério do Meio Ambiente e Mudança do Clima implantará o Cadastro Nacional de Animais Domésticos (SinPatinhas), um sistema online para possibilitar o registro de cães e gatos e seus respectivos cuidadores, viabilizando a realização de levantamento censitário desses animais, o qual poderá ser instrumento para orientação de políticas públicas direcionadas à redução da superpopulação e do abandono, ao fomento de práticas responsáveis de guarda e cuidado com os animais de companhia. Os países que conseguiram equacionar o problema do controle populacional de cães e gatos e reduzir os casos de abandono e maus-tratos adotaram a implantação de registros de animais como parte de suas estratégias. Esses registros permitem o monitoramento, a identificação dos animais e de seus tutores, contribuindo para um maior controle e responsabilidade por parte dos tutores. O sitema permitirá o cadastro dos animais por seus cuidadores, municípios, organizações da sociedade civil, clínicas veterinárias e unidades móveis de esterilização. Ao implantar um sistema de registro de animais, como o proposto pelo Cadastro Nacional de Animais Domésticos (SinPatinhas), o Ministério do Meio Ambiente e Mudança do Clima busca realizar a identificação e do controle adequado dos animais domésticos, para orientar a implantação de políticas públicas, pois será possível obter um censo da população animal em cada cidade do país. Essa medida visa não apenas a redução da superpopulação e do abandono, mas também o fomento de práticas responsáveis de guarda e cuidado com os animais de companhia.";"44000 - Ministério do Meio Ambiente e Mudança do Clima";"DPDA/SBIO/MMA";"Não";;;;;;"";
2025;"1190";"1317";"0285";"0986";"Unidades da Federação apoiadas na adoção de planos de contingência de desastres, abrangendo a proteção de animais, a elaboração de planos, a instalação de comitês gestores de crise e capacitação de agentes";"Um Plano Nacional de Contingência de Desastres em Massa Envolvendo Animais é importante para a preservação da biodiversidade porque permite ações rápidas e coordenadas em caso de emergência envolvendo animais em grande quantidade, sejam eles nativos ou exóticos. Isso pode incluir incêndios florestais, enchentes, deslizamentos de terra, vazamentos de produtos químicos, entre outros. Sem um plano de contingência bem definido, os esforços para resgatar e salvar animais podem ser ineficientes e descoordenados, o que pode resultar em perda significativa de vida animal, além de impactos graves na biodiversidade e nos ecossistemas afetados. Com um Plano Nacional de Contingência de Desastres em Massa Envolvendo Animais, é possível estabelecer protocolos e procedimentos para ações emergenciais coordenadas, que incluem a identificação de áreas de risco, a mobilização de recursos humanos e materiais, a definição de pontos de triagem e atendimento, além da comunicação com a população local e a mídia. Essas ações podem ajudar a minimizar os efeitos negativos dos desastres em massa sobre a biodiversidade, garantindo a sobrevivência de espécies animais e a recuperação dos ecossistemas afetados. Além disso, um Plano Nacional de Contingência de Desastres em Massa Envolvendo Animais pode promover a conscientização sobre a importância da preservação da biodiversidade e a necessidade de medidas preventivas para reduzir os riscos de desastres.";"44000 - Ministério do Meio Ambiente e Mudança do Clima";"DPDA/SBIO/MMA";"Não";;;;;;"";
2025;"1190";"1317";"0285";"0988";"Formação em proteção, defesa, bem-estar e direitos animais promovida";"A educação desempenha um papel fundamental na proteção, defesa e promoção dos direitos animais. Por meio da conscientização e da disseminação de conhecimentos sobre o bem-estar animal, é possível cultivar uma sociedade mais compassiva e responsável em relação aos animais. A educação permite que as pessoas compreendam a importância de tratar os animais com respeito, dignidade e consideração. Ela ajuda a criar uma consciência sobre as diferentes formas de exploração animal e a incentivar práticas mais éticas, como a adoção de animais abandonados e a escolha de produtos livres de crueldade. Além disso, a educação também auxilia na formação de leis e políticas mais adequadas à proteção dos animais e na promoção de uma convivência harmoniosa entre humanos e animais.";"44000 - Ministério do Meio Ambiente e Mudança do Clima";"DPDA/SBIO/MMA";"Não";;;;;;"";
2025;"1158";"1318";"0416";"1292";"Atualização do Atlas de Vulnerabilidade a Inundações e apoio às ações que visem à gestão de riscos de inundações";"O Atlas apresenta uma gradação de vulnerabilidade (alta, média, baixa), em função da frequência e impactos de inundações, para os cursos d'água nas áreas urbanas dos municípios na base de referência ottocodificada da ANA, a partir do histórico de desastres (S2iD/CENAD) e de dados hidrológicos (ANA). Nesta atualização, devem ser agregados outros planos de informação que buscam caracterizar a vulnerabilidade e resiliência de áreas urbanas a inundações.";"53000 - Ministério da Integração e do Desenvolvimento Regional";"Agencia Nacional de Águas e Saneamento Básico";"Não";;;;;;"";
2025;"1158";"1318";"0416";"1311";"Definição de gatilhos de preparação para enfrentamento da seca, em função das categorias do Monitor de Secas";"O monitor de secas já cobre praticamente todo o território nacional, restando os Estados do Amapá e Roraima, que devem ser incluídos em 2023. O monitor apresenta a situação mensal da seca e a gradação em cinco categorias, de seca fraca a seca excepcional. Para cada categoria, serão definidos para cada Estado os gatilhos, os impactos esperados e ações que devem ser tomadas para minimizar os impactos de secas.";"53000 - Ministério da Integração e do Desenvolvimento Regional";"Agencia Nácional de Águas e Saneamento Básico";"Não";;;;;;"";
2025;"1158";"1318";"0416";"1315";"Salas de Situação integradas por meio da pactuação do protocolo de integração";"A ANA apoiou a implantação de salas de situação em todos os Estados, que hoje funcionam como centros de gestão de riscos de eventos hidrológicos críticos como secas e cheias. A integração das salas estaduais com a sala de situação da ANA ocorrerá por meio de acordos de cooperação técnica, links de acesso a dados e produtos, aplicativos, relatórios anuais de eventos hidrológicos críticos e protocolo de atuação conjunta das salas de situação, de modo a aperfeiçoar e parmitir a coordenação e gestão de riscos de eventos hidrológicos críticos em diferentes escalas e que possam impactar mais de um Estado, regiões e bacias hidrográficas compartilhadas.";"53000 - Ministério da Integração e do Desenvolvimento Regional";"Agencia Nacional de Águas e Saneamento Básico";"Não";;;;;;"";
2025;"1158";"1318";"0416";"1281";"Mapeamento da segurança hídrica na questão dos riscos das mudanças climáticas por meio do desenvolvimento da dimensão mudança climática no índice de segurança hídrica";"A segurança hídrica pode ser descrita como o nível tolerável de risco relacionado à água para a sociedade, sendo o risco (situação envolvendo exposição ao perigo) compensado pela segurança (estado livre de perigo). Eventos extremos amplificados pelas mudanças climáticas podem causar impactos sociais, econômicos e ambientais, comprometendo ainda mais a segurança hídrica no Brasil. Por um lado, as secas comprometem a oferta de água para abastecimento humano, produção agrícola e geração de energia, por outro, eventos de cheias podem causar impactos negativos consideráveis pela ocorrência de inundações. A segurança hídrica a luz da lente climática está relacionada a múltiplos fatores, sendo necessário estabelecer um meio de quantificá-la através da aplicação de ferramentas que auxiliem na representação das regiões de maior risco as mudanças climáticas. O Índice de Segurança Hídrica (ISH) desenvolvido no ambito do Plano Nacional de Segurança Hídrica (PNSH), considera quatro dimensões para a segurança hídrica (Humana, Econômica, Ecossistêmica e de Resiliência), sendo cada dimensão composta de um ou mais indicadores, e cada indicador formado por uma combinação de variáveis ou atributos mensuráveis. O PNSH apresenta planejamentos de projetos e obras de infraestrutura hídrica até o ano de 2035, visando a redução dos impactos de secas e cheias. A consideração das mudanças climáticas no ISH será uma importante ferramenta para que os investimentos voltados para segurança hídrica sejam direcionados para regiões com maior vulnerabilidade às mudanças climáticas, possibilitando ajustar ou adaptar os investimentos já previstos e dimensionar novos investimentos considerando o novo risco devido as mudanças climáticas na segurança hídrica no Brasil.";"53000 - Ministério da Integração e do Desenvolvimento Regional";"Agencia Nacional de Águas e Saneamento Básico";"Não";;;;;;"";
2025;"1158";"1318";"0416";"1288";"Mapeamento do novo risco de eventos extremos de precipitação (curvas IDFs) devido as mudanças climáticas para drenagem urbana dos municipios brasileiros";"O aumento em magnitude e frequência das precipitações intensas devido as mudanças climáticas tendem a desafiar as atuais ferramentas de projeto, planejamento e gestão desses eventos nas cidades. Por um lado, as observações já apontam mudança nos padrões de precipitação, por outro lado, as mudanças climáticas tendem a intensificar esta problemática, indicando a necessidade de adaptação climática. Atualmente, o risco admitido nos projetos de drenagem urbana e infraestrutura hídrica é calculado em termos de intensidade da precipitação com base nos dados observados (curvas IDF-presente). Com a perspectiva de cenários que apontam aumento na magnitude e frequência das precipitações, estimar curvas IDF-futuro é uma maneira eficiente de estimar o risco do impacto das mudanças climáticas a ser aplicada no planejamento de medidas de adaptação a essas mudanças nos municipios brasileiros. Essa nova curva IDF possibilita avaliar também a efetividade da drenagem urbana atual dos municípios no desempenho dessas infraestruturas em mitigar os impactos das inundações nas cidades. Em outras palavras, a geração de curvas IDF-futuro é reconhecida como uma importante e essencial estratégia de adaptação as mudanças climáticas.";"53000 - Ministério da Integração e do Desenvolvimento Regional";"Agencia Nácional de Águas e Saneamento Básico";"Não";;;;;;"";
2025;"1158";"1318";"0416";"1318";"Serviços ecossistêmicos e soluções baseadas na natureza implementados, por meio das áreas verdes urbanas, de forma a contribuir para a mitigação e adaptação à mudança do clima.";"Apoiar iniciativas com abordagens inovadoras de soluções baseadas na natureza para melhorar a qualidade de vida nas cidades, de forma a contribuir para a mitigação e adaptação à mudança do clima..";"44000 - Ministério do Meio Ambiente e Mudança do Clima";"DMUR/SQA/MMA";"Não";;;;;;"";
2025;"6113";"1276";"0032";"3283";"Cartografia geológica da Plataforma Continental Jurídica Brasileira (PCJB) realizada";"As áreas levantadas nas expedições marítimas com dados geológicos, geofísicos e oceanográficos integrados, nas suas entregas de produtos permitem representar o % de avanço do conhecimento geológico da PCJB. Ao final do ciclo PPA, as somas dos dados levantados indicarão o aumento da área cartografada da PCJB. O conhecimento gerado permite indicar áreas para gerar atratividade de investimentos no setor mineral.";"32000 - Ministério de Minas e Energia";"Companhia de Pesquisa de Recursos Minerais";"Não";;;;;;"Não";
2025;"6113";"1276";"0032";"1222";"Monitoramento e Identificação por meio de sensoriamento remoto de manchas de óleo";"Agregar informações para possibilitar ações tempestivas dos órgão governamentais, diminuindo possíveis impactos provocados por esses derramamentos e possibilitando a identificação dos Autores.";"52000 - Ministério da Defesa";"Centro Gestor e Operacional do Sistema de Proteção da Amazônia do Ministério da Defesa (Censipam/MD)";"Não";;;;;;"";
2025;"6113";"1276";"0032";"1240";"Detecção por meio de Sensoriamento Remoto de Embarcação Não Colaborativa";"Agregar informações das posições das embarcações na Amazônia Azul para contribuir com a segurança das Águas Jurisdicionais Brasileiras e ter conhecimento do trafego de embarcações nessa região.";"52000 - Ministério da Defesa";"Centro Gestor e Operacional do Sistema de Proteção da Amazônia do Ministério da Defesa (Censipam/MD)";"Não";;;;;;"";
2025;"6113";"1276";"0032";"1739";"Avaliação de impacto ambiental das atividades do Brasil no âmbito do Programa Antártico Brasileiro realizada";"Coordenação das atividades de Avaliação de Impacto Ambiental das atividades do Brasil no ambiente antártico, no âmbito do Programa Antártico Brasileiro ? Proantar, garantindo ao País o cumprimento das diretrizes estabelecidas no Protocolo ao Tratado da Antártica sobre Proteção ao Meio Ambiente - Protocolo de Madri.";"44000 - Ministério do Meio Ambiente e Mudança do Clima";"Doceano/SMC/MMA";"Não";;;;;;"";
2025;"6113";"1276";"0032";"2010";"Parâmetros ambientais na área de influência da Estação Antártica Comandante Ferraz (EACF) monitorados";"Monitoramento dos parâmetros ambientais na área de influência da Estação Antártica Comandante Ferraz - EACF, dos aportes de contaminantes derivados de subprodutos de queima, combustíveis fósseis, retardantes de chama, metais e descarga de esgotos para a área de entorno da EACF.";"44000 - Ministério do Meio Ambiente e Mudança do Clima";"Doceano/SMC/MMA";"Não";;;;;;"";
2025;"6113";"1276";"0032";"3438";"Dados oceanográficos e meteorológicos marinhos continuamente coletados por meio de sistemas permanentes de observação do oceano (GOOS-Brasil).";"Disponibilização de dados obtidos pela manutenção e pela amplicação da rede de coleta permanente e contínua de variáveis oceanográficas e meteorológicas essenciais (GOOS-Brasil). Visa à produção de conhecimento, à disponibilização de dados e ao fornecimento de previsões ambientais para as áreas marinhas sob jurisdição e de interesse nacional, subsidiando processos decisórios sobre a utilização eficaz dos recursos do mar, o acompanhamento do nível médio do mar, a saúde dos oceanos e a salvagarda da vida humana no mar, bem como aqueles processos que se baseiem na sazonalidade climática (como a agropecuária). Adicionalmente, contará com a promoção de ações de conscientização a respeito da importância da conservação dos equipamentos de coleta de dados do sistema GOOS Brasil.";"52000 - Ministério da Defesa";"SECRETARIA DA COMISSÃO INTERMINISTERIAL PARA OS RECURSOS DO MAR - SECIRM";"Não";;;;;;"";
2025;"5126";"1337";"0437";"1403";"Testes antidopagem realizados em território nacional";"A ABCD tem como atividade obrigatória imposta pela Agência Mundial Antidopagem, fiscalizar o ambiente esportivo por meio da realização de testes (exames laboratoriais), que consistem na coleta de amostras biológicas (urina e/ou sangue) que são analisadas com o objetivo de detectar o uso de substâncias ou métodos proibidos eventualmente utilizados por atletas.";"51000 - Ministério do Esporte";"Autoridade Brasileira de Controle de Dopagem";"Não";;;;;;"";
2025;"5126";"1337";"0437";"1409";"Programa de Educação Antidopagem da ABCD executado";"A ABCD tem como atividade obrigatória, imposta pela Agência Mundial Antidopagem, levar a comunidade esportiva a informação e educação em prol do jogo limpo. A entrega consiste em contabilizar as pessoas que foram atingidas pelas ações educacionais promovidas ou coordenadas pela ABCD em âmbito nacional, ou internacional, por meio de acordo de cooperação com organizações antidopagem de outros países.";"51000 - Ministério do Esporte";"Autoridade Brasileira de Controle de Dopagem";"Não";;;;;;"";
2025;"6113";"1276";"0091";"1986";"Levantamentos geológicos, geofísicos, oceanográficos, ambientais e dos potenciais minerais";"Levantamentos geológicos, geofísicos, oceanográficos, ambientais e dos potenciais minerais";"32000 - Ministério de Minas e Energia";"Companhia de Pesquisa de Recursos Minerais - CPRM";"Não";;;;;;"";
2025;"6113";"1276";"0091";"3281";"Estudos geológicos, geofísicos e oceanográficos levantados na PCJB para avaliação de recursos minerais";"Projetos que visam os estudos de potencialidade de recursos minerais no ambiente marinho: cobalto (transição energética), fosforita (fertilizante agrícola) e granulados marinhos (potencial de areias para a construção civil e indústria). Base Legal: Plano Setorial para os Recursos do Mar (Decreto nº 10.544/2020).";"32000 - Ministério de Minas e Energia";"CPRM";"Sim";01/01/2023;31/12/2027;48.548.017,00;11,00;12,00;"Não";
2025;"6113";"1276";"0091";"0678";"Fomento a projetos de pesquisa científica nas regiões polares";"Fomento à pesquisa científica nas regiões polares por meio do lançamento de editais públicos para apoio a projetos de pesquisa e desenvolvimento na Antártica e no Ártico.";"24000 - Ministério da Ciência, Tecnologia e Inovação";"MCTI/SEPPE/CGOA";"Não";;;;;;"";
2025;"6113";"1276";"0091";"0704";"Apoio à pesquisa e ao desenvolvimento tecnológico em temas estratégicos como poluição marinha, conservação ambiental e serviços ecossistêmicos";"Apoio à pesquisa científica e ao desenvolvimento tecnológico por meio do lançamento de editais públicos de chamamento de propostas via CNPq para impulsionar o conhecimento científico em temas estratégicos, tais como: poluição marinha, conservação ambiental e de serviços ecossistêmicos.";"24000 - Ministério da Ciência, Tecnologia e Inovação";"MCTI/SEPPE/CGOA";"Não";;;;;;"";
2025;"6113";"1276";"0091";"0701";"Apoio a projetos de pesquisa e desenvolvimento tecnológico em todas as áreas das ciências no mar.";"Apoio a projetos de pesquisa e desenvolvimento tecnológico por meio de lançamento de editais de seleção pública via CNPq ou por Termos de Execução Descentralizada celebrados por acordos de cooperação, via MCTI , com vista ao desenvolvimento de todas as áreas da ciência no mar.";"24000 - Ministério da Ciência, Tecnologia e Inovação";"MCTI/SEPPE/CGOA";"Não";;;;;;"";
2025;"6113";"1276";"0091";"0140";"Ocupação e desenvolvimento de pesquisas científicas na Estação Científica do Arquipélago de São Pedro e São Paulo (ASPSP).";"A Estação Científica do Arquipélago de São Pedro e São Paulo proporciona abrigo e oferece condições para a realização de pesquisas nas mais diversas áreas do conhecimento. Os pesquisadores que integram as expedições utilizam a infraestrutura instalada dessa Estação para preparar e manter de forma adequada o material porventura coletado no local, visando análise posterior nos laboratórios de suas respectivas universidades.";"52000 - Ministério da Defesa";"SECRETARIA DA COMISSÃO INTERMINISTERIAL PARA OS RECURSOS DO MAR - SECIRM";"Não";;;;;;"";
2025;"6113";"1276";"0091";"3342";"Ocupação da Estação Científica da Ilha de Trindade com pesquisadores";"A Estação Científica da Ilha de Trindade proporciona abrigo e oferece condições para a realização de pesquisas nas mais diversas áreas do conhecimento. Os pesquisadores que integram as expedições utilizam a infraestrutura instalada dessa Estação para preparar e manter de forma adequada o material porventura coletado no local, visando análise posterior nos laboratórios de suas respectivas universidades.";"52000 - Ministério da Defesa";"SECRETARIA DA COMISSÃO INTERMINISTERIAL PARA OS RECURSOS DO MAR - SECIRM";"Não";;;;;;"";
2025;"6113";"1276";"0091";"0311";"Publicação de novos livros didáticos baseados na realidade nacional para distribuição gratuita entre os estudantes de graduação e pós-graduação da área de Ciências do Mar.";"Número de novos livros com conteúdo da área de Ciências do Mar baseado na realidade nacional para distribuição gratuita, tanto no formato impresso como em meio digital, entre os estudantes de graduação e pós-graduação deste campo de conhecimento.";"26000 - Ministério da Educação";"FURG";"Não";;;;;;"";
2025;"6113";"1276";"0091";"0321";"Estudantes de graduação e pós-graduação em Ciências do Mar com experiência embarcada";"Número de estudantes de graduação e pós-graduação em Ciências do Mar que concluíram atividades de qualificação técnico-científica à bordo de laboratórios de ensino flutuantes e embarcações de pesquisa.";"26000 - Ministério da Educação";"FURG";"Não";;;;;;"";
2025;"6113";"1276";"0091";"0675";"Disseminação da cultura oceânica entre crianças e adolescentes, por meio do Programa Escolas Azuis";"Uma Escola Azul tem um projeto construído dentro da sua realidade e suas características. O primeiro passo é mobilizar uma equipe de professores, gestores e/ou colaboradores que queiram trabalhar no conceito Escola Azul, descrito no item abaixo. Em seguida, como instituição escolar, fazer um planejamento simples sobre como irão abordar de forma interdisciplinar a cultura oceânica na escola por um período de 1 a 2 anos. Primeiro a escola entrega seu planejamento por meio do site ?https://escolaazul.maredeciencia.eco.br?, em seguida poderá discutir com a equipe do Programa Escola Azul ajustes necessários e, ao longo do desenvolvimento, terá momentos de trocas com a equipe do Escola Azul, parceiros e outros colaboradores.";"24000 - Ministério da Ciência, Tecnologia e Inovação";"MCTI/SEPPE/CGOA";"Não";;;;;;"";
2025;"2324";"1311";"0212";"1764";"Ampliação da alocação de recursos aos ecossistemas de inovação";"Conforme a Portaria MCTIC nº 6.762, de 17.12.2019, que institui o Programa Nacional de Apoio aos Ambientes Inovadores - PNI, ecossistemas de inovação são espaços que agregam infraestrutura e arranjos institucionais e culturais, que atraem empreendedores e recursos financeiros, constituem lugares que potencializam o desenvolvimento da sociedade do conhecimento, e compreendem, entre outros: parques científicos e tecnológicos, cidades inteligentes, distritos ou áreas de inovação, polos tecnológicos, e centros de inovação.";"24000 - Ministério da Ciência, Tecnologia e Inovação";"Secretaria de Desenvolvimento Tecnológico e Inovação (SETEC/MCTI) e Financiadora de Estudos e Projetos (FINEP)";"Não";;;;;;"Não";
2025;"2324";"1311";"0212";"2078";"Ampliação da alocação de recursos aos mecanismos de geração de empreendimentos";"Conforme a Portaria MCTIC nº 6.762, de 17.12.2019, que institui o Programa Nacional de Apoio aos Ambientes Inovadores - PNI, visando fomentar o surgimento e a consolidação de ecossistemas de inovação e de mecanismos de geração de empreendimentos inovadores no País, mecanismos de geração de empreendimentos são mecanismos promotores de empreendimentos inovadores e de apoio ao desenvolvimento de empresas nascentes de base tecnológica, que envolvem negócios inovadores, baseados em diferenciais tecnológicos, e buscam solução de problemas ou desafios sociais e ambientais, oferecem suporte para transformar ideias em empreendimentos de sucesso, e compreendem, entre outros: incubadora de empresas, aceleradora de negócios, espaço aberto e cooperativo de trabalho (coworking), e laboratório aberto de prototipagem de produtos e processos (makerspace).";"24000 - Ministério da Ciência, Tecnologia e Inovação";"Secretaria de Desenvolvimento Tecnológico e Inovação (SETEC/MCTI) e Financiadora de Estudos e Projetos (FINEP)";"Não";;;;;;"Não";
2025;"2324";"1311";"0212";"1758";"Apoio ao Empreendedorismo Inovador e ao Ecossistema de Startups";"A entrega contempla o apoio a projetos que promovem o empreendedorismo inovador no país, por meio de programas como Centelha. Essas iniciativas oferecem capacitação, suporte técnico, recursos financeiros e conexão com o mercado, visando transformar ideias em negócios inovadores e fortalecer o ecossistema nacional de startups.";"24000 - Ministério da Ciência, Tecnologia e Inovação";"Secretaria de Desenvolvimento Tecnológico e Inovação (SETEC/MCTI)";"Não";;;;;;"Não";
