"Exercício";"Programa";"Objetivo";"Objetivo Específico";"Indicador";"Denominação";"Sigla";"Índice de Referência";"Em Apuração";"Data de Apuração";"Unidade de Medida";"Descrição ";"Período ou Data a que se Refere";"Data de Divulgação/Disponibilização";"Periodicidade";"Polaridade";"Fórmula de Cálculo";"Variáveis de Cálculo";"Fonte de Dados das Variáveis de Cálculo";"Forma de Disponibilização";"Procedimento de Cálculo";"Limitações";"Notas Explicativas";
2025;"2308";"1309";"0411";10214;"Evolução anual da disponibilização de infraestrutura de P&D";"INFPD";3.756,00;Não;17/07/2023;"Evolução anual da disponibilização de infraestrutura de P&D";"Número de laboratórios ativos cadastrados na Plataforma Nacional de Infraestrutura de Pesquisa - PNIPE";"31/12";"31/12";"Evolução anual da disponibilização de infraestrutura de P&D";"Quanto maior melhor";;"Número de laboratórios ativos cadastrados na PNIPE MCTI";"PNIPE MCTI";;"Verificação do número de compartilhamentos registrados na PNIPE MCTI";;;
2025;"4103";"1306";"0228";9297;"Número de transações digitais anuais per capita";"Transações";865,00;Sim;31/12/2023;"Número de transações digitais anuais per capita";"O indicador 'Número de transações digitais anuais per capita' mensura a utilização de meios digitais de pagamento (TED, DOC, boleto, Pix e cartões) somado ao número de chamadas de Open Finance (excluídas as chamadas de iniciadores de pagamento). Esses serviços digitais são ofertados pelas instituições autorizadas pelo Banco Central do Brasil, per capita (dados fornecidos pelo IBGE em dezembro de ano de referência). Esse indicador foi escolhido, portanto, para retratar a efetiva transformação digital pela qual passam os clientes dos sistemas financeiro e de pagamentos. Ao não focar na oferta ou na criação de serviços digitais, mas olhar para o efetivo uso desses serviços, o indicador tem capacidade de mensurar como o cidadão é incluído nesse ecossistema. Quanto mais efetiva a estratégia de transformação digital, maior a utilização desses serviços. Observe adicionalmente que, ao ser apurado de forma per capita, esse indicador elimina o viés do crescimento populacional da apuração de sua variação anual.";"janeiro a dezembro de cada ano";"1° quinzena de março do ano seguinte ao de referência.";"Número de transações digitais anuais per capita";"Não se aplica";;"Pix Boletos DOC e TEC Cartões de crédito, débito e pré-pagos Chamadas de Open Finance (excluídas chamadas de iniciadores de pagamento) ";"Pix (fonte: SPI e documento 1201) TED (fonte: CIP-SITRAF e STR) Boletos (fonte: CIP-SILOC) DOC e TEC (fonte: CIP-SILOC) Cartões de crédito, débito e pré-pagos (fonte: documentos 6308 e 6334 - credenciadoras) Governança do Open Finance";"https://www.bcb.gov.br/estatisticas/spbadendos";"Somatório anual do n° das transações realizadas de cada variável dividida pela população brasileira projeta pelo IBGE em dezembro de cada ano.";;"O Open Finance, ou sistema financeiro aberto, é a possibilidade de clientes de produtos e serviços financeiros permitirem o compartilhamento de suas informações entre diferentes instituições autorizadas pelo Banco Central e a movimentação de suas contas bancárias a partir de diferentes plataformas e não apenas pelo aplicativo ou site do banco, de forma segura, ágil e conveniente. Com a permissão de cada correntista, as instituições se conectam diretamente às plataformas de outras instituições participantes e acessam exatamente os dados autorizados pelo(a)s clientes. Todo esse processo é feito em um ambiente seguro e a permissão poderá ser cancelada pela pessoa sempre que ela quiser. Atualmente, uma instituição não ?enxerga? o relacionamento que clientes possuem com outras instituições, o que prejudica a competição entre elas. ";
2025;"3105";"1297";"0114";9050;"Número de empreendimentos entregues";"NEE";46,00;Não;22/06/2023;"Número de empreendimentos entregues";"Este índice busca avaliar os resultados e impactos da política de transporte aquaviário. Para isso, aborda as seguintes dimensões do Planejamento Estratégico Institucional: Competitividade e Satisfação do Usuário.";"01/01 a 31/12 do ano aferido";"120 dias após o ano de aferição";"Número de empreendimentos entregues";"Quanto maior melhor";;"Empreendimentos navais, portuários e aquaviários entregues que receberam recursos do FMM.";"Planilhas de controle de entregas da CGNA/DNHI.";"Anualmente no monitoramento do programa transporte aquaviário ou a qualquer momento, sob demanda.";"Somatório das obras de construção de embarcações + manutenção/reparo/modernização de embarcações + construção/reparo/manutenção de estaleiros + obras portuárias + obras aquaviárias entregues e financiadas com recursos do FMM.";"Não distingue obras por tipo de intervenção e valor. ";"Obras de pequeno vulto equivalem a obras de grande vulto. Atribui-se a mesma quantidade em uma obra de manutenção de embarcação, feita em poucos dias e uma obra portuária que leva anos para ser concluída. ";
2025;"3105";"1297";"0111";8982;"Adequação do nível de saturação dos complexos portuários";"SAT";;Sim;;"Adequação do nível de saturação dos complexos portuários";"O indicador de Saturação é calculado pelo quociente entre a demanda manifesta ou estimada para o ano de referência, e a capacidade potencial ou operacional no mesmo ano. Assim, ele possui grande capacidade descritiva, pois combina num único indicador as duas principais medidas operacionais de um terminal (demanda movimentada e capacidade ofertada). É uma medida internacionalmente adotada, mas que possui mais de uma forma de aferição, e para a qual o Brasil ainda não possui uma metodologia padronizada. Neste ciclo de planejamento, será adotada a metodologia em desenvolvimento no âmbito do Plano Setorial Portuário, que busca evoluir os conceitos já anteriormente praticados em planos portuários anteriores, mas agora compatibilizando os dados de movimentação portuária reais atualmente disponibilizados pela Antaq com dados de projeção de demanda portuária futura advindos do Plano Nacional de Logística (PNL 2035). O Objetivo é que todos os complexos portuários do Brasil estejam com nível de saturação menor ou igual a 75% até o ano de 2035 ";"2035 (dados projetados por simulação)";"Até 30/06 do ano subsequente";"Adequação do nível de saturação dos complexos portuários";"Quanto menor melhor";;"Sat = Saturação do terminal Dem = Demanda (projetada ou aferida) para um dado produto ou grupo de carga Cap Op = Capacidade Operacional do terminal para movimentação daquele produto ou grupo de carga ";"Dem (Demanda): ? para o diagnóstico inicial: demandas projetadas obtidas pelas projeções do Plano Setorial Portuário ? para os acompanhamentos anuais: movimentações efetivas informadas pela Antaq a partir de dados das administrações portuárias Cap Op (Capacidade Operacional) diagnóstico e acompanhamento: modelo estimativa de capacidade operacional adotado no Plano Setorial Portuário";"O indicador pode ser calculado anualmente, sempre que a Antaq divulgar o relatório do Anuário Estatístico Portuário.";"Aplicar a fórmula de cálculo indicada acima, para os dados que venham a ser disponibilizados.";"Não existe metodologia padronizada única para a definição de Capacidade Operacional, havendo divergências metodológicas entre as capacidades divulgadas por diferentes autoridades portuárias públicas e por operadores privados. A adoção desse indicador representa um avanço na proposta de padronização deste aspecto, mas irá ensejar um esforço de padronização metodológica por parte do Ministério de Portos e Aeroportos junto ao setor portuário, que, uma vez obtido, trará um significativo avanço na governança do setor.";"O índice de referência de 75% adotado busca permitir ações preventivas quanto à saturação portuária, antes de ela se tornar um problema operacional significativo, em geral assim considerado quanto a saturação atinge valores acima de 100% (o que na maioria das vezes significa a formação de filas em alguma das etapas de operação portuária, em geral incorrendo em aumentos diretos nos custos de movimentação). Para melhor acompanhamento desse objetivo específico, as metas regionalizadas indicadas correspondem a metas de ampliação da capacidade operacional que ? conforme evidenciado na Fórmula de Cálculo - impactam na aferição da Saturação de cada complexo portuário monitorado. ";
2025;"5837";"1325";"0301";8911;"Alcance das ações de educação em direitos humanos";"IAAE - DH";;Sim;;"Alcance das ações de educação em direitos humanos";"O indicador IAAE-DH representa o alcance das ações de educação e cultura em direitos humanos, buscando ampliar o acesso da sociedade civil e de agentes públicos às ações que visam conscientizar e mobilizar para a promoção, proteção e defesa dos direitos humanos. Trata-se do somatório do número de inscrições em programas e eventos educacionais sobre direitos humanos com número de pessoas alcançadas nas campanhas e ações de conscientização e sensibilização para a promoção, proteção e defesa de direitos humanos. ";"O indicador se refere ao período anual, com data inicial em 1º de janeiro e data final em 31 de dezembro de cada ano.";"Última semana de março do ano seguinte ao período de referência";"Alcance das ações de educação em direitos humanos";"Quanto maior melhor";;"Número de pessoas alcançadas pelas ações de educação e cultura em Direitos Humanos a partir de 2024.";"A fonte de dados para o cálculo do indicador de alcance de campanhas e atividades de divulgação serão os registros da própria campanha, como registros de participantes em eventos, registros de visualizações em plataformas digitais, registros de audiência, registros de distribuição de materiais informativos, entre outros (a depender da abrangência e dos canais de comunicação utilizados). A fonte de dados para obter o total acumulado de participantes de atividades educativas será proveniente de registros ou relatório das instituições responsáveis ??pela capacitação dos profissionais.";"O indicador será disponibilizado em relatório anual publicado no site oficial do Ministério de Direitos Humanos e da Cidadania, permitindo o acesso do público às informações do indicador. ";"O indicador pode considerar a soma dos quantitativos de pessoas alcançadas pelas entregas 1515 (Número de representantes da sociedade civil organizada, de membros de colegiados de participação social e de agentes públicos capacitados para a promoção e defesa de direitos humanos) e 1517 (Número de Pessoas alcançadas nas Campanhas e ações de conscientização e sensibilização para a promoção, proteção e defesa de direitos humanos). ";"? O indicador não é capaz de mensurar diretamente o impacto das ações de educação e cultura em direitos humanos para a promoção, proteção e defesa desses direitos. Ele fornece apenas uma medida quantitativa do número de pessoas alcançadas pelas ações, mas não indica o nível de compreensão, assimilação ou mudança de comportamento das pessoas alcançadas. Cuidados no uso do Indicador: ? É necessário combinar esse indicador com outros métodos de avaliação, como pesquisas de opinião, análise de mudanças comportamentais, feedback dos participantes e outros indicadores qualitativos para obter uma compreensão mais completa dos resultados das ações. ? Ao interpretar os resultados do indicador, é fundamental considerar o contexto e as características do público-alvo. O alcance das ações pode variar dependendo dos diferentes grupos sociais, locais geográficos e canais de comunicação utilizados. ";"O indicador é uma medida importante para monitorar as ações de educação e cultura para a promoção, proteção e defesa de direitos humanos. Ele fornece uma visão quantitativa em termos de registros de participantes em eventos, registros de visualizações em plataformas digitais, registros de audiência, registros de distribuição de materiais informativos, entre outros, mas não mensura o impacto nas pessoas alcançadas pelas ações de educação e cultura em direitos humanos. Os responsáveis pelas ações poderão utilizar uma abordagem abrangente de avaliação, combinando o indicador com outras formas de coleta de dados, como pesquisas de impacto, depoimentos dos participantes, análise de mídias sociais e outras influências relevantes para uma análise mais completa dos resultados. O indicador será utilizado como uma ferramenta de acompanhamento ao longo do tempo, sendo importante avaliar o crescimento do alcance das ações e identificar possíveis lacunas na cobertura de diferentes grupos sociais e regiões geográficas. ";
2025;"5837";"1325";"0302";10978;"Número de unidades interligadas de cartório instaladas em hospitais";"REGCIVHOSP";;Sim;;"Número de unidades interligadas de cartório instaladas em hospitais";"Este indicador mede o número de unidades de unidades interligadas de registro civil de nascimento instaladas em hospitais. Essas unidades são uma das estratégias para enfrentar o sub-registro civil de crianças no Brasil. Esse indicador é importante para avaliar o progresso na implantação de novas unidades interligadas de registro civil de nascimento em estabelecimentos de saúde hospitalares, indicando o avanço na melhoria das condições de atendimento para registro civil de recém-nascidos no país. ";"O indicador refere-se ao período anual, abrangendo de 1º de janeiro a 31 de dezembro de cada ano.";"Última semana de março do ano seguinte ao período de referência";"Número de unidades interligadas de cartório instaladas em hospitais";"Quanto maior melhor";;"Número de unidades interligadas de registro civil de nascimento em hospitais ";"A fonte de dados para essas variáveis podem ser obtidas por meio de levantamentos, registros ou inventários em fontes de dados do CNJ, IBGE, Ministério da Saúde e Cartórios de Registro Civil de Pessoas Naturais";"O indicador será disponibilizado em relatório anual publicado no site oficial do Ministério de Direitos Humanos e Cidadania, permitindo o acesso do público às informações do indicador. ";"'Procedimento de Cálculo: 1. Identificar as unidades interligadas de registro civil de nascimento em hospitais que foram instituídas no período analisado. 2. Contabilizar o número de unidades para obter o total acumulado ao longo do tempo.' ";"Natureza: O indicador é quantitativo, baseado no número de unidades integradas instituídas. No entanto, ele não fornece informações específicas sobre a qualidade, impacto ou alcance dos serviços ofertados para redução do subregistro civil de nascimento no Brasil. Complementaridade de indicadores: O indicador deve ser usado em conjunto com outros indicadores relacionados ao registro civil de nascimento. Embora o número de ações realizadas possa ser um indicativo de ampliação do acesso ao registro civil de nascimentos em determinadas localidades, é fundamental complementá-lo com outros indicadores que forneçam informações qualitativas sobre o atendimento realizado e seus impactos. A realização de pesquisas, entrevistas e análises de percepção dos atendidos e o uso de outros indicadores sobre registro civil de nascimento pode complementar a compreensão dos sub-registros e subnotificações de nascimentos no país, apontando impactos para cidadania. ";;
2025;"5128";"1321";"0296";9520;"Percentual de municípios que recebem recursos do IGDM-PBF";"IGD-PBF";93,41;Não;31/12/2022;"Percentual de municípios que recebem recursos do IGDM-PBF";"O indicador será utilizado como parâmetro para identificar os potenciais municípios e razões para o não recebimento de recursos financeiros do Ministério oriundos do IGDM-PBF, assim como estabelecer mecanismo de apoio técnicos a estes entes federados com vistas a sanear seus eventuais problemas relacionados aos indicadores mínimos de que trata a normatização do Programa Bolsa Família.";"O indicador será calculado anualmente, usando como referência o mês de dezembro, a partir de dados extraídos do cálculo do IGDM-PBF.";"O indicador será divulgado até a primeira semana de abril, usando como referência o mês de dezembro do ano anterior.";"Percentual de municípios que recebem recursos do IGDM-PBF";"Quanto maior melhor";;"São considerados inaptos para o recebimento de recursos oriundos do IGDM-PBF os municípios que não alcançarem os critérios estabelecidos na portaria 769 de 29 abril de 2022. Será considerado, para efeito de cálculo, somente a referência da competência de dezembro de cada ano";"Cálculo do Índice de Gestão Descentralizada Municipal do Programa Bolsa Família, referente a competência de dezembro de cada ano, apurados pelo DEOP/SENARC.";"Dados disponibilizados no site do MDS pela SENARC e SAGICAD. ";"Os municípios aptos a receberem os recursos do IGDM-PBF serão definidos de acordo com os critérios estabelecidos na portaria 769 de 29 abril de 2022, em planilha calculada pelo DEOP/SENARC.  Deste total, será apurada a quantidade de municípios que estão aptos a receber valores de repasses referente ao mês de dezembro do ano corrente e calculado o seu percentual em relação ao total de 5.570 municípios.";"Não aplicável.";"Não aplicável.";
2025;"5129";"1249";"0231";9303;"Proporção de programas do MDS que estão no Planejamento Estratégico com documentação na Wiki-ID";;42,00;Não;30/06/2023;"Proporção de programas do MDS que estão no Planejamento Estratégico com documentação na Wiki-ID";"Razão do número de programas documentados na Wiki-ID pelo número de programas definidos no Planejamento Estratégico do MDS 2023/2026. ";"Junho/2023";"Primeira semana de julho";"Proporção de programas do MDS que estão no Planejamento Estratégico com documentação na Wiki-ID";"Quanto maior melhor";;"Nº de Fichas de Programas preenchidas na Wiki-ID e validadas pela área, e nº de programas no planejamento estratégico 2023/2026.";"DMA/SAGICAD e SPOG";"Acompanhamento interno ao MDS, com aferição anual.";"O cálculo considera os programas prioritários para Planejamento Estratégico do MDS com documentação mínima na Wiki-ID, ambos instrumentos públicos";"Não há limitação. ";"O indicador tem por finalidade acompanhar o processo de disponibilização da documentação dos programas e indicadores para promover maior transparência.";
2025;"5115";"1300";"0414";12756;"Unidades da federação (UFs) abrangidas com a ampliação de serviços das Defensorias Públicas";;0,00;Não;31/12/2023;;"Trata-se da identificação de unidades da federação contempladas com a criação de postos de Atendimentos Comunitários das Defensorias Públicas (Padef) em comunidades e territórios vulneráveis e/ou com a implantação de unidades de serviços itinerantes das defensorias públicas e outros serviços de promoção de acesso à justiça para atendimento aos grupos sociais vulnerabilizados.";"31/12";"01/01/2026";"Unidades da federação (UFs) abrangidas com a ampliação de serviços das Defensorias Públicas";"Quanto maior melhor";;;;;;;;
2025;"5115";"1300";"0242";9420;"Publicações dos Itens Previstos na Agenda Regulatória da ANPD";;0,00;Não;01/06/2023;"Publicações dos Itens Previstos na Agenda Regulatória da ANPD";"O indicador detalha o número de publicações relacionadas aos tens descritos na Agenda Regulatória da ANPD, que reúne o planejamento bianual de tratamento de temas da ANPD. A aferição será feita por meio das publicações divulgadas no sítio eletrônico da ANPD. Alguns dos temas tratados envolvem transferência internacional de dados pessoais, relatório de impacto de proteção de dados pessoais,compartilhamento de dados pelo Poder Público, hipóteses legais de tratamento de dados pessoais, anonimização e pseudonimização, entre outros. A lista completa pode ser consultada no link https://www.gov.br/anpd/pt-br/assuntos/noticias/anpd-publica-agenda-regulatoria-2023-2024. ";"31/12";"A apuração das publicações realizadas será feita semestralmente, em conjunto com o monitoramento da Agenda Regulatória da ANPD. Normalmente, a apuração é finali";"Publicações dos Itens Previstos na Agenda Regulatória da ANPD";"Quanto maior melhor";;"1- Itens previstos na agenda regulatória - temas priorizados na resolução da ANPD, 2 - itens publicados: itens disponibilizados no site da ANPD, na aba 'Documentos e Publicações'.";"Site da ANPD";"Publicações divulgadas no site da ANPD";"1 - verificar os itens priorizados da Agenda Regulatória da ANPD para aquele ano, 2 - acessar o site da ANPD,  3 - verificar nas publicações o tema do documento e o ano de publicação e compará-los com os itens descritos na Agenda Regulatória, 4 - somar as publicações realizadas que foram identificadas";;;
2025;"5115";"1300";"0338";9646;"Percentual de obras analisadas em relação ao número de processos completos inscritos";;100,00;Não;31/12/2022;"Percentual de obras analisadas em relação ao número de processos completos inscritos";"Mensurar o percentual de obras completas analisadas e publicadas no Diário Oficial da União em relação ao número de processos completos inscritos no Ministério da Justiça e Segurança Pública.";"Último dia do mês";"Até dia 05 do mês";"Percentual de obras analisadas em relação ao número de processos completos inscritos";"Quanto maior melhor";;"? de obras analisadas: Somatório das obras completas analisadas e publicadas no D.O.U  ? das obras completas inscritas: Somatório das obras completas inscritas aptas para análise x 100: fator multiplicador para se estabelecer o0 percentual ";"Extração dos dados a partir do sistema eletrônico de Informações (SEI)";"Disponibilização pelo sistema de Coleta de indicadores do MJSP";"Contabilização dos processos analisados e publicados, respeitando seus prazos legais para publicação no D.O.U Verificação dos processos inscrito pelos segmentos de cinema, video doméstico, televisão aberta, de jogos e aplicativos que serão comercializados em mídia física e RPG. Realização contábil da relação entre os processos analisado e inscritos, para determinação do percentual de análise.";"O aumento de mercado";;
2025;"5804";"1304";"0528";11434;"Quantidade de ações destinadas ao enfrentamento do racismo ambiental";;0,00;Não;;"Quantidade de ações destinadas ao enfrentamento do racismo ambiental";"A política deverá ser estruturada por meio de ações implementadas. Por esta razão a quantidade de ações realizadas é o indicador de implementação da política. ";"janeiro-dezembro";"Última semana de janeiro";"Quantidade de ações destinadas ao enfrentamento do racismo ambiental";"Quanto maior melhor";;"Ação realizada";"Ministério da Igualdade Racial";"Comunicação administrativa";"Soma da quantidade de ações realizadas";;;
2025;"5837";"1325";"0303";10982;"Número de marcos de memória mapeados e sinalizados, com perspectiva de abrangência e distribuição regional";"EAMVJC";;Sim;;"Número de marcos de memória mapeados e sinalizados, com perspectiva de abrangência e distribuição regional";"'O indicador de ''Número de marcos de memória mapeados e sinalizados'' mede o esforço e o progresso no reconhecimento de espaços físicos e institucionais que são marcos de mémoria do país, a fim de preservar e divulgar a história da escravidão, do tráfico transatlântico de pessoas africanas escravizadas, da ditadura e de outros contextos de graves violações de direitos humanos. Esse indicador busca avaliar a existência e a diversidade de locais e atividades voltados para a memória coletiva, a verdade histórica e a promoção da justiça, com perspectiva de abrangência e distribuição regional, visando à conscientização, à reflexão e ao enfrentamento dos impactos desses períodos na sociedade, bem como à prevenção de novas situações de violações. Pela sua relevância para as ações de memória, verdade e justiça, este indicador de entrega também será utilizado para avaliar o alcance do objetivo específico de ''Promover memória, verdade e justiça referentes aos períodos da escravidão, do colonialismo, do tráfico transatlântico de africanos, da ditadura militar e de outros contextos de graves violações de direitos humanos''.'";"O indicador refere-se ao período anual, abrangendo de 1º de janeiro a 31 de dezembro de cada ano.";"Última semana de março do ano seguinte ao período de referência";"Número de marcos de memória mapeados e sinalizados, com perspectiva de abrangência e distribuição regional";"Quanto maior melhor";;"Número de marcos de memória referentes aos períodos da escravidão, do colonialismo, do tráfico transatlântico de africanos, da ditadura militar e de outros contextos de graves violações de direitos humanos, mapeados e sinalizados até a data de apuração.";"Registros administrativos do Ministério dos Direitos Humanos e da Cidadania.";"O indicador será disponibilizado em relatório anual publicado no site oficial do Ministério de Direitos Humanos e Cidadania, permitindo o acesso do público às informações do indicador. ";"'1. Obtenha o número de marcos de memória referentes aos períodos da escravidão, do colonialismo, do tráfico transatlântico de africanos, da ditadura militar e de outros contextos de graves violações de direitos humanos, mapeados e sinalizados até a data de apuração. 2. O resultado obtém representação do valor do indicador ''Número de marcos de memória mapeados e sinalizados''. Essas instruções serão seguidas periodicamente, utilizando os dados atualizados coletados pelo Ministério dos Direitos Humanos e da Cidadania. Além do número total, a análise considerará a abrangência e a distribuição regional.'";"O indicador pode não captar todas os marcos de memória existentes, devido à variabilidade, às dificuldades de registro ou a limitações de recursos para realização das ações previstas para mapeamento e sinalização. O indicador não avalia a efetividade das ações de registro e divulgação para promoção da memória, verdade e justiça referentes aos períodos mencionados, sendo importante complementar a análise com outras fontes de informação e indicadores relacionados ao tema.";"O indicador 'Número de marcos de memória mapeados e sinalizados' é uma medida importante para monitorar o esforço institucional para ações de promoção da memória, verdade e justiça referentes aos períodos da escravidão, do colonialismo, do tráfico transatlântico de africanos, da ditadura militar e de outros contextos de graves violações de direitos humanos. Esse indicador permite acompanhar os espaços e ações criados para promover a memória, verdade e justiça referentes a esses períodos e deve ser monitorado periodicamente para acompanhar a evolução no mapeamento e sinalização dos marcos de memória.";
2025;"5837";"1325";"0304";10754;"Número de órgãos colegiados de direitos humanos apoiados";"CDH";;Sim;;"Número de órgãos colegiados de direitos humanos apoiados";"O indicador 'Número de órgãos colegiados de direitos humanos apoiados' é uma medida quantitativa que reflete os esforços para a criação, estruturação e funcionamento de órgãos colegiados vinculados à temática dos direitos humanos nos diferentes entes federados. O indicador é amplo, a fim de agregar diferentes formatos de órgãos colegiados, considerando as especificidades locorregionais. Esses colegiados buscam dar visibilidade e capilarizar as discussões sobre a pauta, mobilizar as pessoas e dar voz aos diferentes grupos, atuando de forma complementar às demais estratégias de promoção, prevenção e defesa de direitos humanos nos territórios. ";"O indicador refere-se ao período anual, abrangendo de 1º de janeiro a 31 de dezembro de cada ano.";"Última semana de março do ano seguinte ao período de referência";"Número de órgãos colegiados de direitos humanos apoiados";"Quanto maior melhor";;"Número de órgãos colegiados de direitos humanos apoiados";"Registros administrativos do Ministério dos Direitos Humanos e da Cidadania.";"O indicador será disponibilizado em relatório anual publicado no site oficial do Ministério de Direitos Humanos e da Cidadania, permitindo o acesso do público às informações do indicador.";"1. Obtenha os resultados de cada indicador de entrega individualmente. 2. Calcule o percentual de alcance do indicador, com relação à meta prevista. 3. Some os percentuais de alcance e divida por 3, para calcular a média. 4. Registre o valor como o 'Percentual de alcance das estratégias de fortalecimento e capilarização das políticas públicas de direitos humanos'.";"? O indicador ''Percentual de alcance das estratégias de fortalecimento e capilarização das políticas públicas de direitos humanos'' não necessariamente reflete a qualidade ou eficácia das atividades. Além disso, outras ações podem estar sendo realizadas, ampliando o alcance de estratégias no sentido de promover, proteger e defender direitos humanos, por meio do fortalecimento das políticas públicas. ? As limitações descritas em cada indicador utilizado no cálculo também trazem limitações para este indicador composto. ? Caso algum indicador de entrega seja revisto ao longo do processo, o indicador composto também precisará sofrer alterações.";"O indicador busca identificar o alcance das estratégias de fortalecimento e capilarização das políticas públicas de direitos humanos. É importante analisar o indicador em conjunto com outras informações e indicadores de resultado para avaliar a qualidade e efetividade dessas estratégias, com vistas a consolidar e capilarizar políticas públicas de direitos humanos, por meio da descentralização da atuação do Ministério dos Direitos Humanos e da Cidadania, do fomento à participação social e em articulação com estados e municípios. ";
2025;"5837";"1325";"0306";10989;"Número de estados atendidos pelo Programa Nacional de Proteção aos Defensores de Direitos Humanos";"UF-PPDDHI";27,00;Não;31/12/2024;"Número de estados atendidos pelo Programa Nacional de Proteção aos Defensores de Direitos Humanos";"O indicador 'Número de estados atendidos pelo Programa Nacional de Proteção aos Defensores de Direitos Humanos' é uma medida importante para monitorar o objetivo específico 'Ampliar e qualificar a proteção de pessoas, grupos, povos e comunidades, defensores de direitos humanos, ambientalistas, comunicadores, ameaçados ou que sofreram violências devido a sua luta na defesa dos direitos humanos (PPDDH)'. Esse indicador permite aferri a quantidade de unidades da federação atendidas pelo Programa Nacional de Proteção aos Defensores de Direitos Humanos.O indicador está alinhado com a Política Nacional de Proteção aos Defensores dos Direitos Humanos.";"O indicador se refere ao período anual, com data inicial em 1º de janeiro e data final em 31 de dezembro de cada ano.";"Última semana de março do ano seguinte ao período de referência";"Número de estados atendidos pelo Programa Nacional de Proteção aos Defensores de Direitos Humanos";"Quanto maior melhor";;"'? Número de unidades da federação com adesão ao Plano Nacional de Proteção aos Defensores de Direitos Humanos = Soma dos estados + Distrito Federal que já aderiram ao Plano até o momento da apuração. ";"Registros administrativos do MDHC sobre a adesão das unidades da federação ao PNPDDH.";"O indicador será disponibilizado em relatório anual publicado no site oficial do Ministério de Direitos Humanos e Cidadania.";"'1. Obtenha o número deunidades da federação que aderiram ao Plano Nacional de Proteção aos Defensores de Direitos Humanos até a data de apuração. 2. O resultado obtém representação do valor do indicador ''Percentual de estados com adesão ao Plano Nacional de Proteção aos Defensores de Direitos Humanos''.' ";"'O indicador pode não ser suficiente para avaliar a efetividade das ações de proteção de pessoas, grupos, povos e comunidades, defensores de direitos humanos, ambientalistas, comunicadores, ameaçados ou que sofreram violências devido a sua luta na defesa dos direitos humanos, uma vez que é necessário complementar a análise com outras fontes de informação e indicadores relacionados ao tema. Pode haver diferenças na atuação entre os estados e é preciso considerar as particularidades de cada local.'";"O indicador 'Número de estados com adesão ao Plano Nacional de Proteção aos Defensores de Direitos Humanos' é uma medida importante para monitorar a efetividade das ações de proteção de pessoas, grupos, povos e comunidades, defensores de direitos humanos, ambientalistas, comunicadores, ameaçados ou que sofreram violências devido a sua luta na defesa dos direitos humanos. Esse indicador permite avaliar a proporção de unidades da federação que aderiram ao Plano Nacional de Proteção aos Defensores de Direitos Humanos.";
2025;"1158";"1318";"0274";9507;"Percentual da Zona Costeira e Marinha, com importância para mitigação e adaptação, protegida";"COSTA";26,48;Não;31/12/2022;"Percentual da Zona Costeira e Marinha, com importância para mitigação e adaptação, protegida";"O percentual de áreas costeiras e marinhas protegidas demonstra o aumento da capacidade de regulação do clima realizada pelo oceano, bem como a resiliência da zona costeira frente aos efeitos da mudança do clima";"2022";"Contínuo ";"Percentual da Zona Costeira e Marinha, com importância para mitigação e adaptação, protegida";"Quanto maior melhor";;"Áreas Protegidas e Área da Zona Econômica Exclusiva Brasileira";"Cadastro Nacional de Unidades de Conservação (CNUC)";"No Cadastro Nacional de Unidades de Conservação (CNUC)";"Somatório de Áreas Protegidas afetas a área Marinha / área marinha do Brasil";"Algumas unidades de Conservação abrangem tanto áreas terrestres como áreas marinhas, portanto, na contabilização, são consideradas apenas as áreas afetas as marinhas. ";;
2025;"5804";"1304";"0188";9412;"Nível de ocupação das pessoas negras no mercado de trabalho formal";;54,80;Não;31/03/2022;"Nível de ocupação das pessoas negras no mercado de trabalho formal";"Apresenta o nível de ocupação das pessoas negras no mercado de trabalho formal, por meio das informações constantes na PNAD/IBGE";"janeiro-dezembro";"última semana de janeiro";"Nível de ocupação das pessoas negras no mercado de trabalho formal";"Quanto maior melhor";;"Total de pessoas negras (pretas e pardas) de 14 anos ou mais de idade ocupadas no Brasil e total de pessoas negras (pretas e pardas) de 14 anos ou mais de idade ocupadas, em situação de informalidade, no Brasil";"Tabela 6402 do SIDRA/IBGE";"Comunicação Administrativa";"Subtrair o total de pessoas negras (pretas e pardas) de 14 anos ou mais de idade ocupadas pelo total de pessoas negras (pretas e pardas) de 14 anos ou mais de idade ocupadas, em situação de informalidade. Dividir o resultado pelo total de pessoas negras (pretas e pardas) de 14 anos ou mais de idade ocupadas.";;;
2025;"5804";"1304";"0532";11466;"Número de municípios com a Política Nacional de Saúde Integral da População Negra implantada e implementada";;;Sim;;"Número de municípios com a Política Nacional de Saúde Integral da População Negra implantada e implementada";"Em atenção à redução da letalidade e vulnerabilidade da população negra, buscar-se-á promover a implantação da Política Nacional de Saúde Integral da População Negra nos 163 municípios que concentram 50% das mortes por agressão intencional no Brasil, de acordo com o DataSus/SIM (2021) ao final do período de 2024 a 2027";"janeiro-dezembro";"Última semana de janeiro";"Número de municípios com a Política Nacional de Saúde Integral da População Negra implantada e implementada";"Quanto maior melhor";;"Município atendido";"Ministério da Igualdade Racial";"Comunicação Administrativa";"Soma dos municípios atendidos";;;
