Exercício;"Código Agenda";"Programa";"Medida Institucional Normativa";"Enunciado";"Descrição";"Órgão Responsável";"Unidade Responsável";"Resultados Esperados";"Prioritária";"PAC";
2024;50;"1149";"04DE";"Promover e apoiar o diálogo do Poder Executivo federal com o Congresso Nacional e partidos políticos visando a consolidação da coalizão política do Governo.";"Promover e apoiar o diálogo do Poder Executivo federal com o Congresso Nacional e partidos políticos visando a consolidação da coalizão política do Governo.";"20000";"Secretaria de Relações Institucionais da Presidência da República - SRI/PR";"Coordenação da integração das ações dos diversos órgãos do governo federal no relacionamento com os poderes legislativos (Câmara dos Deputados, Senado Federal e Congresso Nacional) e partidos políticos. Promover um maior alinhamento entre o Parlamento e o Poder Executivo, visando a consolidação da coalizão política do Governo.";"";"";
2024;50;"1149";"0944";"Publicação e implementação do Programa Nacional de Redução de Agrotóxicos - PRONARA. ";"Revisão legislativa, publicação e implementação do PRONARA.";"20000";"Comissão Nacional de Agroecologia Produção Orgânica ";"Redução do uso de agrotóxicos";"Não";"";
2024;50;"1149";"0918";"Retomada do Acordo de Cooperação Técnica do Programa Ecoforte, assegurando a participação e o controle social.  ";"Realizar ACT do Ecoforte com participação social no processo.";"20000";"Comissão Nacional de Agricultura e Produção Orgânica ";"ACT celebrado e editais lançados com participação social";"Não";"";
2024;50;"1149";"06F0";"Revisar o Decreto nº 8.726, de 27 de abril de 2016. ";"Revisão do decreto nº 8.726, de 27 de abril de 2016, que regulamenta a Lei nº 13.019, de 31 de julho de 2014 (MROSC), e dispõe sobre regras e procedimentos do regime jurídico das parcerias celebradas entre a administração pública federal e as organizações da sociedade civil.";"20000";"Secretaria Nacional de Diálogos Sociais e Articulação de Políticas Públicas ";"Novo regime jurídico para a realização de parcerias entre o poder público e as Organizações da Sociedade Civil (OSC), com desburocratização e a criação de novas formas de gestão, monitoramento e prestação de contas para a realização de parcerias.";"";"";
2024;50;"5661";"0954";"Ato normativo para ampliação da representação de mulheres nos espaços do poder legislativo.";"Reserva de cadeiras visando a paridade de gênero para representação na Câmara dos Deputados, Senado Federal, Assembleias Legislativas, Câmara Legislativa do Distrito Federal e Câmaras de Vereadores.";"65000";"Secretaria Nacional de Articulação Institucional, Ações Temáticas e Participação Política - SENATP";"Promover maior representação de mulheres nos espaços do poder legislativo.";"Sim";"";
2024;51;"2315";"04F1";"Julgamento de Processos no CARF e Aperfeiçoamento do Contencioso Administrativo Fiscal";"Tramita no Congresso Nacional o PL 2384/2023, que restaura, em caso de empate, o voto de qualidade para os presidentes de câmara ou de turma do CARF, que são representantes da Fazenda Nacional. Ademais, estende o tratamento de 'contencioso de pequeno valor' ao 'contencioso administrativo fiscal de baixa complexidade' ? definido como de controvérsia inferior a mil salários-mínimos ?, de modo a ser julgado, em última instância, nas Delegacias de Julgamento (DRJ) da Receita Federal do Brasil.";"25000";"CARF - Conselho Administrativo de Recursos Fiscais";"Essas medidas trarão racionalidade e equilíbrio ao julgamento, além de sustentabilidade ao fluxo de trabalho do CARF, conferindo celeridade ao contencioso administrativo e ao próprio processo de arrecadação dele decorrente, contribuindo também para maior segurança jurídica ao contribuinte, possibilitando-se, ainda, a adoção de métodos alternativos de solução de litígio, inclusive a transação.";"Não";"";
2024;51;"2315";"0521";"Reforma Tributária";"Articulação política e técnica e na elaboração de subsídios técnicos e minutas com vista à alteração da legislação tributária referente ao consumo, à renda, à folha de pagamento e ao patrimônio. Discussões técnicas, em articulação com outras áreas do ministério, outros ministérios, setores e o parlamento, e elaboração de peças legislativas a fim de promover alterações significativas no modelo de tributação sobre o consumo, a renda, a folha de pagamento e o patrimônio.";"25000";"Secretaria Extraordinária da Reforma Tributária - SERT";"Reforma da tributação do consumo, da renda, do patrimônio e da folha de pagamento, com vistas a um modelo de tributação mais eficiente e mais justo.";"Sim";"";
2024;52;"5129";"0665";"Elaboração de novo formulário e sistema de Cadastro Único, Estabelecer equipe de referência e diretrizes de atendimento do Cadastro Único, Revisão da Portaria nº 2.227/2018, que dispõe sobre os princípios para as ações de avaliação realizadas no âmbito do Ministério do Desenvolvimento Social, Revisão da Portaria 2.527/2018, que dispõe sobre a Política de Monitoramento no âmbito do Ministério do Desenvolvimento Social, e Publicação da Política de Gestão da Informação.";"Para que o Cadastro Único possa possibilitar o acesso das famílias de baixa renda às diferentes políticas sociais, é preciso que o Formulário e o Sistema do Cadastro Único estejam atualizados. Para executar atividades relacionadas à identificação, cadastramento e atualização das famílias de baixa renda, é importante estabelecer diretrizes para o atendimento e estabelecer equipes de referência. E atualizar as Políticas de Avaliação e Monitoramento e instituir a Política da Gestão da Informação.";"55000";"Secretaria de Avaliação, Gestão da Informação e Cadastro Único";"Novo formulário do Cadastro Único publicado, Novo Sistema do Cadastro Único disponibilizado, Equipe de referência e diretrizes de atendimento do Cadastro Único estabelecidos em normativa, Política de Monitoramento e Política de Avaliação revisadas, e Política da Gestão da Informação instituída.";"Sim";"";
2024;55;"2320";"09AE";"Estabelecimento de metas e formas de aferição de gases do efeito estufa associada aos projetos financiados pelo Minha Casa Minha Vida";"A Medida é um dos meios para o Incentivo à descarbonização e uso de materiais sustentáveis no setor de construção civil, Medida Institucional do PAC.";"56000";"Secretaria Nacional de Habitação do Ministério das Cidades";;"Não";"Sim";
2024;55;"5602";"06C1";"Capacitação e desenvolvimento institucional de agentes públicos, privados e comunitários";"A capacitação e desenvolvimento institucional de agentes públicos, privados e comunitários consiste em um processo de fortalecimento das habilidades, conhecimentos e competências dos diversos atores envolvidos no contexto de políticas públicas nas periferias urbanas.";"56000";"Secretaria Nacional de Periferias do Ministério das Cidades";"Fortalecimento das capacidades e competências dos agentes públicos, privados e comunitários por meio da capacitação e desenvolvimento institucional, resultando em uma atuação mais efetiva, responsável e colaborativa em seus respectivos setores de atuação.";"Não";"";
2024;55;"5602";"06C2";"Desenvolvimento de arcabouço conceitual, normativo e metodológico para intervenções integradas e participativas em periferias urbanas";"O arcabouço conceitual, normativo e metodológico busca fornecer uma compreensão aprofundada das particularidades e desafios das periferias urbanas, considerando aspectos sociais, econômicos, culturais e ambientais. Ele visa estabelecer uma visão abrangente desses territórios, reconhecendo a complexidade das interações entre diferentes setores e atores envolvidos.";"56000";"Secretaria Nacional de Periferias do Ministério das Cidades";"Estabelecer um arcabouço conceitual sólido e abrangente para intervenções integradas e participativas em periferias urbanas, que sirva como referência teórica e prática para orientar o desenvolvimento de políticas e ações efetivas nessas áreas.";"Sim";"";
2024;56;"2319";"0987";"Aperfeiçoamento marco regulatório do setor de mobilidade urbana";"Revisão do marco normativo, incluindo: (a) prorrogação do prazo e assistência técnica aos municípios para elaborarem seus planos de mobilidade e (b) elaboração de marco legal transporte como serviço público essencial, nos termos da EC 90/2015. O projeto de lei do Marco Legal do Transporte Público Coletivo reestrutura modelo de prestação de serviços de Transporte Público Coletivo e traz princípios, diretrizes, objetivos e definições sobre o tema, além da organização e financiamento dos serviços e aspectos sobre operação. Trata da diversificação de modelos de contratação de serviços, de instrumentos de financiamento e de subsídio, além da integração de modais, que devem ser acessíveis física e economicamente, e da adoção de padrões de qualidade para a prestação dos serviços";"56000";"Ministério das Cidades";"Modernização e regularização dos contratos referentes aos sistemas de transporte público coletivo urbano para melhoria da prestação de serviços. Colaboração para o aprimoramento da Política Nacional de Mobilidade Urbana, instituída pela Lei nº 12.587/2012, e organização de uma rede de transporte público coletivo formada por modos e serviços de transporte complementares.";"Sim";"Sim";
2024;56;"2319";"05B5";"Implantação e aprimoramento do Sistema Nacional de Informações em Mobilidade Urbana (SIMU)";"O SIMU constitui um portal de visualização de dados na área de mobilidade urbana que permite tabulações on-line de dados, geração de planilhas, gráficos e mapas com rapidez e objetividade, a partir de várias fontes de dados (MCID, IBGE, ANP, Datasus, etc). Atende à Lei nº 12.587/2012 que atribuiu à União a responsabilidade por organizar e disponibilizar informações sobre o Sistema Nacional de Mobilidade Urbana (SNMU) e a qualidade e produtividade dos serviços de transporte público coletivo. Prevê articulação junto ao IBGE para o aprimoramento das informações de mobilidade urbana no âmbito da PNAD Contínua, o estabelecimento de parcerias para obtenção de indicadores estratégicos para a mobilidade urbana e coleta de dados primários pelo MCID.";"56000";"Secretaria Nacional de Mobilidade Urbana do Ministério das Cidades.";"Aprimoramento do planejamento setorial, a partir da atualização contínua das bases de dados e indicadores de mobilidade urbana, inclusive com articulação junto ao IBGE e outras instituições parceiras para retomada da PNAD Contínua e demais indicadores estratégicos para a mobilidade urbana. Visa contribuir para a produção dos principais insumos para a elaboração do Plano Nacional de Mobilidade Urbana, assim como promover a apropriação pela comunidade científica desse conhecimento e instrumentalizar a transparência ativa de informações do Governo Federal sobre mobilidade urbana, prestando contas à sociedade sobre sua atuação.";"Não";"";
2024;56;"2319";"05B6";"Proposição de Estratégia de Fomento ao acesso de pessoas ao transporte público coletivo";"Proposta de estratégia de fomento ao acesso de pessoas aos sistemas de transporte público coletivo urbano dos modos rodoviário, ferroviário e hidroviário, relativos a: benefícios tarifários aos usuários (ampliação do acesso), subsídios tarifários (operação eficiente), serviços tecnológicos (arrecadação e monitoramento operacional) e equipamentos (transição e eficiência energética) dos sistemas, incluindo os respectivos veículos.";"56000";"Secretaria Nacional de Mobilidade Urbana do Ministério das Cidades.";"Elaboração de estratégia de auxílio à operação dos sistemas de transporte público coletivo, visando beneficiar os municípios com assistência financeira para ampliar o acesso de pessoas aos sistemas. Visa apoiar os órgãos gestores locais na prestação do serviço de transporte público coletivo para ampliação do acesso dos usuários e modernização tecnológica da operação, em conformidade com a Política Nacional de Mobilidade Urbana (PNMU) instituída pela Lei nº 12.587/2012.";"Sim";"";
2024;56;"2319";"05B7";"Proposição de Programa de Desenvolvimento Institucional para os municípios";"Elaboração de proposta normativa de Programa de Desenvolvimento Institucional, mediante procedimento específico de seleção de propostas contemplando essa modalidade, visando prover assistência financeira aos entes federados para melhoria das suas estruturas de planejamento, gestão e informação, em consonância com as atribuições dispostas na Política Nacional de Mobilidade Urbana, instituída pela Lei nº 12.587/2012.";"56000";"Secretaria Nacional de Mobilidade Urbana do Ministério das Cidades.";"Elaboração de proposta normativa para a modalidade Desenvolvimento Institucional, visando à prestação de assistência financeira aos municípios para melhoria das suas estruturas de planejamento, gestão e informação. Disponibilizar no setor público a oferta de ações integradas que visem à melhoria da gestão dos serviços de transporte público e de mobilidade urbana, e da qualidade da prestação dos serviços, contribuindo para a eficiência, eficácia e efetividade ? a ser contemplado pelo Programa de Infraestrutura de Transporte e da Mobilidade Urbana - Pró-Transporte (Instrução Normativa nº 12, de 14 de abril de 2023).";"Não";"";
2024;56;"2319";"05B4";"Publicação do Plano Nacional de Mobilidade Urbana (PlanMob)";"Relaciona-se à implementação da Política Nacional de Mobilidade Urbana - Lei nº 12.587/2012. Orienta ações e investimentos para melhorar a mobilidade, acessibilidade e integração entre diferentes modos de transporte, com a priorização do transporte não motorizado e do transporte público coletivo. O PlanMob pretende diagnosticar a mobilidade no país e estabelecer estratégias para a coordenação de ações entre os agentes responsáveis pelo Sistema Nacional de Mobilidade Urbana (SNMU). A Medida Normativa contribui com componente de mobilidade urbana contido na Medida Institucional do Novo PAC entitulada 'Retomada do planejamento nos setores de infraestrutura', especialmente no que diz respeito à 'retomada de políticas nacionais orientadoras e reformulação de planos setoriais para setores críticos de infraestrutura, notadamente: (c) transportes e mobilidade urbana, contemplando todos os modais e o transporte de passageiros'.";"56000";"Secretaria Nacional de Mobilidade Urbana do Ministério das Cidades.";"Fortalecimento do planejamento institucional do setor de mobilidade urbana e priorização de investimentos em transporte não motorizado e transporte público coletivo. Visa estruturar as ações dos entes federados e orientar intervenções de natureza pública e privada no setor impactando na racionalização dos recursos e investimentos, melhoria das condições de mobilidade, articulação e integração dos atores em torno de um objetivo comum e na indução de vetores de desenvolvimento.";"Não";"";
2024;56;"3108";"04A1";"Aperfeiçoar o Registro Nacional de Sinistros de Trânsito";"Aperfeiçoamento do Registro na busca de aumentar a confiabilidade dos dados, corrigir problemas de subnotificação, atuando na padronização do preenchimento de boletins de ocorrência.";"39000";"Senatran/MT";"Dados confiáveis para utilização nas políticas de trânsito.";"Não";"";
2024;56;"3108";"04E9";"Aprimorar a segurança dos usuários vulneráveis no trânsito (pedestres, ciclistas e motociclistas)";"Adoção de medidas que assegurem os usuários vulneráveis no trânsito.";"39000";"Senatran/MT";"Redução de ocorrências de acidentes para estes usuários.";"Não";"";
2024;56;"3108";"08B5";"Contratações para eliminação de pontos críticos";"Contratações para eliminação de pontos críticos para solucionar problemas específicos em trechos considerados perigosos ou de alto risco para a segurança viária. Esses pontos críticos podem incluir curvas perigosas, áreas propensas a deslizamentos de terra, entre outros.";"39000";"DNIT";"Redução dos riscos de acidentes, minimizar a severidade das colisões e proporcionar uma infraestrutura viária mais segura para os usuários. Essas medidas visam proteger a vida e a integridade física dos condutores, passageiros e pedestres, melhorar a fluidez do tráfego e promover a segurança viária como um todo.";"Sim";"";
2024;56;"3108";"095B";"Criação de centro nacional de estudos e monitoramento de trânsito";"Criação de centro nacional de estudos e monitoramento de trânsito para análise de dados estatísticos acerca da situação do trânsito brasileiro";"39000";"SENATRAN";"Estudos e dados estatísticos que sirvam como insumos para tomadas de decisão";"Não";"";
2024;56;"3108";"08B7";"Fiscalização de segurança no transporte rodoviário interestadual e internacional de passageiros";"Ações de fiscalização de transporte rodoviário de passageiros para reduzir o número e a severidade dos sinistros de trânsito. O transporte coletivo de passageiros é preocupação prioritária pelo número de pessoas que são transportadas ao mesmo tempo. Apesar de ônibus serem em geral mais seguros, quaisquer sinistros com este tipo de veículo têm o potencial de se transformar em tragédias com diversos óbitos. Daí se conclui a necessidade do monitoramento das condições de segurança nesse transporte. Tal monitoramento envolve acompanhamento das informações da viagem em tempo real, inclusive com informações de GPS, conferência dos certificados que garantem a inspeção veicular e até das condições de segurança dos equipamentos, como estado dos pneus e cintos de segurança.";"39000";"ANTT";"Diminuição do número de sinistros e da letalidade em veículos de transporte rodoviário coletivo de passageiros.";"Não";"";
2024;56;"3108";"08B6";"Fiscalização de transporte rodoviário de cargas";"Ações de fiscalização de transporte rodoviário de cargas causam impacto direto na redução dos sinistros de trânsito. No caso do transporte de cargas, ressalta-se a importância da pesagem de veículos na diminuição da energia cinética dos veículos, reduzindo a fadiga das peças, principalmente os componentes de frenagem. Além disso, a ANTT também atua na regulação e fiscalização do transporte rodoviário de produtos perigosos. Trata-se de preocupação prioritária devido à letalidade de sinistros envolvendo transporte de produtos perigosos.";"39000";"ANTT";"Redução do número de sinistros e da letalidade em veículos de transporte rodoviário de carga.";"Não";"";
2024;56;"3108";"04A5";"Implantação de Centro de Testes e Ensaio de segurança viária";"Estrutura laboratorial para a realização dos ensaios de homologação, de avaliação da conformidade da produção e de investigação de acidentes de consumo.";"39000";"Senatran/MT";"Redução de acidentes.";"Não";"";
2024;56;"3108";"04A8";"Implantação do observatório de segurança viária da ANTT ";"Institucionalização no regimento interno da ANTT do Observatório de Segurança Viária com o objetivo de ser o arranjo responsável pelo agrupamento, tratamento, estudos e disponibilização de dados e informações acerca da segurança viária no âmbito dos serviços regulados pela ANTT, englobando Infraestrutura Rodoviária e Ferroviária, Serviços de Fiscalização, Serviços de Transporte Rodoviário Interestadual e Internacional de Passageiros e o Transporte Rodoviário de Cargas.";"39000";"ANTT";"Maior objetividade na obtenção dos dados advindas das diferentes fontes internas e externas à ANTT, melhor desenvolvimento de técnicas de tratamento e suavização de dados, melhor concentração de capital humano e outros recursos com o objetivo de elaboração e divulgação de boletins, notas técnicas, enfim, dados e informações para diversos interessados tais como usuários(Sociedade), academia, setor regulado, imprensa e interessados em geral.";"Não";"";
2024;56;"3108";"04E8";"Implementação das ações do PNATRANS";"Implementar as ações do PNATRANS em sua totalidade de acordo com o estabelecido em Lei e Resolução do CONTRAN.";"39000";"Senatran/MT";"Salvar vidas no trânsito.";"Sim";"";
2024;56;"3108";"04E7";"Regulamentação de definições sobre conflito ferroviário ";"Documentação que regulamenta o conceito de conflito ferroviário urbano, definindo e explicando, também, as diversas complexidades de soluções que podem ser implementadas.";"39000";"Ministério dos Transportes e DNIT";"Definição de conceitos de conflitos ferroviários e de soluções (contorno, variante, transposição, solução integrada, passarelas, etc).";"Não";"";
2024;56;"3108";"04A7";"Regulamentação de definições sobre pontos críticos ";"Documentação que regulamenta o conceito de ponto crítico, definindo e explicando, também, as diversas complexidades de soluções que podem ser implementadas.";"39000";"DNIT";"Definição de conceitos de conflitos ferroviários e de soluções.";"Não";"";
2024;57;"5601";"0700";"Articulação para implementação de iniciativas relacionadas a Cidades Inteligentes";"A partir das premissas e estratégias estabelecidas na Carta Brasileira para Cidades Inteligentes, elaborada no âmbito do Projeto de Apoio à Agenda de Desenvolvimento Urbano Sustentável (ANDUS ? MCID/GIZ), visa articular esforços com outros órgãos do Governo Federal para implementação de iniciativas relacionadas a Cidades Inteligentes, promovendo o uso de tecnologias de informação e outras inovações, principalmente por Municípios e o Distrito Federal";"56000";"Ministério das Cidades, Secretaria Nacional de Desenvolvimento Urbano e Metropolitano";"Estabelecimento de acordos de cooperação técnica com órgãos da Administração Pública Federal afetos à temática de Cidades Inteligentes.";"Não";"";
2024;57;"5601";"070E";"Edição de ato normativo para institucionalização da Política Nacional de Desenvolvimento Urbano (PNDU)";"- Pacto federativo para as políticas públicas de desenvolvimento urbano, com atribuições de competências entre entes federativos com relação a planejamento, gestão e execução nos setores de ordenamento territorial, habitação, saneamento e mobilidade nos níveis nacional, regional, estadual, metropolitano e municipal, - Aperfeiçoamento e a inovação de instrumentos de planejamento e gestão em desenvolvimento urbano";"56000";"Ministério das Cidades, Secretaria Nacional de Desenvolvimento Urbano e Metropolitano";"Inicialmente será proposto um Ato Normativo (Decreto ou Projeto de Lei) que, entre outras medidas, indicará conteúdos e articulação necessária para efetividade de sua implementação.";"Sim";"";
2024;57;"5601";"06F8";"Formulação de metodologias para monitoramento de indicadores, metas e entregas da Secretaria Nacional de Desenvolvimento Urbano e Metropolitano.";"O processo de elaboração do Programa Cidades Melhores para o PPA 2024-2027 permitiu vislumbrar a necessidade de formulação de metodologias que permitam o monitoramento do alcance dos objetivos específicos do Programa. Desse modo, o objetivo é, por meio de parcerias com instituições de pesquisa, formular tais metodologias, permitindo e aperfeiçoando o monitoramento dos indicadores, metas e entregas dos objetivos específicos do Programa Cidades Melhores.";"56000";"Ministério das Cidades, Secretaria Nacional de Desenvolvimento Urbano e Metropolitano";"Parcerias com entidades de estudos e pesquisas, tais como IPEA e IBGE, para formulação das metodologias e levantamento de dados e informações para monitoramento. Metodologia de monitoramento de áreas urbanas degradadas e subutilizadas nos Municípios e Distrito Federal. Metodologias orientativas relacionadas à adaptação das cidades à transição climática e à transformação digital. Metodologia de monitoramento de impacto de iniciativas de capacitação e assistência técnica.";"Não";"";
2024;57;"5601";"071C";"Retomada do Programa Nacional de Capacitação das Cidades (Capacidades)";"O Programa Nacional de Capacitação das Cidades (Capacidades) visa à capacitação de gestores e técnicos dos poderes públicos e demais pessoas da sociedade envolvidas ou interessadas pelas políticas públicas de desenvolvimento urbano. Programa desenvolvido e implementado pelo Ministério das Cidades de 2004 a 2018, voltará a ser implementado partindo da premissa de aprofundamento da relação entre capacitação e assistência técnica nos temas de desenvolvimento urbano.";"56000";"Ministério das Cidades, Secretaria Nacional de Desenvolvimento Urbano e Metropolitano";"Gestores e técnicos dos poderes públicos capacitados, de modo que os projetos apresentados aos programas deste Ministério das Cidades caracterizem-se de forma assertiva quanto à sua qualificação no sentido de evitar desperdícios de recursos públicos, bem como atrasos para o início das obras ou serviços. A retomada do Programa se dará por meio da publicação de portaria, desenvolvimento e lançamento do Portal Capacidades, promovendo a reformulação de capacitações (cursos e demais eventos), ferramentas e plataformas de capacitação, fortalecimento do Desenvolvimento Urbano Sustentável por meio de parcerias e disseminação de conteúdos, como os constantes no Guia de Elaboração e Revisão de Planos Diretores.";"Não";"";
2024;57;"5601";"08E8";"Retomada e pleno funcionamento do Conselho Nacional das Cidades (ConCidades)";"Promover o fortalecimento do Conselho Nacional das Cidades, garantindo os meios necessários para seu funcionamento adequado, bem como a realização das Conferências Nacionais das Cidades. A criação do Conselho das Cidades (ConCidades), no ano de 2004, representa a materialização de um importante instrumento de gestão democrática da Política Nacional de Desenvolvimento Urbano - PNDU, em processo de construção. Ele é um órgão colegiado integrante da estrutura do Ministério das Cidades e tem por finalidade estudar e propor diretrizes para a formulação e implementação da PNDU, emitir orientações e recomendações sobre a aplicação do Estatuto da Cidade e dos demais atos normativos relacionados ao desenvolvimento urbano, entre outras competências. Ele viabiliza o debate em torno da política urbana de forma continuada, respeitando a autonomia e as especificidades dos segmentos que o compõem, tais como: setor produtivo, organizações sociais, OnG?s, entidades profissionais, acadêmicas e de pesquisa, entidades sindicais, e órgãos governamentais. O ConCidades é, portanto, uma verdadeira instância de negociação em que os atores sociais participam do processo de tomada de decisão sobre as políticas executadas pelo Ministério das Cidades, nas áreas de habitação, saneamento ambiental, transporte e mobilidade urbana e planejamento territorial.";"56000";"Secretaria Executiva/MCidades";"1. Retomada das reuniões do Conselho das Cidades (ConCidades) 2. Realização de 2 (duas) Conferências Nacionais das Cidades no período deste PPA 2024/2027.";"Sim";"";
2024;57;"5602";"06C1";"Capacitação e desenvolvimento institucional de agentes públicos, privados e comunitários";"A capacitação e desenvolvimento institucional de agentes públicos, privados e comunitários consiste em um processo de fortalecimento das habilidades, conhecimentos e competências dos diversos atores envolvidos no contexto de políticas públicas nas periferias urbanas.";"56000";"Secretaria Nacional de Periferias do Ministério das Cidades";"Fortalecimento das capacidades e competências dos agentes públicos, privados e comunitários por meio da capacitação e desenvolvimento institucional, resultando em uma atuação mais efetiva, responsável e colaborativa em seus respectivos setores de atuação.";"Não";"";
2024;57;"5602";"06C2";"Desenvolvimento de arcabouço conceitual, normativo e metodológico para intervenções integradas e participativas em periferias urbanas";"O arcabouço conceitual, normativo e metodológico busca fornecer uma compreensão aprofundada das particularidades e desafios das periferias urbanas, considerando aspectos sociais, econômicos, culturais e ambientais. Ele visa estabelecer uma visão abrangente desses territórios, reconhecendo a complexidade das interações entre diferentes setores e atores envolvidos.";"56000";"Secretaria Nacional de Periferias do Ministério das Cidades";"Estabelecer um arcabouço conceitual sólido e abrangente para intervenções integradas e participativas em periferias urbanas, que sirva como referência teórica e prática para orientar o desenvolvimento de políticas e ações efetivas nessas áreas.";"Sim";"";
2024;58;"5125";"09C0";"Alteração da Lei Aldir Blanc para destinar recursos para os Centros de Arte e Cultura Unificados - CEUs das Artes e outras ações.";"Proposta de alteração da redação da Lei Aldir Blanc, Lei 14.399/2022, para que a referida lei autorize a destinação de parte dos recursos a programações específicas da Política Pública de Cultura segundo orientação do Governo Federal.";"42000";"Subsecretaria de Equipamentos e Espaços Culturais - SEEC";"Viabilizar investimentos voltados para custeio de iniciativas do Novo PAC na área de cultura, em particular em projetos de construção, reforma e ampliação de Centros de Arte e Cultura Unificados - CEUs das Artes.";"Sim";"Sim";
2024;58;"5125";"08DF";"Criação de políticas públicas no setor de games.";"Priorização da área de games, com participação de profissionais do setor, com a criação de políticas públicas federais que: 1. Fomentem diversas áreas associadas aos games: a. cultura, b. esporte, c. geração de empregos, d. evolução tecnológica, e. promoção de diversidade. 2. Garantam a participação social com comitês representativos (votados por cada setor). 3. Estruturem a produção e regulamentação do setor. 4. Combatam assédio e discriminação.";"42000";"Secretaria do Audiovisual - SAV";"Política para o setor de games instituída.";"Sim";"";
2024;58;"5125";"08DD";"Criação e ampliação de instâncias de participação social.";"Aproximação dos museus da União e de políticas públicas voltadas para o setor com o conjunto da sociedade dos museus mediante a criação, regulamentação e ampliação de instâncias de participação social.";"42000";"Instituto Brasileiro de Museus - IBRAM";"Ampliação de instâncias de participação social.";"Sim";"";
2024;58;"5125";"0950";"Decreto de Preservação de Acervos";"Edição de Decreto reconhecendo a reprodução de obras para fins de preservação por arquivos, bibliotecas e museus como limitação ao direito autoral";"42000";"Secretaria de Direitos Autorais e Intelectuais - SDAI";"Decreto publicado.";"Sim";"";
2024;58;"5125";"0895";"Descentralização e territorialização das políticas culturais visando ao fortalecimento do Sistema Nacional de Cultura (SNC).";"Iniciativas institucionais voltadas à gestão, articulação e promoção das políticas públicas de cultura democráticas e permanentes, pactuadas entre os entes da Federação, de modo a incentivar que mais entes federados tenham o chamado CPF da Cultura (Conselhos municipais de Cultura, Planos Municipais de Cultura e Fundos Municipais de Cultura).";"42000";"Secretaria de Comitês de Cultura - SCC";"Aumento da adesão dos entes federados à Política Nacional Aldir Blanc de Fomento à Cultura.";"Sim";"";
2024;58;"5125";"08D9";"Disponibilização de registro de obras protegidas por direitos autorais, digitalmente nos órgãos competentes e através de central de links na SDAI/MinC.";"Disponibilizar, por meio de central de links na SDAI/MinC, o registro digital de obras protegidas por direitos autorais.";"42000";"Secretaria de Direitos Autorais e Intelectuais - SDAI";"Acesso por meio digital de registro de obras protegidas por direitos autorais.";"Sim";"";
2024;58;"5125";"08DB";"Elaboração do Programa Nacional de Ações Afirmativas na Cultura.";"Proposição de políticas públicas de ações afirmativas ou atualização nas políticas existentes do tema no âmbito das políticas de cultura, contendo, entre outras medidas: - iniciativas que contemplem a temática da Juventude Negra, contribuindo para a elaboração da proposta do 'Plano Juventude Negra', tendo em vista que o Estatuto da Igualdade Racial dispõe sobre autorização para o Poder Executivo Federal realizar ações previstas no Estatuto, assim como devido à Convenção Interamericana contra o Racismo, a Discriminação Racial e Formas Correlatas de Intolerância, que estabelece o comprometimento dos Estados Partes de adotarem políticas especiais e ações afirmativas que assegurem direitos e liberdades fundamentais das pessoas ou grupos sujeitos ao racismo, à discriminação racial e formas correlatas de intolerância, - iniciativas que contribuam para o desenvolvimento do 'Programa de Enfrentamento do Racismo Religioso e Redução da Violência e Discriminação contra Povos e Comunidades Tradicionais de Matriz Africana e Povos de Terreiros no Brasil', assim como para ações previstas no Estatuto da Igualdade Racial e na Convenção Interamericana contra o Racismo, a Discriminação Racial e Formas Correlatas de Intolerância.";"42000";"Secretaria de Cidadania e Diversidade Cultural - SCDC";"Política pública de cultura com foco em ações afirmativas criada/atualizada.";"Sim";"";
2024;58;"5125";"0919";"Formulação da Política Nacional das Artes";"Priorização das artes nas políticas públicas por meio de uma Política Nacional voltada para o setor.";"42000";"Ministério da Cultura - MinC";"Política Nacional para as artes instituída";"Sim";"";
2024;58;"5125";"0951";"Marco Legal de Proteção aos Conhecimentos e às Expressões Culturais Tradicionais";"Promoção da agenda de proteção de conhecimentos e expressões tradicionais da cultura brasileira.";"42000";"Secretaria de Direitos Autorais e Intelectuais - SDAI";"Legislação atualizada.";"Sim";"";
2024;58;"5125";"08E2";"Observância do 'custo amazônico' na formulação de políticas públicas de cultura.";"Observar o ?custo amazônico? na formulação de políticas públicas culturais, bem como no recurso destinado aos estados da Amazônia, considerando todas as variáveis que impactam realização de atividades culturais. Acesso à tecnologia, energia elétrica, infraestrutura de estradas e vicinais, clima, distância, transporte, custo de vida, entre outras.";"42000";"Ministério da Cultura - MinC";"Editais de fomento adaptados com o custo amazônico.";"Sim";"";
2024;58;"5125";"08DE";"Política Nacional para a Cultura Hip Hop.";"Criar o Plano de Política Nacional para Cultura Hip Hop de 2024 a 2027. A Cultura Hip Hop, a mais poderosa linguagem para prática cultural da Juventude operária, tem amplo acolhimento aos recortes - étnicos, culturais, sociais e territoriais. Abrange temáticas de criação, formação, fruição, difusão, memória, inclusão digital, periférica, rural e indígena. Os milhares de Coletivos da Cultura Hip-Hop formam a cidadania cultural e desenvolvimento econômico.";"42000";"Secretaria de Cidadania e Diversidade Cultural - SCDC";"Políticas Nacional para a Cultura Hip Hop instituída.";"Sim";"";
