Exercício;"Código Agenda";"Programa";"Objetivo";"Objetivo Específico";"Medida Institucional Normativa";"Enunciado";"Descrição";"Órgão Responsável";"Unidade Responsável";"Resultados Esperados";"Prioritária";"PAC";
2024;15;"2310";"1253";"0139";"0782";"Elaborar Normas Regulamentadoras sobre a segurança e saúde no trabalho doméstico.";"As NR de segurança e medicina do trabalho devem ser observadas no trabalho doméstico para atendimento ao mandamento constitucional previsto no art. 7º, XXII e em razão da lacuna na LC nº 150/2015. Garante-se a isonomia em relação às demais categorias, observando-se as peculiaridades dos sujeitos da relação de trabalho desenvolvida em ambiente distinto daquele das organizações em geral. A criação de norma específica consolida em um instrumento os diversos aspectos do gerenciamento dos riscos ocupacionais, EPI, controle médico de saúde ocupacional, exposição a agentes físicos, químicos e biológicos, ergonomia, trabalho em altura, entre outros, facilitando o gerenciamento dos riscos e seu controle pelo empregador. Possibilita o aprofundamento de questões mais presentes ao exercício da atividade, como fatores de riscos psicossociais, aumentando a proteção aos trabalhadores domésticos.";"40000";"Secretaria de Inspeção do Trabalho (SIT/MTE)";"Aumento do índice de trabalho digno para a categoria das trabalhadoras domésticas, a partir da redução da informalidade, do aumento da distribuição de renda e da maior proteção social. Aumento da arrecadação previdenciária.";"Não";"";
2024;15;"2310";"1253";"0139";"0784";"Publicar Portaria que autorize a utilização de carros, combustível e diárias para servidores acompanharem as trabalhadoras domésticas resgatadas ao local de acolhimento.";"O perfil das trabalhadoras domésticas resgatadas é de mulheres negras, analfabetas ou com baixa escolaridade e em situação de extrema vulnerabilidade psicossocial. São mulheres que dedicaram a vida a uma única família, submetidas a rigoroso isolamento social e não tiveram oportunidade de desenvolver habilidades básicas que permitam a elas realizar atos simples, como usar dinheiro ou transporte público. O isolamento social é um artifício para estabelecer dependência em relação aos empregadores. Por isso, fornecimento de passagem e pagamento de despesas de alimentação e hospedagem não são suficientes. Para a eficiência do resgate, é necessário o acompanhamento adequado da trabalhadora por agente público em veículo oficial para que possa levar seus pertences, já que se trata de resgate em que a retirada da trabalhadora implica em sua mudança definitiva para outro local.";"40000";"Secretaria de Inspeção do Trabalho (SIT/MTE)";"Maior segurança física e jurídica para o corpo fiscal em ações de fiscalização de combate ao trabalho análogo aos de escravizados em âmbito doméstico. Maior qualidade no atendimento às vítimas resgatadas.";"Não";"";
2024;15;"2310";"1253";"0140";"077A";"Alterar o art. 434 da CLT para aumentar o valor da multa e para excluir o limite de cinco vezes para aplicação da multa per capita contra o empregador que mantém trabalho infantil.";"A exploração do trabalho infantil representa uma grave violação aos direitos fundamentais de crianças e adolescentes e é vedada por disposição Constitucional (art. 7°, inciso XXXIII) e por normas internacionais de que o Brasil é signatário (Conv. n° 138 e 182 da OIT). Por sua vez, os exploradores do trabalho infantil estão sujeitos a multas com valores ínfimos e limitados, conforme previsto no art. 434, da CLT, com redação dada por Decreto-Lei datado de 1967, o que demonstra a defasagem da penalidade imposta por tão grave violação de direito. Insta mencionar que o dispositivo que trata da multa pela infração trabalhista de manter empregado sem registro sofreu recente alteração, passando a contar com um valor atualizado, de monta considerável, per capita e sem limitações. Nesse contexto, a atualização do normativo para valorar a multa em caso de constatação de trabalho infantil, bem como retirar qualquer limitação ao valor se mostra uma política essencial para a intensificação do combate ao trabalho infantil no Brasil.";"40000";"Secretaria de Inspeção do Trabalho (SIT/MTE)";"Publicação de Lei que altere a redação do art. 434 da CLT e Portaria que altere a redação da Portaria MTP nº 4.098/2022, para excluir a limitação per capita existente e promover o aumento do valor da multa.";"Não";"";
2024;15;"2310";"1253";"0140";"077F";"Articular, junto à CONAETI, a criação de fluxo nacional de atendimento das crianças e adolescentes submetidas ao trabalho infantil.";"O combate ao trabalho infantil representa um fenômeno complexo, originado em diversas causas, que necessita da combinação de ações de diversos atores, cujos papéis são complementares neste trabalho. Por exemplo, a fiscalização do trabalho retira crianças e adolescentes do trabalho infantil, impõe penalidades aos exploradores, mas, no momento pós-fiscalização, há a necessidade de inclusão dos egressos do trabalho infantil em políticas públicas de proteção social, saúde, educação, etc, de forma que seus direitos fundamentais sejam garantidos na sua totalidade. Neste contexto, a presente medida busca uma atuação eficaz das instituições no enfrentamento ao trabalho infantil, com o correto encaminhamento dos casos de trabalho infantil às instituições voltadas para o seu combate e das crianças e adolescentes retiradas do trabalho infantil aos serviços públicos pertinentes para que recebam a proteção adequada. Elaboração pela CONAETI e aprovação em nível interministerial.";"40000";"Secretaria de Inspeção do Trabalho (SIT/MTE)";"Publicação de Portaria interministerial regulamentando o fluxo nacional de atendimento das crianças e adolescentes submetidas ao trabalho infantil. Sem impactos financeiros.";"Não";"";
2024;15;"2310";"1253";"0140";"077B";"Divulgar materiais de comunicação e cursos sobre trabalho infantil (cartilhas Ziraldo e PTS, curso de noções gerais, Lista TIP etc.), bem como o uso do sistema IPÊ. ";"Para a erradicação do trabalho infantil é primordial conhecer tecnicamente o fenômeno, pois somente assim é possível definir e implementar ações eficazes contra essa grave violação de direito. A Auditoria Fiscal do Trabalho conta com vasto conhecimento no combate ao trabalho infantil, produzindo excelentes materiais sobre o tema, como fôlderes e cards informativos, cartilhas, manuais, bem como cursos e capacitações. Além disso, a Secretaria de Inspeção do Trabalho conta com o Sistema Ipê Trabalho Infantil, um sistema próprio e específico para o recebimento e a gestão de denúncias envolvendo a ocorrência de trabalho infantil em todo o território nacional. Nesse contexto, é essencial que ocorra a ampla disseminação de todo o conhecimento acumulado pela Auditoria Fiscal do Trabalho no combate ao trabalho infantil, bem como de seu canal de denúncias para toda a sociedade, mas em especial os membros da rede de proteção à criança e ao adolescente e demais órgãos e entidades afetos ao tema.";"40000";"Secretaria de Inspeção do Trabalho (SIT/MTE)";"Aumento do recebimento de denúncias qualificadas sobre o trabalho infantil. Pessoas capacitadas, em especial, da rede de proteção à criança e ao adolescente, em noções gerais sobre o trabalho infantil. Impressão e distribuição do Manual de Perguntas e Respostas sobre Trabalho Infantil e Cartilhas do Ziraldo por todo o Brasil. Estima-se um impacto financeiro de R$ 222.000 (5 mil unidades do Manual de Perguntas e Respostas a R$ 40,00 cada e 5 mil unidades de cada Cartilha do Ziraldo a R$2,20 cada).";"Não";"";
2024;15;"2310";"1253";"0140";"077D";"Estabelecer junto com o Ministério da Cidadania um fluxo para acesso às informações do CadÚnico e Programa de Erradicação do Trabalho Infantil - PETI.";"A inspeção do trabalho na atividade de combate ao trabalho infantil realiza, após as ações fiscais, medidas objetivando a garantia dos direitos fundamentais de crianças e adolescentes e a sua inclusão em políticas públicas de proteção social. Para isso, encaminha o Termo de Comunicação de Trabalho Infantil e Pedido de Providências, acompanhado da ficha com os dados da criança e do adolescente retirado do trabalho infantil, para órgãos da rede de proteção à criança e ao adolescente, em especial, as Secretarias de Assistência Social dos Municípios. Nesse contexto, o objetivo desta medida institucional é possibilitar a verificação da inclusão das informações da criança ou do adolescente afastado do trabalho infantil no CadÚnico e PETI para aferição se o fluxo de encaminhamentos entre inspeção do trabalho e assistência social está efetivamente funcionando. Outro objetivo é assegurar que as informações de crianças e adolescentes retirados do trabalho infantil sejam registradas no CadÚnico, caso ainda não estejam.";"40000";"Secretaria de Inspeção do Trabalho (SIT/MTE)";"Portaria interministerial entre o Ministério do Trabalho e Emprego e o Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome para estabelecer um fluxo, integração e coordenação de ações sobre o tema erradicação do trabalho infantil. Não se observa impacto financeiro com o desenvolvimento desta medida.";"Não";"";
2024;15;"2310";"1253";"0140";"077E";"Fomentar, junto à Comissão Nacional de Erradicação do Trabalho Infantil - CONAETI, a elaboração de Plano Nacional de Prevenção e Erradicação do Trabalho Infantil e Proteção ao Adolescente Trabalhador. ";"Conforme disposto no art. 10 do Decreto nº 11.496/2023, compete à CONAETI a elaboração de proposta do Plano Nacional de Erradicação do Trabalho Infantil. Destaca-se que o referido Plano constitui um dos mais importantes instrumentos de gestão para o combate ao trabalho infantil no Brasil. O Plano, que se encontra na sua terceira edição (já sem vigência), tem como finalidade coordenar as intervenções realizadas por diversos atores sociais, assim como definir diretrizes e ações relacionadas à prevenção e eliminação do trabalho infantil e à proteção ao adolescente trabalhador. O Plano preconiza a transversalidade e a intersetorialidade de políticas e ações contra o trabalho infantil. O Plano representa um instrumento fundamental para atender aos compromissos assumidos pelo Brasil nas Convenções nº 138 e 182 da OIT de estabelecimento de programas de ação e políticas para a erradicação do trabalho infantil. Plano a ser elaborado pela CONAETI e submetido, ao final, ao Ministro do Trabalho e Emprego.";"40000";"Secretaria de Inspeção do Trabalho (SIT/MTE)";"Plano Nacional de Prevenção e Erradicação do Trabalho Infantil e Proteção ao Adolescente Trabalhador. Sem impactos financeiros.";"Sim";"";
2024;15;"2310";"1253";"0140";"077C";"Publicar, em conjunto com outros órgãos, normativo de cadastro público de empregadores que tenham submetido crianças e adolescentes à situação de trabalho infantil .";"A chamada ?lista suja do trabalho escravo? é considerada pela ONU e OIT como uma política exemplar, que contribui de forma efetiva para prevenir este tipo de violação, pois: expõe publicamente os exploradores de mão de obra e acarreta dificuldades em obter crédito de instituições financeiras, prestar serviços e vender produtos. Com base nesta exitosa experiência e considerando-se que a criança e o adolescente são figuras dotadas de uma vulnerabilidade extrema, propõe-se a presente medida. A exploração do trabalho infantil representa uma grave violação aos direitos fundamentais e é vedada por disposição Constitucional (art. 7°, inciso XXXIII) e por normas internacionais de que o Brasil é signatário (Conv. n° 138 e 182 da OIT). A Lei nº 12.527/2011, que regulou o acesso à informação, estabelece em seus arts. 3º, incisos I e II, e 7º, incisos VII, alínea b, o direito fundamental de acesso à informação, a observância da publicidade como preceito geral e a divulgação de informações de interesse público, independente de solicitações, compreendendo, dentre as informações a serem disponibilizadas, o resultado das inspeções realizadas.";"40000";"Secretaria de Inspeção do Trabalho (SIT/MTE)";"Publicação de Portaria interministerial regulamentando cadastro público de empregadores que tenham submetido crianças e adolescentes à situação de trabalho infantil. Sem impactos financeiros.";"Não";"";
2024;15;"2310";"1253";"0140";"0779";"Publicar instrução normativa com procedimentos de fiscalização do trabalho infantil doméstico, em economia familiar e sem explorador identificado.";"A atividade de combate ao trabalho infantil é regulamentada no âmbito da Inspeção do Trabalho pela IN nº 02/2021, que reproduziu integralmente o texto da IN nº 102/2013, ou seja, um normativo elaborado há quase uma década. Nesse contexto, o referido normativo encontra-se em parte defasado, tanto em relação à evolução da atuação da inspeção do trabalho, como em relação a novos entendimentos. Por exemplo, já está consolidado o entendimento de que devem ser adotados procedimentos específicos em relação as diferentes formas de trabalho infantil. No entanto, a atual IN estabelece apenas um protocolo de atuação. Outro ponto, é a diferenciação prevista na atual IN quanto aos direitos trabalhistas devidos às crianças ou adolescentes retirados do trabalho infantil com idade inferior a 16 anos e os com 16 e 17 anos, sendo que já há decisão transitada em julgado no âmbito do STF determinando que sejam garantidos os mesmos direitos trabalhistas, independentemente da idade.";"40000";"Secretaria de Inspeção do Trabalho (SIT/MTE)";"Publicação de nova instrução normativa e/ou alteração da IN 02/2021, de modo a incorporar novas disposições e atualizar as já existentes, para que as normas que regem a fiscalização do trabalho infantil acompanhem as novas realidades e necessidades da Auditoria-Fiscal do Trabalho. Sem impactos financeiros.";"Não";"";
2024;15;"2310";"1253";"0141";"0790";"Ratificar a Convenção nº 187 da OIT e aprimorar os instrumentos jurídicos e normativos para a proteção integral dos trabalhadores no que se refere ao marco promocional para a Segurança e Saúde no Trabalho.";"A ratificação da Convenção nº 187 da Organização Internacional do Trabalho - OIT, sobre o marco promocional para a segurança e saúde no trabalho, e a criação ou revisão de normativos (como decretos, portarias e normas regulamentadoras) são medidas importantes para o aprimoramento dos instrumentos atualmente existentes para enfrentamento dos riscos ocupacionais.";"40000";"Secretaria de Inspeção do Trabalho (SIT/MTE)";"Espera-se que a adoção das medidas aqui descritas proporcione aos trabalhadores brasileiros uma maior proteção contra riscos ocupacionais, dando instrumentos para uma atuação mais adequada do poder executivo, em especial da Inspeção do Trabalho.";"Não";"";
2024;15;"2310";"1253";"0142";"0789";"Alterar a Instrução Normativa da fiscalização para incluir a fiscalização com o FGTS Digital.";"A implantação do FGTS Digital irá possibilitar novas formas de atuação da Inspeção do Trabalho no que diz respeito às suas competências de fiscalizar e cobrar os débitos de FGTS. Para isto, será necessário alterar a Instrução Normativa da Fiscalização do FGTS para adequá-la à nova realidade e aos novos processos e procedimentos que serão inaugurados com o FGTS Digital.";"40000";"Secretaria de Inspeção do Trabalho (SIT/MTE)";"Esta medida resulta na modernização e melhoria dos processos e procedimentos da fiscalização e cobrança do FGTS, de competência da Inspeção do Trabalho. Esta transformação processual promove maior eficiência, eficácia e efetividade na fiscalização e cobrança do FGTS.";"Não";"";
2024;15;"2310";"1253";"0142";"083A";"Implantar novo sistema de fiscalização e cobrança baseado nos dados gerados pelo FGTS Digital";"O novo sistema de fiscalização e cobrança administrativa se integrará ao FGTS Digital e possibilitará uma melhor gestão dos valores devidos ao Fundo. Será possível monitorar e acompanhar a evolução do débito dos empregadores que prestaram informações de incidência de FGTS no sistema de escrituração digital eSocial e deixaram de promover o devido recolhimento do FGTS. Além do mais, a supracitada integração entre os sistemas possibilitará a automatização de procedimentos de fiscalização e de cobrança administrativa, o que vai contribuir para a diminuição da postergação do recolhimento do FGTS e para uma maior regularização dos devedores.";"40000";"Secretaria de Inspeção do Trabalho (SIT/MTE)";"A modernização e automatização dos processos e procedimentos da fiscalização e cobrança do FGTS, de competência da Inspeção do Trabalho. Maior alcance da cobrança. Maior eficiência, eficácia e efetividade na fiscalização e cobrança do FGTS.";"Não";"";
2024;15;"2310";"1253";"0142";"0788";"Publicar Portaria para regulamentar a implantação do sistema FGTS Digital, bem como a elaboração da folha de pagamento prevista no art. 17-A da Lei nº 8.036/1990.";"A portaria publicada é o marco normativo que vai possibilitar a implantação do FGTS Digital, trazendo os aspectos regulamentares e orientativos da nova sistemática que se inaugura e que afeta diversos processos relacionados ao cumprimento da obrigação de recolhimento do FGTS, em especial os de fiscalização e cobrança. A referida portaria definirá a partir de quando as informações prestadas pelos empregadores no eSocial terão o efeito de confissão de dívida, nos termos do art. 17-A da Lei nº 8.036/90.";"40000";"Secretaria de Inspeção do Trabalho (SIT/MTE)";"Esta medida resulta na regulamentação do novo sistema FGTS Digital e a consequente transformação de diversos processos relacionados ao cumprimento da obrigação de recolhimento do FGTS. Inaugura novas formas de atuação da Inspeção do Trabalho, o que deve possibilitar o alcance de 90% da inadimplência confessada e maior combate à sonegação.";"Sim";"";
2024;15;"2310";"1253";"0143";"078C";"Alterar a Portaria nº 671/2021 para devolver a competência da Inspeção do Trabalho para realizar a inspeção prévia das entidades formadoras, prevendo requisitos mais objetivos para validação dessas entidades formadoras de aprendizagem profissional.";"A alteração realizada na Portaria nº 671/2021 promoveu solução de continuidade nos procedimentos da Inspeção do Trabalho quanto à verificação da regularidade no registro de entidades formadoras e cursos de aprendizagem profissional no cadastro nacional ? CNAP. Considerando uma série de limitações estruturais, atualmente há uma grande quantidade de incoerências, inadequações e, em casos extremos, fraudes nas ofertas de cursos em âmbito nacional. Espera-se a regularização desses casos a partir da mudança do normativo, sempre em estreita articulação com a unidade do Ministério do Trabalho e Emprego gestora do cadastro. Ainda, é necessário articulação com as coordenações regionais de fiscalização da atividade de inclusão de aprendizes.";"40000";"Secretaria de Inspeção do Trabalho (SIT/MTE)";"O resultado esperado imediato é o novo normativo. Entretanto, vários são os resultados mediatos, dentre eles: (a) garantir a regularidade, pelo menos de forma parcial, do atual quantitativo de 54.017 cursos de aprendizagem aprovados no CNAP/eGov (06/2023), (b) estabelecer metodologia de planejamento e execução das fiscalizações, (c) iniciar processos de regularização e/ou descadastramento de entidades e cursos, quando for o caso etc.";"Não";"";
2024;15;"2310";"1253";"0143";"078E";"Atualizar o manual de aprendizagem.";"Nos últimos dois anos, o instituto da aprendizagem profissional sofreu uma série de alterações normativas (Medidas Provisórias, Leis, Decretos, Portarias e Instruções Normativas) que alteraram significativamente fundamentos do instituto. Cumpre destacar que alguns pontos foram alterados e revogados posteriormente. Dessa sorte, cumpre à Auditoria-Fiscal do Trabalho, nos termos do seu regulamento, orientar a sociedade quanto à observância da legislação trabalhista. A ?cartilha? a ser oferecida à sociedade é o resultado esperado de uma série de medidas internas de capacitação, diálogo e harmonização de entendimentos e procedimentos. Articulação necessária com chefias e coordenações de fiscalização.";"40000";"Secretaria de Inspeção do Trabalho (SIT/MTE)";"O manual de aprendizagem é o resultado dessa inciativa. Entretanto, para a consecução dessa finalidade, outros produtos/serviços devem ser ofertados como etapas anteriores à elaboração da cartilha. Por ilustrativo: (a) elaboração de normativos internos para a padronização e harmonização de entendimentos e processos de trabalho e (b) capacitações internas e diálogos interinstitucionais, especialmente com os fóruns de aprendizagem e com o Ministério Público do Trabalho etc.";"Não";"";
2024;15;"2310";"1253";"0143";"078F";"Criar grupo especial nacional de fiscalização da aprendizagem profissional.";"Trata-se de proposta para a criação de um grupo especial de fiscalização de entidades formadoras, com atuação em todo o território nacional, de forma permanente, com a finalidade de combater irregularidades perpetradas por entidades qualificadas em formação técnico profissional metódica conforme disposto no art. 430 do Decreto-Lei nº 5.452, de 1943 ? CLT, bem como em contratos irregulares de aprendizagem. Essa iniciativa teria como prioridade as fiscalizações com maior complexidade técnica, operacional, com vistas a imprimir o máximo de efetividade à correção de condutas fraudulentas e dolosas no Cadastro Nacional de Aprendizagem Profissional ? CNAP. Articulação necessária com chefias e coordenações de fiscalização.";"40000";"Secretaria de Inspeção do Trabalho (SIT/MTE)";"A proposta tem como objetivo auxiliar as unidades descentralizadas na consecução da ?Meta de Ações para Fiscalização de Entidades Formadoras de Aprendizes? anualmente estabelecida nas ?diretrizes para o planejamento da inspeção do trabalho?.";"Não";"";
2024;15;"2801";"1333";"0371";"08F3";"Agenda de competitividade para MPEs implementada ";"Na implementação da Política Nacional das MPEs será implementada um arranjo de ações por UF e por Eixo da Política, o que chamamos de agenda. Portanto a cada UF que a Política for lançada e implementada será construída uma agenda de competitividade local";"69000";"Secretaria da Micro e Pequena Empresa e do Empreendedorismo - SEMPE";;"Não";"Não";
2024;15;"2801";"1333";"0371";"08ED";"Alterações LC 123/2006 - Institui o Estatuto Nacional da Microempresa e da Empresa de Pequeno Porte, altera dispositivos das Leis no 8.212 e 8.213, ambas de 24 de julho de 1991, da Consolidação das Leis do Trabalho - CLT, aprovada pelo Decreto-Lei no 5.452, de 1o de maio de 1943, da Lei no 10.189, de 14 de fevereiro de 2001, da Lei Complementar no 63, de 11 de janeiro de 1990, e revoga as Leis no 9.317, de 5 de dezembro de 1996, e 9.841, de 5 de outubro de 1999.";"Atualizar os conceitos de risco e suas operacionalizações, com base nas Leis 13.874/2019 e 14.195/2021 e disposições do art. 65-A, que trata do Inova Simples, para fortalecer a política pública e eliminar omissões.";"69000";"Secretaria da Micro e Pequena Empresa e do Empreendedorismo -SEMPE";"- Adequar questões de matriz de risco de atividades econômicas e procedimentos gerais sobre a emissão de licenças e alvarás de funcionamento. - Subsidiar amparo legal a regulamentações atinentes à inscrição, operacionalização e funcionamento das empresas inscritas no Inova Simples.";"Não";"Não";
2024;15;"2801";"1333";"0371";"08EE";"IN DREI nº 81, de 2020 - Dispõe sobre as normas e diretrizes gerais do Registro Público de Empresas, bem como regulamenta as disposições do Decreto nº 1.800, de 30 de janeiro de 1996.";"Proposta de revisão na Instrução Normativa a fim de reduzir burocracias e procedimentos que não encontram amparo legal nas normas de registro público de empresas e atividades afins";"69000";"Departamento Nacional de Registro Empresarial e Integração da Secretaria da Micro e Pequena Empresa e do Empreendedorismo - DREI/SEMPE";"Atualizar o normativo com o intuito de simplificar e desburocratizar o Registro Público de Empresas.";"Não";"Não";
2024;15;"2801";"1333";"0371";"08F1";"IN DREI nº 82, de 2021 - Institui os procedimentos para autenticação dos livros contábeis ou não dos empresários individuais, das empresas individuais de responsabilidade limitada - Eireli, das sociedades, bem como dos livros dos agentes auxiliares do comércio.";"Revisão e padronização de procedimentos a serem observados para autenticação dos instrumentos de escrituração - livro digital (contábil e societário)";"69000";"Departamento Nacional de Registro Empresarial e Integração da Secretaria da Micro e Pequena Empresa e do Empreendedorismo - DREI/SEMPE";"Objetiva padronizar e modernizar a forma de envio dos instrumentos de escrituração - livro digital, de natureza contábil ou não, simplificando procedimentos e reduzindo custos para o cidadão/empresário.";"Não";"Não";
2024;15;"2801";"1333";"0371";"08F2";"Política Nacional dos MPEs com Reforço da Governança - A proposta propõe a criação da Política Nacional das MPEs, e define seus principais elementos: princípios, diretrizes, objetivos específicos e eixos. Define ainda sua estratégia de implementação, monitoramento e avaliação.";"Será criada a Política Nacional das MPEs e será reativado o Fórum Permanente das MPEs que irá atuar como Governança, e instância de diálogo entre o Governo e entidades da sociedade civil organizada.";"69000";"Departamento de Ambiente de Negócios, Microempresa e Empresa de Pequeno Porte e Empreendedorismo da Secretaria da Micro e Pequena Empresa e do Empreendedorismo - DAMPE/SEMPE";"Objetivo Geral 1: orientar e assessorar os programas, projetos, ações e iniciativas em todas as esferas da administração pública direta e indireta, dos Serviços Sociais Autônomos, de entidades paraestatais e privadas, observadas as suas competências, que impactem no ambiente das microempresas e das empresas de pequeno porte. Objetivo Geral 2: promover a liberdade de empreender, a produtividade, a competitividade e o desenvolvimento sustentável das microempresas e empresas de pequeno porte, por meio da estruturação de eixos estratégicos, da articulação e do incentivo ao empreendedorismo como elemento mobilizador da economia e desenvolvimento do País";"Não";"Não";
2024;15;"2801";"1333";"0371";"08EB";"Resolução CGSIM nº 55/2020 - Dispõe sobre o procedimento especial simplificado para a Empresa Simples de Inovação (Inova Simples), instituído pela Lei Complementar nº 167, de 24 de abril de 2019.";"Revogar (seguida da publicação de nova resolução) ou alterar a Resolução CGSIM nº 55/2020 para normatizar questões de registro, alterações, baixa e legalização do Inova Simples inexistentes na resolução atual e omissos na lei.";"69000";"Departamento Nacional de Registro Empresarial e Integração da Secretaria da Micro e Pequena Empresa e do Empreendedorismo - DREI/SEMPE";"Consolidar todos os procedimentos do Inova Simples na Redesim e dispor sobre questões ainda pendentes e sem definições";"Não";"Não";
2024;15;"2801";"1333";"0371";"08EC";"Resolução CGSIM nº 61/2020 - Dispõe sobre medidas de simplificação e prevê o modelo operacional de registro e legalização de empresários e pessoas jurídicas.";"Normatizar a operacionalização da Coleta única de dados nos estados e na união, visando um processo simples, rápido e online.";"69000";"Departamento Nacional de Registro Empresarial e Integração da Secretaria da Micro e Pequena Empresa e do Empreendedorismo - DREI/SEMPE";"- Operacionalizar a coleta única de dados para registro e legalização de empresas na união, nos estados e nos municípios. - Consolidar boas praticas internacionais e nacionais, - Simplificar o processo de registro e legalização de empresas.";"Não";"Não";
2024;15;"2801";"1333";"0371";"08F0";"Revisão e padronização das tabelas nomenclaturas de Atos e Eventos utilizados pelas Juntas Comerciais - Em observância ao que dispõe a Instrução Normativa DREI nº 81, de 2020 e a Lei nº 8.934, de 1994 (uniformização e padronização de procedimentos)";"Revisão e padronização de nomenclaturas e tipos de atos e eventos utilizados pelas Juntas Comerciais, em seus sistemas de registro público de empresas e integradores de coleta de dados.";"69000";"Departamento Nacional de Registro Empresarial e Integração da Secretaria da Micro e Pequena Empresa e do Empreendedorismo - DREI/SEMPE";"- Objetiva permitir que as nomenclaturas dos atos e eventos utilizados pelas 27 juntas comerciais sejam padronizados, facilitando a utilização dos sistemas pelo cidadão, a nível nacional.";"Não";"Não";
2024;15;"2801";"1333";"0390";"06E9";"Adesão ao tratado de Budapeste";"Adesão ao tratado de Budapeste para o depósito internacional de microorganismos para fins de exame de patente.";"28000";"Secretaria de Economia Verde, Descarbonização e Bioindústria - SEV";"A adesão ao Tratado permitirá que o Brasil indique instituições brasileiras para credenciamento na OMPI para receber depósitos de materiais biológicos (patrimônio genético) como parte da suficiência descritiva nos depósitos de patentes no INPI.";"Não";"";
2024;15;"2801";"1333";"0390";"06D1";"Aprovação da lei que institui o Sistema Brasileiro de Comércio de Emissões (SBCE) e regulamentação* (DCARB)";"Medida institucional e normativa que cria o mercado regulado de carbono no Brasil";"28000";"Secretaria de Economia Verde, Descarbonização e Bioindústria - SEV";"A implementação de um mercado de carbono regulado auxiliará no cumprimento dos compromissos climáticos brasileiros, permitirá maior eficiência e produtividade para as empresas brasileiras e melhor preparação para exportar para mercados que vêm criando regras de ajuste na fronteira";"Sim";"Sim";
2024;15;"2801";"1333";"0390";"06D2";"Aprovação do Projeto de Lei do Senado n° 576, de 2021, que disciplina a outorga de autorizações para aproveitamento de potencial energético offshore.";"Medida institucional e normativa que disciplina a exploração e desenvolvimento da geração de energia a partir de fontes de instalação offshore, assim consideradas as localizadas em área do Mar Territorial, da Plataforma Continental, da Zona Econômica Exclusiva (ZEE) ou de outros corpos de água sob domínio da União";"28000";"Secretaria de Economia Verde, Descarbonização e Bioindústria - SEV";"O estabelecimento de um marco regulatório claro permitirá maior segurança jurídica e previsibilidade para investimentos em usinas eólicas offshore, o que auxiliará na implementação de um parque industrial mais robusto para a fabricação de componentes e peças especializados no próprio país.";"Não";"Sim";
2024;15;"2801";"1333";"0390";"06D6";"Aprovação do Projeto de Lei n° 725, de 2022";"Medida institucional e normativa que disciplina a inserção do hidrogênio como fonte de energia no Brasil, e estabelece parâmetros de incentivo ao uso do hidrogênio sustentável.";"28000";"Secretaria de Economia Verde, Descarbonização e Bioindústria - SEV";"A aprovação de um marco regulatório que aumente a demanda pelo hidrogênio verde permitirá maiores investimentos em um vetor energético que permitirá maiores exportações brasileiras e melhores insumos energéticos para a indústria nacional, que também aumentará seu parque produtivo dedicado às energias renováveis.";"Não";"Sim";
2024;15;"2801";"1333";"0390";"06EB";"Lançamento da Política Nacional de Economia Circular";"Política nacional de economia circular (com recorte de gênero, raça)";"28000";"Secretaria de Economia Verde, Descarbonização e Bioindústria - SEV";"Uma política nacional de economia circular resultará na transição de uma economia linear, baseada na extração de recursos naturais, produção, uso e descarte, para uma economia circular, onde os materiais são reutilizados, reciclados e reintegrados no sistema produtivo. A transição para uma economia circular requer o desenvolvimento de novas tecnologias, processos e modelos de negócio. Isso impulsiona a inovação e cria oportunidades de emprego em setores relacionados à economia circular, como reciclagem, reparo, remanufatura e design sustentável. Nos próximos quatro anos deverão ser aprovados estatutos regulatórios infralegais e políticas públicas para a promoção da economia circular.";"Não";"Sim";
2024;15;"2801";"1333";"0390";"06ED";"Lançamento da Taxonomia Verde Lançamento da Reforma Tributária Verde";"Taxonomia verde, Reforma tributária";"28000";"Ministério da Fazenda";"A taxonomia verde é um sistema classificatório que tem como objetivo identificar e categorizar atividades econômicas sustentáveis com base em critérios ambientais. O resultado da implementação da taxonomia ajuda a orientar os investimentos para projetos e atividades que contribuam para a mitigação das mudanças climáticas, a adaptação aos impactos ambientais e a transição para uma economia de baixo carbono. Isso resulta em um direcionamento mais eficiente dos recursos financeiros para setores e projetos que promovam a sustentabilidade ambiental. A implementação de uma reforma tributária verde tem como objetivo promover a sustentabilidade ambiental por meio de incentivos fiscais e mecanismos de tributação que estimulem práticas econômicas mais sustentáveis.";"Não";"";
2024;15;"2801";"1333";"0390";"06EE";"Lançamento de plataforma de painel de investimentos em Economia Verde";"Lançamento do painel de investimentos em economia verde";"28000";"Secretaria de Economia Verde, Descarbonização e Bioindústria - SEV";"O painel será um repositório de informações sobre linhas de incentivo para investidores em negócios de economia verde, bioeconomia e economia circular.";"Não";"";
