"Exercício";"Programa";"Objetivo";"Objetivo Específico";"Código Entrega";"Enunciado Entrega";"Plano Regional de Desenvolvimento";"Código - Ação Indicativa";"Descrição - Ação Indicativa";
2025;"2324";"1311";"0212";"1764";"Ampliação da alocação de recursos aos ecossistemas de inovação";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"1.1.4.1-AI";"Promover o desenvolvimento sustentável das cadeias produtivas da biodiversidade amazônica";
2025;"2324";"1311";"0212";"1764";"Ampliação da alocação de recursos aos ecossistemas de inovação";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"1.1.4.2-AI";"Apoiar o desenvolvimento de novas tecnologias para a extração e processamento de produtos da biodiversidade";
2025;"2324";"1311";"0212";"1764";"Ampliação da alocação de recursos aos ecossistemas de inovação";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"2.1.1.3-AI";"Apoiar a criação e consolidação de polos tecnológicos e incubadoras de empresas inovadoras na região";
2025;"2324";"1311";"0212";"1764";"Ampliação da alocação de recursos aos ecossistemas de inovação";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"2.1.5.2-AI";"Estimular a criação de negócios de base tecnológica com foco em bioeconomia";
2025;"2324";"1311";"0212";"1764";"Ampliação da alocação de recursos aos ecossistemas de inovação";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"2.1.7.1-AI";"Incentivar a criação de redes de pesquisa e inovação, e colaboração entre empresas, startups e universidades, para fomentar a criação de novos negócios e tecnologias na região amazônica";
2025;"2324";"1311";"0212";"1764";"Ampliação da alocação de recursos aos ecossistemas de inovação";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"1.1.4.3-AI";"Apoiar projetos de pesquisa científica e inovação tecnológica para otimização de processos com agregação de valor a produtos e serviços das cadeias da biodiversidade.";
2025;"2324";"1311";"0212";"1764";"Ampliação da alocação de recursos aos ecossistemas de inovação";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"2.1.2.1-AI";"Apoiar projetos de implantação de empresas de base tecnológica - startups, ecossitemas de inovação, polos de produção científica e parques tecnológicos para o desenvolvimento da inovação aplicada ao desenvolvimento";
2025;"2324";"1311";"0212";"1764";"Ampliação da alocação de recursos aos ecossistemas de inovação";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"2.1.3.1-AI";"Apoiar estudos e projetos de tecnologias para o desenvolvimento sustentável - cidades inteligentes";
2025;"2324";"1311";"0212";"1764";"Ampliação da alocação de recursos aos ecossistemas de inovação";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"2.1.5.1-AI";"Apoiar projetos de pesquisa científica e inovação tecnológica com agregação de valor a produtos e serviços das cadeias da biodiversidade";
2025;"2324";"1311";"0212";"1764";"Ampliação da alocação de recursos aos ecossistemas de inovação";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"5.1.5.1-AI";"Apoiar projetos para a implantação de ecossitemas de inovação (parques tecnológicos, cidades inteligentes, distritos e áreas de inovação, polos tecnológicos, centros de inovação etc.)";
2025;"2324";"1311";"0212";"1764";"Ampliação da alocação de recursos aos ecossistemas de inovação";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"6.1.4.2-AI";"Apoiar ações e projetos de fixação de pesquisadores em instituições de ciência e tecnologia e em empresas";
2025;"2324";"1311";"0212";"1764";"Ampliação da alocação de recursos aos ecossistemas de inovação";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"2.1.6.1-AI";"Promover o fortalecimento dos recursos, e ativos tecnológicos (bases de conhecimento analítico e sintético) e da base empresarial regional, buscando identificar segmentos ou setores da economia com perfil de potencialização de dinamismos";
2025;"6114";"1320";"0250";"1178";"Dados, informações e conhecimentos técnicos e científicos sobre a biodiversidade da flora em Unidades de Conservação disseminados.";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"4.1.1.12-AI";"Ampliar e consolidar a proteção, a conservação e a conectividade dos ecossistemas terrestres, costeiros e marinhos, em especial por meio de áreas protegidas";
2025;"6114";"1320";"0250";"1182";"Aumento do número de fiscais em ação de fiscalização";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"4.1.1.12-AI";"Ampliar e consolidar a proteção, a conservação e a conectividade dos ecossistemas terrestres, costeiros e marinhos, em especial por meio de áreas protegidas";
2025;"5113";"1329";"0352";"0777";"Aumento do número de contratos de financiamento estudantil (FIES)";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"7.2.1.1-AI";"Ampliar a oferta de cursos e vagas (modalidade presencial e à distância)";
2025;"5113";"1329";"0351";"1296";"Apoio à consolidação, modernização e expansão da infraestrutura física das universidades federais, por meio de obras do Novo PAC.";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"2.1.2.3-AI";"Promover e consolidar a infraestrutura da Rede Federal de Educação Superior na região Nordeste";
2025;"5112";"1302";"0166";"1137";"Ampliação do número de matrículas de Educação de Jovens e Adultos integrada à Educação Profissional e Tecnológica.";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"2.2.1.2-AI";"Ampliar o acesso de jovens e adultos à oportunidades de emprego";
2025;"5112";"1302";"0166";"1137";"Ampliação do número de matrículas de Educação de Jovens e Adultos integrada à Educação Profissional e Tecnológica.";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"6.1.5.5-AI";"Apoiar a ampliação do número de matrículas de cursos de qualificação profissional";
2025;"5112";"1302";"0166";"1137";"Ampliação do número de matrículas de Educação de Jovens e Adultos integrada à Educação Profissional e Tecnológica.";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"7.3.1.1-AI";"Ampliar a oferta e a integração da educação de jovens e adultos (EJA) com a educação profissional, priorizando a faixa etária de dezoito a vinte e nove anos";
2025;"5112";"1302";"0184";"0350";"Apoio a iniciativas voltadas à valorização e formação dos Profissionais da Educação Profissional e Tecnológica.";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"6.1.7.3-AI";"Apoiar ações e projetos para a valorização e formação dos profissionais da Educação Profissional e Tecnológica";
2025;"5112";"1302";"0184";"0351";"Ampliação do número de matrículas em cursos superiores de tecnologia no País.";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"6.1.5.1-AI";"Apoiar a ampliação do número de matrículas em cursos de nível superior tecnólogo";
2025;"5111";"1281";"0443";"1432";"Apoio à melhoria da infraestrutura física, tecnológica e pedagógica das escolas no âmbito da Educação Especial na perspectiva Inclusiva";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"6.2.2.2-AI";"Apoiar a melhoria da infraestrutura física, tecnológica e pedagógica das escolas, no âmbito das diferentes etapas e modalidades da educação básica";
2025;"5111";"1281";"0444";"1436";"Apoio à melhoria da infraestrutura física, tecnológica e pedagógica das escolas no âmbito da Educação Bilingue de Surdos, com criação de Brinquedoteca Bilíngue e Laboratório Audiovisual";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"6.2.2.2-AI";"Apoiar a melhoria da infraestrutura física, tecnológica e pedagógica das escolas, no âmbito das diferentes etapas e modalidades da educação básica";
2025;"5111";"1281";"0449";"1455";"Apoio à melhoria da infraestrutura física, tecnológica e pedagógica das escolas do campo";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"6.2.2.3-AI";"Apoiar a melhoria da infraestrutura física, tecnológica e pedagógica das escolas, no âmbito da educação do campo, indígena e quilombola";
2025;"5111";"1281";"0449";"1455";"Apoio à melhoria da infraestrutura física, tecnológica e pedagógica das escolas do campo";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"6.4.2.2-AI";"Providenciar o abastecimento de água em condições apropriadas para o consumo e o esgotamento sanitário nas escolas de educação infantil do Nordeste.";
2025;"5111";"1281";"0450";"1463";"Apoio à melhoria da infraestrutura física, tecnológica e pedagógica das escolas indígenas";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"6.2.2.3-AI";"Apoiar a melhoria da infraestrutura física, tecnológica e pedagógica das escolas, no âmbito da educação do campo, indígena e quilombola";
2025;"5111";"1281";"0450";"1463";"Apoio à melhoria da infraestrutura física, tecnológica e pedagógica das escolas indígenas";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"6.4.2.2-AI";"Providenciar o abastecimento de água em condições apropriadas para o consumo e o esgotamento sanitário nas escolas de educação infantil do Nordeste.";
2025;"5111";"1281";"0452";"1466";"Apoio à melhoria da infraestrutura física, tecnológica e pedagógica das escolas quilombolas";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"6.2.2.3-AI";"Apoiar a melhoria da infraestrutura física, tecnológica e pedagógica das escolas, no âmbito da educação do campo, indígena e quilombola";
2025;"5111";"1281";"0452";"1466";"Apoio à melhoria da infraestrutura física, tecnológica e pedagógica das escolas quilombolas";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"6.4.2.2-AI";"Providenciar o abastecimento de água em condições apropriadas para o consumo e o esgotamento sanitário nas escolas de educação infantil do Nordeste.";
2025;"5111";"1281";"0454";"3406";"Apoio à aquisição de equipamentos tecnológicos/dispositivos de acesso.";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"6.2.2.2-AI";"Apoiar a melhoria da infraestrutura física, tecnológica e pedagógica das escolas, no âmbito das diferentes etapas e modalidades da educação básica";
2025;"2305";"1251";"0105";"2162";"Atender a localidades com 4G ou tecnologia superior";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"3.1.4.1-AI";"Expandir a cobertura de internet banda larga na região ";
2025;"2305";"1251";"0105";"2162";"Atender a localidades com 4G ou tecnologia superior";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"3.1.4.2-AI";"Incentivar a instalação/ampliação de antenas de telefonia móvel em áreas remotas";
2025;"2305";"1251";"0105";"2162";"Atender a localidades com 4G ou tecnologia superior";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"3.2.1.3-AI";"Ampliar a conectividade em pontos turísticos ";
2025;"2305";"1251";"0105";"2162";"Atender a localidades com 4G ou tecnologia superior";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"3.2.2.1-AI";"Expandir a conectividade em zonas rurais sem acesso a internet banda larga";
2025;"2305";"1251";"0105";"2162";"Atender a localidades com 4G ou tecnologia superior";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"3.2.2.2-AI";"Ampliar conectividade em comunidades quilombolas e indígenas";
2025;"3102";"1274";"0049";"0974";"Áreas para pesquisa e produção de insumos minerais para segurança alimentar ofertadas";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"3.2.1.1-AI";"Apoiar estudos e projetos no setor mineral para a sustentabilidade, a transição energética e a segurança alimentar";
2025;"2324";"1311";"0212";"2078";"Ampliação da alocação de recursos aos mecanismos de geração de empreendimentos";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"1.1.4.2-AI";"Apoiar o desenvolvimento de novas tecnologias para a extração e processamento de produtos da biodiversidade";
2025;"2324";"1311";"0212";"2078";"Ampliação da alocação de recursos aos mecanismos de geração de empreendimentos";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"2.1.1.3-AI";"Apoiar a criação e consolidação de polos tecnológicos e incubadoras de empresas inovadoras na região";
2025;"2324";"1311";"0212";"2078";"Ampliação da alocação de recursos aos mecanismos de geração de empreendimentos";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"2.1.5.2-AI";"Estimular a criação de negócios de base tecnológica com foco em bioeconomia";
2025;"2324";"1311";"0212";"2078";"Ampliação da alocação de recursos aos mecanismos de geração de empreendimentos";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"2.1.7.1-AI";"Incentivar a criação de redes de pesquisa e inovação, e colaboração entre empresas, startups e universidades, para fomentar a criação de novos negócios e tecnologias na região amazônica";
2025;"2324";"1311";"0212";"2078";"Ampliação da alocação de recursos aos mecanismos de geração de empreendimentos";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"1.1.4.3-AI";"Apoiar projetos de pesquisa científica e inovação tecnológica para otimização de processos com agregação de valor a produtos e serviços das cadeias da biodiversidade.";
2025;"2324";"1311";"0212";"2078";"Ampliação da alocação de recursos aos mecanismos de geração de empreendimentos";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"2.1.2.1-AI";"Apoiar projetos de implantação de empresas de base tecnológica - startups, ecossitemas de inovação, polos de produção científica e parques tecnológicos para o desenvolvimento da inovação aplicada ao desenvolvimento";
2025;"2324";"1311";"0212";"2078";"Ampliação da alocação de recursos aos mecanismos de geração de empreendimentos";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"2.1.5.1-AI";"Apoiar projetos de pesquisa científica e inovação tecnológica com agregação de valor a produtos e serviços das cadeias da biodiversidade";
2025;"2324";"1311";"0212";"2078";"Ampliação da alocação de recursos aos mecanismos de geração de empreendimentos";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"5.1.5.1-AI";"Apoiar projetos para a implantação de ecossitemas de inovação (parques tecnológicos, cidades inteligentes, distritos e áreas de inovação, polos tecnológicos, centros de inovação etc.)";
2025;"2324";"1311";"0212";"2078";"Ampliação da alocação de recursos aos mecanismos de geração de empreendimentos";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"6.1.4.2-AI";"Apoiar ações e projetos de fixação de pesquisadores em instituições de ciência e tecnologia e em empresas";
2025;"2324";"1311";"0212";"2078";"Ampliação da alocação de recursos aos mecanismos de geração de empreendimentos";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"2.1.6.1-AI";"Promover o fortalecimento dos recursos, e ativos tecnológicos (bases de conhecimento analítico e sintético) e da base empresarial regional, buscando identificar segmentos ou setores da economia com perfil de potencialização de dinamismos";
2025;"2801";"1333";"0390";"1057";"Certificações de produtos e serviços que preenchem requisitos de sustentabilidade (Selo verde Brasil)";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"1.1.2.1-AI";"Estimular certificações de produtos e serviços que preencherão requisitos de sustentabilidade (Selo verde Brasil - indicação geográfica) nas cadeias produtivas da economia verde baseadas em produtos da biodiversidade amazônica";
2025;"2801";"1333";"0390";"1057";"Certificações de produtos e serviços que preenchem requisitos de sustentabilidade (Selo verde Brasil)";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"1.1.6.9-AI";"Estimular a adesão a certificações de produtos e serviços que preenchem requisitos de sustentabilidade";
2025;"2801";"1333";"0390";"1057";"Certificações de produtos e serviços que preenchem requisitos de sustentabilidade (Selo verde Brasil)";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"1.3.5.1-AI";"Estimular a adesão a certificações de produtos e serviços que preenchem requisitos de sustentabilidade (Selo verde Brasil)";
2025;"2801";"1333";"0390";"3424";"COOP + Produtiva: inovação, gestão e governança para cooperativas de extrativistas da Amazônia";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"1.3.3.4-AI";"Promover oportunidades aos Povos e comunidades tradicionais e povos indígenas com condições de produção e competitividade nas suas relações comérciais e nas prestações de serviços";
2025;"3103";"1272";"0029";"0036";"Ampliar a capacidade de refino de petróleo";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"3.2.4.1-AI";"Ampliar da oferta de energia limpa e renovável na Amazônia";
2025;"3103";"1272";"0031";"0035";"Redução do declínio da curva de produção dos campos maduros e de economicidade marginal";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"3.1.1.1-AI";"Ampliar da oferta de Petróleo e Gás Natural";
2025;"2304";"1310";"0216";"1543";"Fomento à transferência de tecnologias assistivas para a indústria brasileira";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"2.1.1.1-AI";"Promover acesso aos resultados do desenvolvimento científico e tecnológico, a partir da difusão de tecnologias e a popularização da ciência, para contribuir para a resolução de problemas sociais e melhoria de vida da população";
2025;"2324";"1311";"0212";"1758";"Apoio ao Empreendedorismo Inovador e ao Ecossistema de Startups";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"2.1.1.3-AI";"Apoiar a criação e consolidação de polos tecnológicos e incubadoras de empresas inovadoras na região";
2025;"2324";"1311";"0212";"1758";"Apoio ao Empreendedorismo Inovador e ao Ecossistema de Startups";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"2.1.5.2-AI";"Estimular a criação de negócios de base tecnológica com foco em bioeconomia";
2025;"2324";"1311";"0212";"1758";"Apoio ao Empreendedorismo Inovador e ao Ecossistema de Startups";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"2.1.7.1-AI";"Incentivar a criação de redes de pesquisa e inovação, e colaboração entre empresas, startups e universidades, para fomentar a criação de novos negócios e tecnologias na região amazônica";
2025;"2324";"1311";"0212";"1758";"Apoio ao Empreendedorismo Inovador e ao Ecossistema de Startups";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"1.1.4.3-AI";"Apoiar projetos de pesquisa científica e inovação tecnológica para otimização de processos com agregação de valor a produtos e serviços das cadeias da biodiversidade.";
2025;"2324";"1311";"0212";"1758";"Apoio ao Empreendedorismo Inovador e ao Ecossistema de Startups";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"2.1.2.1-AI";"Apoiar projetos de implantação de empresas de base tecnológica - startups, ecossitemas de inovação, polos de produção científica e parques tecnológicos para o desenvolvimento da inovação aplicada ao desenvolvimento";
2025;"2324";"1311";"0212";"1758";"Apoio ao Empreendedorismo Inovador e ao Ecossistema de Startups";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"2.1.5.1-AI";"Apoiar projetos de pesquisa científica e inovação tecnológica com agregação de valor a produtos e serviços das cadeias da biodiversidade";
2025;"2324";"1311";"0212";"1758";"Apoio ao Empreendedorismo Inovador e ao Ecossistema de Startups";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"5.1.5.1-AI";"Apoiar projetos para a implantação de ecossitemas de inovação (parques tecnológicos, cidades inteligentes, distritos e áreas de inovação, polos tecnológicos, centros de inovação etc.)";
2025;"2324";"1311";"0212";"1759";"Apoio ao desenvolvimento de produtos e processos inovadores em micro e pequenas empresas";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"2.1.1.3-AI";"Apoiar a criação e consolidação de polos tecnológicos e incubadoras de empresas inovadoras na região";
2025;"2324";"1311";"0212";"1759";"Apoio ao desenvolvimento de produtos e processos inovadores em micro e pequenas empresas";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"2.1.5.2-AI";"Estimular a criação de negócios de base tecnológica com foco em bioeconomia";
2025;"2324";"1311";"0212";"1759";"Apoio ao desenvolvimento de produtos e processos inovadores em micro e pequenas empresas";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"2.1.7.1-AI";"Incentivar a criação de redes de pesquisa e inovação, e colaboração entre empresas, startups e universidades, para fomentar a criação de novos negócios e tecnologias na região amazônica";
2025;"2324";"1311";"0212";"1759";"Apoio ao desenvolvimento de produtos e processos inovadores em micro e pequenas empresas";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"1.1.4.3-AI";"Apoiar projetos de pesquisa científica e inovação tecnológica para otimização de processos com agregação de valor a produtos e serviços das cadeias da biodiversidade.";
2025;"2324";"1311";"0212";"1759";"Apoio ao desenvolvimento de produtos e processos inovadores em micro e pequenas empresas";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"2.1.2.1-AI";"Apoiar projetos de implantação de empresas de base tecnológica - startups, ecossitemas de inovação, polos de produção científica e parques tecnológicos para o desenvolvimento da inovação aplicada ao desenvolvimento";
2025;"2324";"1311";"0212";"1759";"Apoio ao desenvolvimento de produtos e processos inovadores em micro e pequenas empresas";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"2.1.5.1-AI";"Apoiar projetos de pesquisa científica e inovação tecnológica com agregação de valor a produtos e serviços das cadeias da biodiversidade";
2025;"2324";"1311";"0212";"1759";"Apoio ao desenvolvimento de produtos e processos inovadores em micro e pequenas empresas";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"5.1.5.1-AI";"Apoiar projetos para a implantação de ecossitemas de inovação (parques tecnológicos, cidades inteligentes, distritos e áreas de inovação, polos tecnológicos, centros de inovação etc.)";
2025;"2324";"1311";"0212";"1759";"Apoio ao desenvolvimento de produtos e processos inovadores em micro e pequenas empresas";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"6.1.4.2-AI";"Apoiar ações e projetos de fixação de pesquisadores em instituições de ciência e tecnologia e em empresas";
2025;"2324";"1311";"0212";"1759";"Apoio ao desenvolvimento de produtos e processos inovadores em micro e pequenas empresas";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"2.1.6.1-AI";"Promover o fortalecimento dos recursos, e ativos tecnológicos (bases de conhecimento analítico e sintético) e da base empresarial regional, buscando identificar segmentos ou setores da economia com perfil de potencialização de dinamismos";
2025;"2321";"1270";"0058";"1774";"Ampliação da base de dados do Sistema de Informações de Águas Subterrâneas - SIAGAS (MME)";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"4.1.4.5-AI";"Realizar levantamentos geológico-ambientais com foco no uso adequado do território";
2025;"2321";"1270";"0058";"1781";"Difusão do conhecimento geocientífico para sociedade por meio de capacitações (MME)";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"4.1.8.2-AI";"Difusão do conhecimento geocientífico para sociedade por meio de capacitações";
2025;"2321";"1270";"0058";"1781";"Difusão do conhecimento geocientífico para sociedade por meio de capacitações (MME)";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"4.1.5.2-AI";"Apoiar capacitações para a difusão do conhecimento geocientífico";
2025;"5814";"1314";"0227";"1269";"Disponibilização de unidades habitacionais mobiliadas no âmbito do Programa Nacional Moradia Cidadã";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"6.2.9.3-AI";"Apoiar a implementação do Programa 'Moradia Primeiro' junto a parcerios institucionais e público em geral do território abrangido pela SUDAM";
2025;"5814";"1314";"0227";"1269";"Disponibilização de unidades habitacionais mobiliadas no âmbito do Programa Nacional Moradia Cidadã";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"6.1.8.1-AI";"Apoiar a implementação do Programa Moradia Primeiro junto a parcerios institucionais e público em geral do Centro-Oeste brasileiro";
2025;"2321";"1270";"0054";"1413";"Campanhas de conscientização e mobilização social realizadas, por meio de eventos e capacitações, para endosso às ações de revitalização de bacias hidrográficas";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"4.1.2.2-AI";"Fortalecer a gestão dos recursos hídricos";
2025;"2321";"1270";"0054";"1413";"Campanhas de conscientização e mobilização social realizadas, por meio de eventos e capacitações, para endosso às ações de revitalização de bacias hidrográficas";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"4.1.6.1-AI";"Apoiar ações, capacitações e projetos voltados à revitalização de bacias hidrográficas";
2025;"2321";"1270";"0054";"1413";"Campanhas de conscientização e mobilização social realizadas, por meio de eventos e capacitações, para endosso às ações de revitalização de bacias hidrográficas";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"4.1.1.1-AI";"Preservar, conservar e recuperar bacias hidrográficas, especialmente aquelas em situação de vulnerabilidade";
2025;"1144";"1255";"0007";"0006";"Ampliação da quantidade de culturas com estudos de Zoneamento Agrícola de Risco Climático (ZARC) realizados ou revisados";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"1.2.1.3-AI";"Incentivar a produção de culturas adaptadas às condições da região";
2025;"3108";"1252";"0020";"0012";"Áreas de escape em rodovias não concedidas";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"3.1.6.1-AI";"Apoiar projetos de melhoria da segurança nas vias terrestres ";
2025;"3108";"1252";"0020";"0016";"Implantação e manutenção de sinalização e dispositivos de segurança viária";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"3.2.3.1-AI";"Implantação e manutenção de sinalização de segurança viária ";
2025;"3108";"1252";"0020";"0016";"Implantação e manutenção de sinalização e dispositivos de segurança viária";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"3.1.6.1-AI";"Apoiar projetos de melhoria da segurança nas vias terrestres ";
2025;"3108";"1252";"0020";"0018";"Pontos de Parada e Descanso - PPD";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"3.2.3.2-AI";"Apoiar projetos de melhoria da segurança nas vias terrestres ";
2025;"3108";"1252";"0020";"0018";"Pontos de Parada e Descanso - PPD";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"3.1.6.1-AI";"Apoiar projetos de melhoria da segurança nas vias terrestres ";
2025;"3108";"1252";"0020";"0021";"Ações de educação para o trânsito nas escolas públicas de ensino fundamental";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"3.2.3.2-AI";"Apoiar projetos de melhoria da segurança nas vias terrestres ";
2025;"3108";"1252";"0020";"0021";"Ações de educação para o trânsito nas escolas públicas de ensino fundamental";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"3.1.6.1-AI";"Apoiar projetos de melhoria da segurança nas vias terrestres ";
2025;"5662";"1268";"0026";"0032";"Ações de formação e qualificação para prevenção da misoginia, discriminação e todas as formas de violência contra às mulheres, na sua diversidade e pluralidade.";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"6.2.6.1-AI";"Promover ações de prevenção às violências contra as mulheres no nível primário, secundário e terciário ";
2025;"5123";"1280";"0028";"0034";"Casos autóctones de malária por P. falciparum na região amazônica reduzido.";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"2.1.8.6-AI";"Ampliar programas de saúde que combate as doenças tropicais na Amazônia Legal";
2025;"5123";"1280";"0028";"0034";"Casos autóctones de malária por P. falciparum na região amazônica reduzido.";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"6.1.2.4-AI";"Prevenir e controlar doenças infectocontagiosas e das transmitidas por vetores";
2025;"5123";"1280";"0028";"0038";"Aumento de municípios sem transmissão de malária, na região amazônica.";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"2.1.8.6-AI";"Ampliar programas de saúde que combate as doenças tropicais na Amazônia Legal";
2025;"5123";"1280";"0028";"0038";"Aumento de municípios sem transmissão de malária, na região amazônica.";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"6.1.2.4-AI";"Prevenir e controlar doenças infectocontagiosas e das transmitidas por vetores";
2025;"5123";"1280";"0028";"0039";"Municípios da região amazônica apoiados com profissionais do Projeto Apoiadores Municipais para Prevenção, Controle e Eliminação de Malária.";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"2.1.8.6-AI";"Ampliar programas de saúde que combate as doenças tropicais na Amazônia Legal";
2025;"5123";"1280";"0028";"0039";"Municípios da região amazônica apoiados com profissionais do Projeto Apoiadores Municipais para Prevenção, Controle e Eliminação de Malária.";"Plano Regional de Desenvolvimento do Nordeste - PRDNE";"6.1.2.4-AI";"Prevenir e controlar doenças infectocontagiosas e das transmitidas por vetores";
2025;"1144";"1255";"0033";"0047";"Aumento do volume de crédito rural contratado.";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"1.2.1.4-AI";"Implementar melhorias para o armazenamento da produção";
2025;"1144";"1255";"0033";"0047";"Aumento do volume de crédito rural contratado.";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"2.1.4.1-AI";"Facilitar o acesso ao crédito para obtenção de soluções tecnológicas desenvolvidas";
2025;"1144";"1255";"0033";"0047";"Aumento do volume de crédito rural contratado.";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"1.1.1.4-AI";"Apoiar o acesso ao crédito rural";
2025;"1144";"1255";"0033";"0047";"Aumento do volume de crédito rural contratado.";"Plano Regional de Desenvolvimento do Centro-Oeste - PRDCO";"3.2.7.1-AI";"Apoiar ações, estudos e projetos para a ampliação e melhoria da capacidade de armazenamento";
2025;"1144";"1255";"0033";"0048";"Aumento da quantidade de contratos de crédito rural.";"Plano Regional de Desenvolvimento da Amazônia - PRDA";"1.2.1.4-AI";"Implementar melhorias para o armazenamento da produção";
