"Exercício";"Programa";"Ação Não-Orçamentária";"Título";"Descrição";"Tipo";"Responsável pela informação";"Tributo";"Valor Total";"Valor Previsto para o 1o. Ano do PPA";"Valor Previsto para o 2o. Ano do PPA";"Valor Previsto para o 3o. Ano do PPA";"Valor Previsto para o 4o. Ano do PPA";"Valor Previsto para 2028";"Produto";"Especificação do Produto";"Unidade de Medida";"Meta Física";"Função";"Subfunção";"Início da  Vigência";"Término da vigência";"Vigência indeterminada";"Fonte dos Dados";"Base Legal";"Tipo de beneficiário";"Descrição do beneficiário";"Total de beneficiários previstos 1° Ano de PPA";"Total de beneficiários previstos 2° Ano de PPA";"Total de beneficiários previstos 3° Ano de PPA";"Total de beneficiários previstos 4° Ano de PPA";
2025;"5125";"012V";;"RECINE - Cultura - Suspensão da exigência do Imposto de Importação incidente na importação de máquinas, aparelhos, instrumentos e equipamentos, novos, para incorporação no ativo permanente e utilização em complexos de exibição ou cinemas itinerantes, bem como de materiais para sua construção. A suspensão do Imposto de Importação aplica-se somente a produtos sem similar nacional. A suspensão converte-se em isenção após incorporação no ativo permanente e utilização do bem ou material de construção no complexo de exibição cinematográfica. As máquinas, aparelhos, instrumentos, equipamentos e materiais de construção com o tratamento tributário de que trata o caput deste artigo serão relacionados em regulamento. Suspensão da exigência do IPI incidente nas aquisições no mercado interno de máquinas, aparelhos, instrumentos e equipamentos, novos, para incorporação no ativo permanente e utilização em complexos de exibição ou cinemas itinerantes, bem como de materiais para sua construção. A suspensão converte-se em isenção após incorporação no ativo permanente e utilização do bem ou material de construção no complexo de exibição cinematográfica. Suspensão do IPI-Vinculado incidente na importação de máquinas, aparelhos, instrumentos e equipamentos, novos, para incorporação no ativo permanente e utilização em complexos de exibição ou cinemas itinerantes, bem como de materiais para sua construção. A suspensão do Imposto de Importação aplica-se somente a produtos sem similar nacional. A suspensão converte-se em isenção após incorporação no ativo permanente e utilização do bem ou material de construção no complexo de exibição cinematográfica. As máquinas, aparelhos, instrumentos, equipamentos e materiais de construção com o tratamento tributário de que trata o caput deste artigo serão relacionados em regulamento. Suspensão do PIS/COFINS na importação e aquisição no mercado interno de máquinas, aparelhos, instrumentos e equipamentos, novos, para incorporação no ativo permanente e utilização em complexos de exibição ou cinemas itinerantes, bem como de materiais para sua construção. A suspensão converte-se em alíquota zero após incorporação no ativo permanente e utilização do bem ou material de construção no complexo de exibição cinematográfica.";"Subsídio Tributário";"31000";"Outros";11.750.799,93;11.750.799,93;0,00;0,00;0,00;;;;;;"";"";;;"";;;"";;;;;;
2025;"1144";"012X";;"REIDI - Agricultura - Suspensão do PIS/PASEP e da COFINS na importação ou venda no mercado interno de máquinas, aparelhos, instrumentos e equipamentos, novos, materiais de construção, serviços e aluguel para utilização ou incorporação em obras de infra-estrutura destinadas ao ativo imobilizado.";"Subsídio Tributário";"31000";"Outros";234.615,58;53.762,39;56.989,71;60.105,06;63.758,42;;;;;;"";"";;;"";;;"";;;;;;
2025;"6112";"0131";;"RETID - Defesa Nacional - Suspensão do IPI incidente na aquisição no mercado interno de partes, peças, ferramentas, componentes, equipamentos, sistemas, subsistemas, insumos e matérias-primas a serem empregados na manutenção, conservação, modernização, reparo, revisão, conversão e industrialização de bens de defesa nacional, quando a aquisição for efetuada por estabelecimento industrial de pessoa jurídica beneficiária do RETID. Conversão em alíquota zero após o emprego ou utilização dos bens. Isenção de IPI incidente sobre os bens de defesa nacional, definidos em ato do Poder Executivo, saídos do estabelecimento industrial ou equiparado de pessoa jurídica beneficiária do RETID, quando adquiridos pela União, para uso privativo das Forças Armadas, exceto para uso pessoal e administrativo. Suspensão do IPI-Vinculado incidente na importação de partes, peças, ferramentas, componentes, equipamentos, sistemas, subsistemas, insumos e matérias-primas a serem empregados na manutenção, conservação, modernização, reparo, revisão, conversão e industrialização de bens de defesa nacional, quando a aquisição for efetuada por estabelecimento industrial de pessoa jurídica beneficiária do RETID. Conversão em alíquota zero após o emprego ou utilização dos bens. Suspensão do PIS/COFINS sobre a venda no mercado interno ou importação de partes, peças, ferramentas, componentes, equipamentos, sistemas, subsistemas, insumos, matérias-primas, serviços de tecnologia industrial básica, desenvolvimento e inovação tecnológica, assistência técnica e transferência de tecnologia a serem empregados na manutenção, conservação, modernização, reparo, revisão, conversão, industrialização de bens de defesa nacional, quando a aquisição for efetuada por pessoa jurídica beneficiária do RETID. A suspensão também aplica-se à receita de aluguel de máquinas, aparelhos, instrumentos e equipamentos. Conversão em alíquota zero após o emprego ou utilização dos bens e serviços. Suspensão de PIS e COFINS incidente sobre a receita decorrente da venda dos bens de defesa nacional, definidos em ato do Poder Executivo, e a prestação de serviços de tecnologia industrial básica, projetos, pesquisa, desenvolvimento e inovação tecnológica, assistência técnica e transferência de tecnologia, efetuada por pessoa jurídica beneficiária do RETID à União, para uso privativo das Forças Armadas, exceto para uso pessoal e administrativo.";"Subsídio Tributário";"31000";"Outros";257.683.499,39;58.078.934,75;62.172.345,92;66.256.476,47;71.175.742,25;;;;;;"";"";;;"";;;"";;;;;;
2025;"2315";"012W";;"Rede Arrecadadora - Administração - Exclusão da base de cálculo da Cofins dos valores auferidos como remuneração dos serviços de arrecadação de receitas federais, dividido pela alíquota da Cofins-Financeiras (4%).";"Subsídio Tributário";"31000";"Outros";1.507.580.509,45;345.463.574,96;366.201.482,02;386.219.958,09;409.695.494,38;;;;;;"";"";;;"";;;"";;;;;;
2025;"2317";"013W";;"Zona Franca de Manaus - Matéria-Prima Produzida na ZFM - Comércio e Serviço - Redução a zero das alíquotas da contribuição para o PIS/PASEP e da COFINS incidentes sobre as receitas decorrentes da comercialização de matérias-primas, produtos intermediários e materiais de embalagem, produzidos na Zona Franca de Manaus, para emprego em processo de industrialização por estabelecimentos industriais instalados na própria ZFM com projetos aprovados pela SUFRAMA.";"Subsídio Tributário";"31000";"Outros";0,01;0,01;0,01;0,01;0,01;;;;;;"";"";;;"";;;"";;;;;;
2025;"2317";"0135";;"Setor Automotivo - Indústria - Os empreendimentos industriais instalados nas áreas de atuação da Sudam, Sudene e na região Centro-Oeste, exceto no Distrito Federal, farão jus a crédito presumido de 32% do IPI incidente nas saídas dos produtos classificados nas posições 8702 a 8704 da TIPI. Projetos apresentados até 31/10/1999. As empresas montadoras e fabricantes de veículos automotores, instaladas nas regiões Norte, Nordeste e Centro-Oeste, habilitadas até 31/05/1997, farão jus a crédito presumido do IPI como ressarcimento do PIS/PASEP e da COFINS, desde que apresentem projetos que contemplem novos investimentos e a pesquisa para o desenvolvimento de novos produtos ou novos modelos de produtos já existentes, até o dia 30 de junho de 2020. O crédito presumido será equivalente ao resultado da aplicação das alíquotas previstas no art. 1º da Lei 10.485/02, sobre o valor das vendas no mercado interno, em cada mês, dos produtos dos projetos, multiplicado por: 1,25 até 0 12º mês, 1,0 do 13º ao 48º mês e 0,75 do 49º ao 60º mês.";"Subsídio Tributário";"31000";"Outros";14.202.387.194,43;6.543.573.098,51;7.658.814.095,92;0,00;0,00;;;;;;"";"";;;"";;;"";;;;;;
2025;"2317";"0138";;"SUDAM - Agricultura - Isenção do IRPJ para empreendimento industrial ou agrícola que tenha sido instalado, ampliado, modernizado ou diversificado, até 31 de dezembro de 1997 ou cujo projeto tenha sido aprovado ou protocolizado até 14 de novembro de 1997. Isenção do IRPJ para fabricantes de máquinas, equipamentos, instrumentos e dispositivos, baseados em tecnologia digital, voltados para o programa de inclusão digital, com projetos aprovados na região da SUDAM e SUDENE. Aprovação até 31/12/2018 e uso por dez anos. Redução de 75% do IRPJ para empreendimentos, com projetos protocolizados e aprovados após 23 de agosto de 2000, enquadrados em setores da economia considerados, em ato do Poder Executivo, prioritários para o desenvolvimento regional. Aprovação até 31/12/2018 e uso por dez anos. Redução de 30% do IRPJ para os empreendimentos considerados, em ato do Poder Executivo, prioritários para o desenvolvimento regional, que depositarem no Banco do Nordeste do Brasil S/A, para reinvestimento, 30% do valor do imposto devido, exceto adicional, calculado sobre o lucro da exploração, acrescido de 50% de recursos próprios, ficando, porém, a liberação desses recursos condicionada à aprovação, pela SUDENE, dos respectivos projetos técnico-econômicos de modernização ou complementação de equipamento.";"Subsídio Tributário";"31000";"Outros";4.966.506.482,80;1.138.079.906,08;1.206.397.948,94;1.272.345.930,19;1.349.682.697,58;;;;;;"";"";;;"";;;"";;;;;;
2025;"2317";"013X";;"Zona Franca de Manaus - Matéria-Prima Produzida na ZFM - Indústria - Redução a zero das alíquotas da contribuição para o PIS/PASEP e da COFINS incidentes sobre as receitas decorrentes da comercialização de matérias-primas, produtos intermediários e materiais de embalagem, produzidos na Zona Franca de Manaus, para emprego em processo de industrialização por estabelecimentos industriais instalados na própria ZFM com projetos aprovados pela SUFRAMA.";"Subsídio Tributário";"31000";"Outros";0,01;0,01;0,01;0,01;0,01;;;;;;"";"";;;"";;;"";;;;;;
2025;"2317";"015X";;"Financiamento de cadeias produtivas priorizadas pela política de desenvolvimento territorial do Banco do Brasil (inclusive financiamento de sistemas fotovoltaicos), com recursos oriundos do FCO, no caso, o FCO-Empresarial.";"Crédito de Instituição Financeira";"34300";"Direcionado - FCO";17.000.000.000,00;4.100.000.000,00;4.200.000.000,00;4.300.000.000,00;4.400.000.000,00;;"Financiamento";"FCO Empresarial. Financiamento de cadeias produtivas priorizadas pela política de desenvolvimento territorial, com recursos oriundos do FCO, no caso denominado FCO-Empresarial. (Produto: empreendimentos ligados aos setores industrial, agroindustrial, mineral, de turismo de infraestrutura econômica, comercial e de serviços).";"R$ 1";0,00;"";"";;;"";;;"";;;;;;
2025;"5838";"0167";;"Promover a Inclusão Social e Produtiva dos Povos Indígenas (FNO)";"Crédito de Instituição Financeira";"34500";"Direcionado - FNO";4.537.397,89;1.052.730,00;1.105.366,50;1.160.634,83;1.218.666,57;;"Financiamento";"Recursos financeiros em apoio aos povos indigenas";"unidade";;"";"";;;"";;;"";;;;;;
2025;"5125";"0164";;"Promover a cultura regional através da concessão de financiamentos aos empreendimentos culturais (FNO)";"Crédito de Instituição Financeira";"34500";"Direcionado - FNO";136.121.936,74;31.581.900,00;33.160.995,00;34.819.044,75;36.559.996,99;;"Financiamento";"Recursos financreiros em apoio à cultura regional";"unidade";;"";"";;;"";;;"";;;;;;
2025;"5127";"0166";;"Inclusão Social e Produtiva de Pessoas de Baixa Renda (FNO)";"Crédito de Instituição Financeira";"34500";"Direcionado - FNO";45.373.978,91;10.527.300,00;11.053.665,00;11.606.348,25;12.186.665,66;;"Financiamento";"Recursos financeiros em apoio aos micro empreendedores urbanos";"unidade";;"";"";;;"";;;"";;;;;;
2025;"5663";"0168";;"Crédito para mulheres empreendedoras (FNO)";"Crédito de Instituição Financeira";"34500";"Direcionado - FNO";4.083.658.102,13;947.457.000,00;994.829.850,00;1.044.571.342,50;1.096.799.909,63;;"Financiamento";"Recursos financeiros em apoio as mulheres empreendedoras";"unidade";;"";"";;;"";;;"";;;;;;
2025;"2317";"0163";;"Concessão de crédito para os pequenos portes da Região Norte";"Crédito de Instituição Financeira";"34500";"Direcionado - FNO";23.140.729.245,38;5.368.923.000,00;5.637.369.150,00;5.919.237.607,50;6.215.199.487,88;;"Financiamento";"Recursos financeiros em apoio aos empreendedores de pequeno porte";"unidade";;"";"";;;"";;;"";;;;;;
2025;"2317";"0165";;"Concessão de crédito para promoção do desenvolvimento regional e territorial sustentável e diminuição das desigualdades intra e inter regionais (FNO)";"Crédito de Instituição Financeira";"34500";"Direcionado - FNO";45.373.978.912,50;10.527.300.000,00;11.053.665.000,00;11.606.348.250,00;12.186.665.662,50;;"Financiamento";"Recursos financeiros em apoio a projetos voltados para o desenvolvimento regional sustentável";"unidade";;"";"";;;"";;;"";;;;;;
2025;"5811";"015Y";;"Financiamento de bens e/ou serviços de Tecnologia Assistiva para pessoas com deficiência";"Crédito de Instituição Financeira";"34300";"Outros";361.000.000,00;85.000.000,00;88.500.000,00;92.000.000,00;95.500.000,00;;"Financiamento";"BB Crédito Acessibilidade. Bens e serviços de tecnologia assistiva previstos na Portaria Interministerial Nr 604, de 24 de dezembro de 2013";"R$ 1";0,00;"";"";;;"";;;"";;;;;;
2025;"2801";"0160";;"Concessão de financiamento em 1º piso buscando atender diretamente os micronegócios assessorando também os microempreendedores populares (BNB)";"Crédito de Instituição Financeira";"34400";"Outros";66.318.000.000,00;14.330.000.000,00;15.996.000.000,00;17.398.000.000,00;18.594.000.000,00;;"Financiamento";"Crediamigo";"R$ 1";66.318.000.000,00;"";"";;;"";;;"";;;;;;
2025;"2323";"0162";;"Concessão de crédito para o turismo regional (FNO).";"Crédito de Instituição Financeira";"34500";"Direcionado - FNO";272.243.873,48;63.163.800,00;66.321.990,00;69.638.089,50;73.119.993,98;;"Financiamento";"Quantidade de contratos em apoio ao setor hoteleiro em geral";"unidade";35.531,00;"";"";;;"";;;"";;;;;;
2025;"2317";"0139";;"SUDAM - Ciência e Tecnologia - Isenção do IRPJ para empreendimento industrial ou agrícola que tenha sido instalado, ampliado, modernizado ou diversificado, até 31 de dezembro de 1997 ou cujo projeto tenha sido aprovado ou protocolizado até 14 de novembro de 1997. Isenção do IRPJ para fabricantes de máquinas, equipamentos, instrumentos e dispositivos, baseados em tecnologia digital, voltados para o programa de inclusão digital, com projetos aprovados na região da SUDAM e SUDENE. Aprovação até 31/12/2018 e uso por dez anos. Redução de 75% do IRPJ para empreendimentos, com projetos protocolizados e aprovados após 23 de agosto de 2000, enquadrados em setores da economia considerados, em ato do Poder Executivo, prioritários para o desenvolvimento regional. Aprovação até 31/12/2018 e uso por dez anos. Redução de 30% do IRPJ para os empreendimentos considerados, em ato do Poder Executivo, prioritários para o desenvolvimento regional, que depositarem no Banco do Nordeste do Brasil S/A, para reinvestimento, 30% do valor do imposto devido, exceto adicional, calculado sobre o lucro da exploração, acrescido de 50% de recursos próprios, ficando, porém, a liberação desses recursos condicionada à aprovação, pela SUDENE, dos respectivos projetos técnico-econômicos de modernização ou complementação de equipamento.";"Subsídio Tributário";"31000";"Outros";0,00;0,00;0,00;0,00;0,00;;;;;;"";"";;;"";;;"";;;;;;
2025;"2317";"013A";;"SUDAM - Indústria - Isenção do IRPJ para empreendimento industrial ou agrícola que tenha sido instalado, ampliado, modernizado ou diversificado, até 31 de dezembro de 1997 ou cujo projeto tenha sido aprovado ou protocolizado até 14 de novembro de 1997. Isenção do IRPJ para fabricantes de máquinas, equipamentos, instrumentos e dispositivos, baseados em tecnologia digital, voltados para o programa de inclusão digital, com projetos aprovados na região da SUDAM e SUDENE. Aprovação até 31/12/2018 e uso por dez anos. Redução de 75% do IRPJ para empreendimentos, com projetos protocolizados e aprovados após 23 de agosto de 2000, enquadrados em setores da economia considerados, em ato do Poder Executivo, prioritários para o desenvolvimento regional. Aprovação até 31/12/2018 e uso por dez anos. Redução de 30% do IRPJ para os empreendimentos considerados, em ato do Poder Executivo, prioritários para o desenvolvimento regional, que depositarem no Banco do Nordeste do Brasil S/A, para reinvestimento, 30% do valor do imposto devido, exceto adicional, calculado sobre o lucro da exploração, acrescido de 50% de recursos próprios, ficando, porém, a liberação desses recursos condicionada à aprovação, pela SUDENE, dos respectivos projetos técnico-econômicos de modernização ou complementação de equipamento.";"Subsídio Tributário";"31000";"Outros";22.150.931.563,71;5.075.908.025,29;5.380.610.797,19;5.674.742.945,10;6.019.669.796,13;;;;;;"";"";;;"";;;"";;;;;;
2025;"2317";"013B";;"SUDENE - Agricultura - Isenção do IRPJ para empreendimento industrial ou agrícola que tenha sido instalado, ampliado, modernizado ou diversificado, até 31 de dezembro de 1997 ou cujo projeto tenha sido aprovado ou protocolizado até 14 de novembro de 1997. Isenção do IRPJ para fabricantes de máquinas, equipamentos, instrumentos e dispositivos, baseados em tecnologia digital, voltados para o programa de inclusão digital, com projetos aprovados na região da SUDAM e SUDENE. Aprovação até 31/12/2018 e uso por dez anos. Redução de 75% do IRPJ para empreendimentos, com projetos protocolizados e aprovados após 23 de agosto de 2000, enquadrados em setores da economia considerados, em ato do Poder Executivo, prioritários para o desenvolvimento regional. Aprovação até 31/12/2018 e uso por dez anos. Redução de 30% do IRPJ para os empreendimentos considerados, em ato do Poder Executivo, prioritários para o desenvolvimento regional, que depositarem no Banco do Nordeste do Brasil S/A, para reinvestimento, 30% do valor do imposto devido, exceto adicional, calculado sobre o lucro da exploração, acrescido de 50% de recursos próprios, ficando, porém, a liberação desses recursos condicionada à aprovação, pela SUDENE, dos respectivos projetos técnico-econômicos de modernização ou complementação de equipamento.";"Subsídio Tributário";"31000";"Outros";6.956.945.573,66;1.594.191.005,80;1.689.889.039,72;1.782.267.156,58;1.890.598.371,57;;;;;;"";"";;;"";;;"";;;;;;
2025;"2317";"013C";;"SUDENE - Ciência e Tecnologia - Isenção do IRPJ para empreendimento industrial ou agrícola que tenha sido instalado, ampliado, modernizado ou diversificado, até 31 de dezembro de 1997 ou cujo projeto tenha sido aprovado ou protocolizado até 14 de novembro de 1997. Isenção do IRPJ para fabricantes de máquinas, equipamentos, instrumentos e dispositivos, baseados em tecnologia digital, voltados para o programa de inclusão digital, com projetos aprovados na região da SUDAM e SUDENE. Aprovação até 31/12/2018 e uso por dez anos. Redução de 75% do IRPJ para empreendimentos, com projetos protocolizados e aprovados após 23 de agosto de 2000, enquadrados em setores da economia considerados, em ato do Poder Executivo, prioritários para o desenvolvimento regional. Aprovação até 31/12/2018 e uso por dez anos. Redução de 30% do IRPJ para os empreendimentos considerados, em ato do Poder Executivo, prioritários para o desenvolvimento regional, que depositarem no Banco do Nordeste do Brasil S/A, para reinvestimento, 30% do valor do imposto devido, exceto adicional, calculado sobre o lucro da exploração, acrescido de 50% de recursos próprios, ficando, porém, a liberação desses recursos condicionada à aprovação, pela SUDENE, dos respectivos projetos técnico-econômicos de modernização ou complementação de equipamento.";"Subsídio Tributário";"31000";"Outros";0,00;0,00;0,00;0,00;0,00;;;;;;"";"";;;"";;;"";;;;;;
2025;"2317";"0145";;"Subsídio aos Financiamentos do Fundo de Desenvolvimento da Amazônia (FDA) - Subsídios para financiamento de projetos que possibilitem a atração de investimentos para a Amazônia Legal nos setores de infraestrutura, em serviços públicos e empreendimentos que possibilitem geração de negócios e novas atividades produtivas.";"Subsídio Creditício";"35000";"Outros";2.706.661.613,76;802.116.303,64;663.228.097,24;621.708.724,31;619.608.488,57;;;;;;"";"";;;"";;;"";;;;;;
2025;"2317";"0146";;"Subsídio aos Financiamentos do Fundo de Desenvolvimento do Centro-Oeste (FDCO) - Subsídios para financiamento de projetos em infraestrutura, serviços públicos e empreendimentos produtivos de grande capacidade germinativa de novos negócios na região Centro-Oeste.";"Subsídio Creditício";"35000";"Outros";284.214.037,28;108.513.297,40;67.566.426,64;54.546.215,65;53.588.097,59;;;;;;"";"";;;"";;;"";;;;;;
2025;"2317";"0147";;"Subsídio aos Financiamentos do Fundo de Desenvolvimento do Nordeste (FDNE) - Subsídios para investimentos em infraestrutura e serviços públicos, em empreendimentos produtivos de grande capacidade germinativa de novos negócios e de novas atividades produtivas na área de atuação da Sudene.";"Subsídio Creditício";"35000";"Outros";5.269.169.426,40;1.434.404.565,53;1.258.363.780,43;1.252.571.067,71;1.323.830.012,74;;;;;;"";"";;;"";;;"";;;;;;
2025;"2317";"013D";;"SUDENE - Indústria - Isenção do IRPJ para empreendimento industrial ou agrícola que tenha sido instalado, ampliado, modernizado ou diversificado, até 31 de dezembro de 1997 ou cujo projeto tenha sido aprovado ou protocolizado até 14 de novembro de 1997. Isenção do IRPJ para fabricantes de máquinas, equipamentos, instrumentos e dispositivos, baseados em tecnologia digital, voltados para o programa de inclusão digital, com projetos aprovados na região da SUDAM e SUDENE. Aprovação até 31/12/2018 e uso por dez anos. Redução de 75% do IRPJ para empreendimentos, com projetos protocolizados e aprovados após 23 de agosto de 2000, enquadrados em setores da economia considerados, em ato do Poder Executivo, prioritários para o desenvolvimento regional. Aprovação até 31/12/2018 e uso por dez anos. Redução de 30% do IRPJ para os empreendimentos considerados, em ato do Poder Executivo, prioritários para o desenvolvimento regional, que depositarem no Banco do Nordeste do Brasil S/A, para reinvestimento, 30% do valor do imposto devido, exceto adicional, calculado sobre o lucro da exploração, acrescido de 50% de recursos próprios, ficando, porém, a liberação desses recursos condicionada à aprovação, pela SUDENE, dos respectivos projetos técnico-econômicos de modernização ou complementação de equipamento.";"Subsídio Tributário";"31000";"Outros";31.028.415.210,65;7.110.192.243,01;7.537.011.498,68;7.949.023.715,22;8.432.187.753,73;;;;;;"";"";;;"";;;"";;;;;;
2025;"5127";"015F";;"Fundo Socioambiental CAIXA - Linha temática Cidadania e Inclusão Socioprodutiva";"Crédito de Instituição Financeira";"34200";"Outros";100.000.000,00;25.000.000,00;25.000.000,00;25.000.000,00;25.000.000,00;;;;;;"";"";;;"";;;"";;;;;;
2025;"5111";"013K";;"Transporte Escolar - Educação - Redução a zero das alíquotas do PIS/COFINS incidentes sobre a receita bruta decorrente da venda, no mercado interno, de veículos e embarcações destinados ao transporte escolar para a educação básica na zona rural, quando adquiridos pela União, Estados, Municípios e pelo Distrito Federal.";"Subsídio Tributário";"31000";"Outros";221.972.974,30;50.865.328,10;53.918.733,79;56.866.211,98;60.322.700,43;;;;;;"";"";;;"";;;"";;;;;;
2025;"5126";"013F";;"TEF - Tributação Específica do Futebol - Desporto e Lazer - Regime de tributação específico para as Sociedades Anônimas do Futebol que unifica o recolhimento do IRPJ, CSLL, PIS, COFINS e Contribuição Previdenciária (artigos I, II e III do caput e no §6º do art. 22 da Lei n° 8.212/91). O regime consiste na tributação das receitas mensais com a aplicação de uma alíquota de 5%, nos 5 primeiros anos-calendário da constituição da sociedade, e de 4%, a partir do 6º ano calendário.";"Subsídio Tributário";"31000";"Outros";11.374.801.537,79;2.633.223.527,65;2.772.580.737,10;2.907.631.103,76;3.061.366.169,29;;;;;;"";"";;;"";;;"";;;;;;
2025;"3901";"013L";;"Trem de Alta Velocidade - Transporte - Redução a zero das alíquotas da contribuição para o PIS/PASEP e da COFINS incidentes sobre a receita bruta decorrente da venda, no mercado interno, de serviços de transporte ferroviário em sistema de trens de alta velocidade - TAV.";"Subsídio Tributário";"31000";"Outros";0,00;0,00;0,00;0,00;0,00;;;;;;"";"";;;"";;;"";;;;;;
2025;"1158";"015E";;"Fundo Socioambiental CAIXA - Linha temática Justiça Climática";"Crédito de Instituição Financeira";"34200";"Outros";100.000.000,00;25.000.000,00;25.000.000,00;25.000.000,00;25.000.000,00;;;;;;"";"";;;"";;;"";;;;;;
2025;"2319";"013E";;"TAXI - Transporte - Isenção do IPI na aquisição de automóveis destinados ao transporte autônomo de passageiros (TAXI). Isenção do imposto na operação de crédito para a aquisição de automóvel de passageiros, de fabricação nacional, com até 127 HP de potência bruta (SAE), quando adquiridos por motoristas profissionais ou cooperativas de trabalho que destinem o automóvel à utilização na categoria de aluguel (taxi).";"Subsídio Tributário";"31000";"Outros";1.081.181.928,59;298.739.961,07;345.329.332,05;390.646.144,26;46.466.491,22;;;;;;"";"";;;"";;;"";;;;;;
2025;"2320";"015D";;"Fundo de Garantia do Tempo de Serviço - FGTS: Financiamento Imobiliário Habitacional e Subvenção Econômica.";"Crédito de Instituição Financeira";"34200";"Direcionado - FGTS";256.000.000.000,00;64.000.000.000,00;64.000.000.000,00;64.000.000.000,00;64.000.000.000,00;;;;;;"";"";;;"";;;"";;;;;;
2025;"1144";"013I";;"Títulos de Crédito - Setor Imobiliário e do Agronegócio - Não definida - Isenção de IRPF sobre rendimentos de letras hipotecárias, letras de crédito do agronegócio e imobiliário (LCA e LCI) e certificados de recebíveis do agronegócio e imobiliários (CRA e CRI).";"Subsídio Tributário";"31000";"Outros";27.793.776.358,92;7.197.255.526,59;6.705.425.722,73;6.760.668.599,43;7.130.426.510,17;;;;;;"";"";;;"";;;"";;;;;;
2025;"2322";"015C";;"Apoio ao saneamento - Fundo de Garantia do Tempo de Serviço (FGTS)";"Crédito de Instituição Financeira";"34200";"Direcionado - FGTS";18.000.000.000,00;6.000.000.000,00;6.000.000.000,00;6.000.000.000,00;0,00;;;;;;"";"";;;"";;;"";;;;;;
2025;"2321";"015G";;"Fundo Socioambiental CAIXA - Ações de proteção dos recursos naturais, por meio da recuperação de nascentes de mananciais e da recuperação paisagística das áreas de preservação permanente em ambiente urbano";"Crédito de Instituição Financeira";"34200";"Outros";27.000.000,00;18.000.000,00;9.000.000,00;;;;;;;;"";"";;;"";;;"";;;;;;
2025;"3101";"013G";;"Termoeletricidade - Energia - Redução a zero da alíquota do PIS/COFINS incidente sobre a venda de gás natural e carvão mineral destinada à produção de energia elétrica.";"Subsídio Tributário";"31000";"Outros";3.194.462.750,42;732.014.320,24;775.956.564,93;818.374.383,23;868.117.482,02;;;;;;"";"";;;"";;;"";;;;;;
2025;"2801";"013H";;"TI e TIC - Tecnologia de Informação e Tecnologia da Informação e da Comunicação - Ciência e Tecnologia - Exclusão do lucro líquido, para efeito de apuração do lucro real, dos custos e despesas com capacitação de pessoal que atua no desenvolvimento de programas de computador (software) das empresas dos setores de tecnologia de informação - TI e de tecnologia da informação e da comunicação ? TIC, sem prejuízo da dedução normal.";"Subsídio Tributário";"31000";"Outros";3.455.645,13;791.864,52;839.399,53;885.285,47;939.095,61;;;;;;"";"";;;"";;;"";;;;;;
2025;"2801";"015H";;"FINANCIAMENTO A EXPORTAÇÃO CAIXA";"Crédito de Instituição Financeira";"34200";"Outros";2.018.000.000,00;2.018.000.000,00;;;;;;;;;"";"";;;"";;;"";;;;;;
2025;"2317";"013M";;"Zona Franca de Manaus - Agricultura - Isenção do imposto de importação na entrada de mercadorias na ZFM, destinadas a seu consumo interno ou industrialização em qualquer grau, inclusive beneficiamento, agropecuária, pesca, instalação e a estocagem para reexportação, com exceção de armas e munições, fumo, bebidas alcoólicas, automóveis de passageiros, produtos de perfumaria e cosméticos. Redução do imposto na saída de produtos industrializados na ZFM, para qualquer ponto do território nacional. Bens de informática - coeficiente de redução resultante da relação entre os valores de matérias-primas e outros insumos nacionais e da mão-de-obra empregada no processo produtivo, e os valores de matérias-primas e demais insumos nacionais e estrangeiros e da mão-de-obra empregada. Automóveis, tratores e outros veículos terrestres - coeficiente de redução acrescido de cinco pontos percentuais. Demais produtos - redução de 88% (oitenta e oito por cento). Isenção do imposto, até o limite de compras de US$ 2.000, no caso de bagagem de viajantes procedentes da ZFM. Isenção do IPI-INTERNO para todas as mercadorias produzidas na ZFM, quer se destinem ao seu consumo interno, quer à comercialização em qualquer ponto do território nacional, com exceção de armas e munições, fumo, bebidas alcoólicas, automóveis de passageiros, produtos de perfumaria e cosméticos. Equivalência a uma exportação brasileira para o estrangeiro na remessa de mercadorias de origem nacional para consumo, ou industrialização na ZFM, ou reexportação para o estrangeiro, ou ainda para serem remetidas à Amazônia Ocidental. Isenção do imposto para os produtos elaborados com matérias-primas agrícolas e extrativas vegetais de produção regional, exclusive a de origem pecuária, por estabelecimentos localizados na Amazônia Ocidental. Isenção do IPI-VINCULADO na entrada de mercadorias na ZFM, destinadas a seu consumo interno, industrialização em qualquer grau, inclusive beneficiamento, agropecuária, pesca, instalação e a estocagem para reexportação, com exceção de armas e munições, fumo, bebidas alcoólicas, automóveis de passageiros, produtos de perfumaria e cosméticos.";"Subsídio Tributário";"31000";"Outros";15.197.398.544,78;3.309.624.798,29;3.616.013.405,00;3.937.168.795,53;4.334.591.545,97;;;;;;"";"";;;"";;;"";;;;;;
