"Exercício";"Programa";"Objetivo";"Objetivo Específico";"Enunciado";"Descrição";"Órgão";
2024;"5115";"1300";"0414";"Ampliar o atendimento das defensorias com foco nos grupos vulnerabilizados em especial mulheres, população negra, população LGBTQIA+, povos indígenas e comunidades tradicionais";"Trata-se da implantação de polos para atendimento das defensorias públicas Os polos serão compostos por: núcleos ecológicos das defensorias e unidades móveis que permitirão atuação itinerante. Também será considerada ampliação do atendimento, a entrega de veículos que permitam o deslocamento de defensores para locais de difícil acesso.";"30000 - Ministério da Justiça e Segurança Pública";
2024;"5115";"1300";"0422";"Aprimorar ações para garantia de acesso a direitos de pessoas privadas de liberdade por meio de extensão universitária";"Apoio a projetos de extensão universitária ou criação de novos projetos que visem melhorar a qualidade da alimentação das pessoas privadas de liberdade, facilitar o acesso ao trabalho digno, à saúde e a informações sobre a execução de sua pena.";"30000 - Ministério da Justiça e Segurança Pública";
2024;"5112";"1302";"0158";"Consolidar a Rede Federal de Educação Profissional, Científica e Tecnológica, considerando o atendimento pleno das unidades às suas comunidades, levando-se em conta as especificidades territoriais, sociais, culturais e ambientais, de sustentabilidade, inclusão e acessibilidade.";"Consolidar a Rede Federal de Educação Profissional, Científica e Tecnológica, considerando o atendimento pleno das unidades às suas comunidades, levando-se em conta as especificidades territoriais, sociais, culturais e ambientais, de sustentabilidade, inclusão e acessibilidade.";"26000 - Ministério da Educação";
2024;"5112";"1302";"0184";"Qualificar a Educação Profissional e Tecnológica, fomentando programas, projetos e ações que fortaleçam a atenção às demandas da sociedade na oferta de ensino, pesquisa, extensão e inovação, levando-se em conta as especificidades sociais, culturais, territoriais e ambientais, de sustentabilidade, inclusão e acessibilidade.";"Qualificar a Educação Profissional e Tecnológica, fomentando programas, projetos e ações que fortaleçam a atenção às demandas da sociedade na oferta de ensino, pesquisa, extensão e inovação, levando-se em conta as especificidades sociais, culturais, territoriais e ambientais, de sustentabilidade, inclusão e acessibilidade.";"26000 - Ministério da Educação";
2024;"5112";"1302";"0189";"Realizar estudos e pesquisas educacionais sobre a Educação Profissional e Tecnológica, buscando o aprimoramento contínuo e a disseminação das informações de forma a oferecer subsídios que contribuam para a indução da melhoria do ensino ofertado.";"Realizar estudos e pesquisas educacionais sobre a Educação Profissional e Tecnológica, buscando o aprimoramento contínuo e a disseminação das informações de forma a oferecer subsídios que contribuam para a indução da melhoria do ensino ofertado.";"26000 - Ministério da Educação";
2024;"5112";"1302";"0166";"Expandir a oferta da Educação Profissional e Tecnológica, levando-se em conta as desigualdades regionais, raciais, de nível socioeconômico, bem como as especificidades sociais, culturais, territoriais e ambientais, de sustentabilidade, inclusão e acessibilidade.";"Expandir a oferta da Educação Profissional e Tecnológica, levando-se em conta as desigualdades raciais, de nível socioeconômico, bem como as especificidades sociais, culturais, territoriais e ambientais, de sustentabilidade, inclusão e acessibilidade.";"26000 - Ministério da Educação";
2024;"3104";"1303";"0159";"Ampliar o número de aeroportos regionais atendidos por transporte aéreo regular de passageiros e cargas.";"A ampliação do número de aeroportos regionais atendidos pelo transporte aéreo regular de passageiros e cargas se dará por meio da adequação da infraestrutura aeroportuária regional e por meio da viabilidade operacional das localidades hoje não atendidas por transporte aéreo regular de passageiros e cargas.";"68000 - Ministério de Portos e Aeroportos";
2024;"3104";"1303";"0163";"Reduzir a intensidade de emissões de CO2 da aviação civil brasileira.";"A intensidade de emissões de CO2 da aviação civil brasileira refere-se ao impacto ambiental gerado para viabilizar o transporte de carga e passageiros.";"68000 - Ministério de Portos e Aeroportos";
2024;"3104";"1303";"0164";"Promover e aprimorar a segurança da aviação civil brasileira.";"O aprimoramento da segurança visa manter/reduzir o número de acidentes no transporte aéreo.";"68000 - Ministério de Portos e Aeroportos";
2024;"3104";"1303";"0162";"Ampliar o número de usuários do transporte aéreo.";"A ampliação do número de passageiros transportados por transporte aéreo está intrinsecamente relacionada com o atendimento do objetivo geral na medida em que amplia o acesso da população ao transporte aéreo.";"68000 - Ministério de Portos e Aeroportos";
2024;"5804";"1304";"0169";"Ampliar ações afirmativas para o ingresso de pessoas negras no serviço público federal e ocupação de cargos em comissão e funções de confiança";"Implementação das cotas raciais nos concursos públicos da Administração Pública Federal e do decreto sobre o preenchimento de 30% dos cargos em comissão e funções de confiança no Executivo Federal.";"67000 - Ministério da Igualdade Racial";
2024;"5804";"1304";"0167";"Aperfeiçoar as políticas de educação para ampliar a participação de pessoas negras na educação básica, no ensino superior e na pós-graduação";"Fortalecer e incentivar políticas interministeriais de acesso e permanência de estudantes negros em todos os níveis de ensino por meio de programas de bolsas, monitoramento e avaliação da implementação de políticas públicas com foco em educação.";"67000 - Ministério da Igualdade Racial";
2024;"5804";"1304";"0188";"Fomentar o ingresso de pessoas negras na iniciativa privada";"Fomentar o ingresso de pessoas negras no mercado de trabalho da iniciativa privada, no intuito de aumentar a empregabilidade e empreendedorismo das pessoas negras.";"67000 - Ministério da Igualdade Racial";
2024;"5804";"1304";"0203";"Promover a gestão das políticas de promoção de igualdade racial no âmbito do Sistema Nacional de Promoção da Igualdade Racial, com vistas à sua institucionalização";"Promover estratégias de aperfeiçoamento de políticas públicas com vistas à promoção da igualdade racial, por meio da transversalidade, capacitação, desenvolvimento de instrumentos de política pública, avaliação e monitoramento.";"67000 - Ministério da Igualdade Racial";
2024;"5804";"1304";"0226";"Ampliar a cobertura do SINAPIR nos entes subnacionais";"Ampliar a cobertura de entes participantes do Sinapir, realizando parcerias por meio de programas, projetos e oficinas buscando o desenvolvimento da igualdade racial";"67000 - Ministério da Igualdade Racial";
2024;"5804";"1304";"0527";"Estabelecer programa de combate ao racismo no esporte";"Objetiva-se o combate ao racismo no ecossistema do esporte por meio de ações de formação antirracista dos profissionais da área, bem como, por meio do monitoramento dos casos e seus devidos encaminhamentos.";"67000 - Ministério da Igualdade Racial";
2024;"5804";"1304";"0526";"Criar ferramentas nacionais de recebimento e encaminhamento de denúncias de racismo";"Objetiva-se criar canais de denúncia para o acolhimento, encaminhamento e tratamento de casos de racismo, com profissionais com formação sobre letramento racial para devida triagem das denúncias recebidas. As ferramentas a serem criadas são o ChatBot, para denúncias por meio de mensagens, FalaBr, para denúncias de Racismo em instituições públicas, e o Disque 138, para denúncia por meio telefônico.";"67000 - Ministério da Igualdade Racial";
2024;"5804";"1304";"0528";"Estabelecer política de combate ao racismo ambiental";"O racismo ambiental impacta as populações negras em diferentes dimensões nos territórios urbanos, do campo, das florestas e das águas. No contexto urbano, devido às políticas de expulsão da população negra dos centros urbanos para regiões de morros e encostas, processo que resultou em habitações criadas sem as mínimas condições de infraestrutura e saneamento básico, locais totalmente propícios a desenvolver acidentes, desmoronamentos e desenvolvimento de doenças infecciosas. Assim como, os efeitos do racismo ambiental também se aplicam às populações negras de comunidades tradicionais e do campo, que possuem sua cultura alimentar e fonte de renda ameaçadas pelo impactado da exploração de minério, garimpo, desmatamento das florestas nativas, agrotóxicos, monoculturas e expansão das fronteiras agrícolas. De igual modo, o objetivo específico também busca contribuir para o protagonismo do Brasil no debate sobre Ação Climática e Meio Ambiente na COP30, a realizar-se em 2025.";"67000 - Ministério da Igualdade Racial";
2024;"5804";"1304";"0529";"Apoiar a regularização fundiária para população negra em situação de vulnerabilidade social, com fins na garantia do bem viver e valorização do território";"Destina-se a promover o acesso à moradia digna e o direito à terra da população negra, por meio da regularização das ocupações realizadas informalmente, a fim de se destinar as devidas políticas públicas para esses territórios e populações";"67000 - Ministério da Igualdade Racial";
2024;"5804";"1304";"0530";"Ampliar ações de combate ao racismo e promoção da igualdade racial na comunicação social e na comunicação pública";"Ampliar o número de campanhas com pessoas negras, com base na Normativa o Decreto nº. 6555/2008, que dispõe sobre as ações de comunicação do Poder Executivo Federal e que estabelece, no Art. 2º 'IV - valorização da diversidade étnica e cultural e respeito à igualdade e às questões raciais, geracionais, de gênero e de orientação sexual?.";"20000 - Presidência da República";
2024;"5804";"1304";"0532";"Ampliar o número de municípios com a Política Nacional de Saúde Integral da População Negra implantada e implementada";"Promover a implementação da Política Nacional de Saúde Integral da População Negra no SUS, por meio de oficinas formativas, campanhas e monitoramento da implementação.";"67000 - Ministério da Igualdade Racial";
2024;"5804";"1304";"0533";"Promover o combate ao racismo por meio da preservação e salvaguarda dos patrimônios afrodiaspóricos, garantindo a reparação e valorização da memória e do território das comunidades relacionadas aos bens culturais";"Objetiva-se utilizar o patrimônio material e imaterial para potencializar socialmente e economicamente as comunidades negras relacionadas aos bens culturais, como meio de promoção da memória e do legado afro-brasileiro.";"67000 - Ministério da Igualdade Racial";
2024;"5804";"1304";"0543";"Fortalecer a participação do Brasil nos diálogos multilaterais e bilaterais, a partir da perspectiva da justiça racial";"Inserção do Combate ao Racismo como uma das centralidades do debate internacional protagonizado pelo Brasil, em alinhamento com as diretrizes da Política Externa Brasileira sobre a promoção da cooperação SUL-SUL como parte de uma atuação internacional ativa, bem como forma de reparação pelo Brasil ter sido a última localidade do mundo a abolir a escravatura.";"67000 - Ministério da Igualdade Racial";
2024;"1617";"1305";"0168";"Garantir aos povos indígenas o direito às suas terras";"Este objetivo específico busca cumprir o dever da União previsto no artigo 231 da Constituição Federal que se refere ao reconhecimento dos direitos dos povos originários sobre as terras que tradicionalmente ocupam. O processo completo de regularização fundiária das terras indígenas envolve sete etapas: qualificação, constituição de GT, delimitação, declaração, georreferenciamento, homologação e registro.";"84000 - Ministério dos Povos Indígenas";
2024;"1617";"1305";"0513";"Assegurar aos povos indígenas a proteção, posse plena e usufruto exclusivo de seus territórios";"Este objetivo específico busca cumprir o dever da União previsto no artigo 231 da Constituição Federal que se refere à proteção das terras indígenas e à garantia aos povos originários que tradicionalmente as ocupam da sua posse plena e usufruto exclusivo.";"84000 - Ministério dos Povos Indígenas";
2024;"1617";"1305";"0514";"Promover a gestão territorial e ambiental de territórios indígenas e a sustentabilidade da sociobioeconomia indígena";"Este objetivo específico visa promover a elaboração, revisão e implementação de instrumentos de gestão ambiental e territorial de terras indígenas (IGATIs), bem como apoiar projetos e outras iniciativas que promovam a sustentabilidade da sociobioeconomia indígena.";"84000 - Ministério dos Povos Indígenas";
2024;"4103";"1306";"0228";"Promover a transformação digital e a competição para ampliar o acesso a transações e serviços financeiros e de pagamentos.";"Efetivar a transformação digital pela qual passam os clientes dos sistemas financeiro e de pagamentos. O foco será no efetivo uso desses serviços, será mensurado como o cidadão é incluído nesse ecossistema. Quanto mais efetiva a estratégia de transformação digital, maior a utilização desses serviços.";"83000 - Banco Central do Brasil";
2024;"4103";"1306";"0229";"Aprimorar a resiliência operacional do Sistema Financeiro Nacional (SFN), promovendo ações para fortalecimento da gestão da resiliência cibernética nas entidades supervisionadas.";"Aprimorar a resiliência operacional do Sistema Financeiro Nacional, promovendo ações para fortalecimento da gestão da resiliência cibernética nas entidades supervisionadas";"83000 - Banco Central do Brasil";
2024;"4103";"1306";"0230";"Ampliar o alcance da população, em especial do público escolar, a conteúdos de educação financeira, história dos instrumentos de pagamentos, conceitos básicos de economia e de sustentabilidade.";"Ampliar o alcance da população, em especial do público escolar, a conteúdos de educação financeira, história dos instrumentos de pagamentos, conceitos básicos de economia e de sustentabilidade";"83000 - Banco Central do Brasil";
2024;"2307";"1307";"0178";"Ampliar a entrega de produtos, serviços e aplicações espaciais para atender a demandas prioritárias da sociedade";"O objetivo está relacionado à capacidade do setor espacial brasileiro em fornecer soluções espaciais alinhadas às demandas da sociedade e às demais políticas públicas do país. Ao reconhecer que o Brasil é grande consumidor de produtos e serviços espaciais, em grande parte produzidos no exterior, esse objetivo específico pretende ampliar a disponibilidade de soluções espaciais nacionais, em diferentes níveis de autonomia. O desenvolvimento de uma missão espacial para monitoramento do território ou o desenvolvimento de uma aplicação baseada em imagens de satélites são exemplos de atividades que contribuem para esse objetivo específico";"24000 - Ministério da Ciência, Tecnologia e Inovação";
2024;"2307";"1307";"0179";"Buscar autonomia científica, tecnológica e operacional na área espacial";"O objetivo está relacionado à busca pela autonomia do setor espacial brasileiro em fornecer soluções espaciais por meios próprios, reduzindo a dependência de fornecedores externos. Uma aplicação espacial útil à sociedade, como o monitoramento do desmatamento na região amazônica, é realizada com maior efetividade e eficiência empregando satélites. É também notório que muitos fenômenos e efeitos observados na Terra, têm sua origem no espaço, como os efeitos do clima espacial, por exemplo. Nesse contexto, é fundamental que ocorra o impulso no desenvolvimento de atividades científicas que somente podem ser desenvolvidas com uso de satélites. O desenvolvimento e operação desses satélites envolve uma longa cadeia de atividades e fornecedores. Além do sistema e subsistemas do satélite, é preciso ser capaz de acessar o espaço (por meio de veículos lançadores), é preciso manter infraestruturas de solo adequadas (como laboratórios e centros de lançamento), e outras necessidades relacionadas à missão. Esse objetivo específico está voltado ao ganho de autonomia nacional para condução de atividades espaciais, seja ampliando a autonomia das atividades já executadas ou habilitando o país a realizar novas atividades antes inviáveis. O desenvolvimento de veículos lançadores nacionais e o desenvolvimento de tecnologias restringíveis no mercado internacional são exemplos de atividades que contribuem para esse objetivo específico.";"24000 - Ministério da Ciência, Tecnologia e Inovação";
2024;"2306";"1308";"0180";"Desenvolver a ciência e a tecnologia nucleares e suas aplicações de forma segura, para atender aos diversos usos pela sociedade";"Realização de atividades de pesquisa e desenvolvimento nas seguintes áreas de conhecimento: reatores nucleares, ciclo do combustível, fusão termonuclear, aplicações da energia nuclear na indústria, saúde, agricultura e meio ambiente, rejeitos, radioproteção, dosimetria e metrologia. O conhecimento científico e tecnológico gerado contribui para o desenvolvimento do País e para a que os benefícios da utilização da energia nuclear e das radiações ionizantes nestas áreas cheguem à sociedade de forma segura.";"24000 - Ministério da Ciência, Tecnologia e Inovação";
2024;"2306";"1308";"0182";"Ampliar a formação especializada de recursos humanos para o setor nuclear";"Promoção da formação de pessoal especializado para o atendimento das necessidades do Setor Nuclear. A formação técnica especializada para o setor nuclear brasileiro engloba os cursos de pós-graduação, de mestrado e doutorado, oferecidos pelas unidades técnico-científicas da Diretoria de Pesquisa e Desenvolvimento da CNEN e um programa de concessão de bolsas de mestrado e doutorado oferecidas através de edital público.";"24000 - Ministério da Ciência, Tecnologia e Inovação";
2024;"2306";"1308";"0183";"Garantir a proteção radiológica das instalações radiativas e nucleares, a segurança física e nuclear e o controle de materiais nucleares";"Regulação, licenciamento, controle e fiscalização de atividades que envolvam material nuclear e radiações ionizantes no País, incluindo as instalações, procedimentos, materiais, equipamentos e o pessoal relacionado com essas atividades. Emissão de atos de acordo com o nível de complexidade da instalação, como: aprovação de local, licença de construção, autorização para a utilização de material nuclear, autorização para a operação inicial, autorização para operação permanente, pareceres técnicos, inspeções, auditorias e licenciamento de operadores e supervisores de proteção radiológica. Implementação para assegurar o cumprimento dos acordos internacionais assumidos pelo Brasil na área de salvaguardas: Aplicação de critérios e procedimentos para a contabilidade e controle de material nuclear, verificação física independente dos inventários de materiais nucleares existentes em instalações nucleares em território nacional, assessoria técnica às autoridades brasileiras nas fases de negociação e/ou implementação de Acordos Internacionais de Salvaguardas. Garantir aplicação da tecnologia e do uso dos materiais nucleares para fins pacíficos e devidamente autorizados, garantir que as instalações que utilizam materiais nucleares e radioativos operem de acordo com a norma nacional de proteção física, que estabelece mecanismos contra atos de roubo, furto, sabotagem e atos terroristas, coordenar as atividades de detecção, identificação e registro de tráfico não autorizado de materiais nucleares e radioativos e de bens sensíveis, análise, aprovação e avaliação permanente de Planos de Proteção Física de instalações nucleares e radiativas, interação com órgãos governamentais para detecção, identificação e registro de tráfico não autorizado de materiais nucleares e radioativos e de bens sensíveis. Representação da CNEN em nível nacional, regional e internacional nos assuntos relativos à segurança, controle, proteção física e regulação do setor nuclear no país.";"24000 - Ministério da Ciência, Tecnologia e Inovação";
2024;"2306";"1308";"0204";"Expandir, implantar e operar o ciclo completo para produção do combustível nuclear em escala capaz de atender a demanda dos reatores nucleares brasileiros e ampliar as oportunidades para exportação de insumos e serviços";"O Brasil possui o domínio completo do ciclo do combustível nuclear, contudo sem possuir plena capacidade industrial instalada para atender a demanda das usinas nucleares em operação no País. Portanto, o Objetivo Específico compreende a busca pela autossuficiência no processo de produção do Combustível Nuclear, eliminando a dependência de importação de Insumos e Serviços.";"24000 - Ministério da Ciência, Tecnologia e Inovação";
2024;"2306";"1308";"0205";"Ampliar a produção de equipamentos pesados para as indústrias nuclear e de alta tecnologia, aumentando a capacidade nacional no setor";"Fomento do setor nuclear e de alta tecnologia, através do desenvolvimento e execução de projetos de produção de bens de capital sob encomenda, tais quais condensadores e trocadores de calor para Usina Nuclear de Angra III.";"24000 - Ministério da Ciência, Tecnologia e Inovação";
2024;"2306";"1308";"0551";"Fortalecer as atividades proteção radiológica, gerenciamento de rejeitos e gestão ambiental e resposta a situações de emergência";"Incrementar o planejamento e as ações que garantam a segurança nuclear e proteção radiológica, de modo a minimizar os riscos associados ao emprego das radiações ionizantes para fins pacíficos, contribuindo, assim, para a proteção da saúde dos trabalhadores do setor nuclear, da população em geral e do meio ambiente, com o envolvimento das demais instituições que cooperam/atuam no setor nuclear e em conformidade com os instrumentos e padrões internacionais.";"24000 - Ministério da Ciência, Tecnologia e Inovação";
2024;"2306";"1308";"0181";"Produzir e fornecer radiofármacos e radioisótopos para atendimento à sociedade";"Produção de radioisótopos em reatores de pesquisa ou aceleradores cíclotrons nas unidades de radiofarmácia existentes na CNEN, além da aquisição no mercado internacional, destinados ao fornecimento de radiofármacos e de fontes radioativas aos mais de 400 serviços de medicina nuclear existentes no País.";"24000 - Ministério da Ciência, Tecnologia e Inovação";
2024;"2308";"1309";"0412";"Ampliar o impacto da Ciência & Tecnologia (C&T) nacional, fomentando a geração de conhecimento através do apoio a projetos";"Computo de Citações Médias dos artigos indexados do Brasil em relação ao observado no mundo";"24000 - Ministério da Ciência, Tecnologia e Inovação";
2024;"2308";"1309";"0411";"Recuperar, expandir e modernizar a infraestrutura nacional de Pesquisa & Desenvolvimento (P&D)";"Recuperar, expandir e modernizar a infraestrutura nacional de Pesquisa & Desenvolvimento (P&D)";"24000 - Ministério da Ciência, Tecnologia e Inovação";
2024;"2308";"1309";"0415";"Promover a formação, capacitação, atração, fixação e ampliação de recursos humanos em projetos de CT&I com atenção à correção de assimetrias";"Este objetivo específico que tem o CNPq como o responsável, está assentado especificamente na ação orçamentária para a formação de recursos humanos (bolsas) e faz parte de um rol de ações que têm como responsáveis outras unidades do MCTI. Dentro do escopo do Programa, a formação de recursos humanos qualificados vai complementar o esforço nacional de crescimento do SNCTI, a partir da realização da pesquisa científica, a outra vertente de atuação do CNPq.";"24000 - Ministério da Ciência, Tecnologia e Inovação";
2024;"2308";"1309";"0417";"Expandir as parcerias estratégicas de cooperação nacional e internacional em CT&I";"Aqui serão verificadas a quantidade de parcerias realizadas, bem como a quantidade de programas e instrumentos realizados no âmbito de cada parceria.";"24000 - Ministério da Ciência, Tecnologia e Inovação";
2024;"2308";"1309";"0425";"Ampliar a capacidade de pesquisa, desenvolvimento e inovação do ecossistema de segurança cibernética nacional";"Trata-se das ações de apoio e fomento à realização de PD&I e investimetnos em capacitação relacionados com as tecnologias críticas para o setor de segurança cibernética nacional.";"24000 - Ministério da Ciência, Tecnologia e Inovação";
2024;"2308";"1309";"0428";"Contribuir com fomento à Infraestrutura Nacional da Qualidade";"'A infraestrutura laboratorial é imprescindível para o suporte às atividades de P,D&I. Nesse sentido, 3 frentes de ação foram definidas: - Fomento à infraestrutura laboratorial no país para continuidade e melhoria da oferta de serviços existentes no país. - Diversificação dos setores atendidos e alavancagem do setor produtivo nacional. - A qualidade dos laboratórios de ensaios e calibração que prestam serviços de avaliação da conformidade, necessários para a certificação de produtos, pode ser comprovada por meio de ensaios de proficiência. Trata-se de uma ferramenta para avaliar o do desempenho dos laboratórios, por meio de comparações interlaboratoriais. A participação do laboratório em Ensaios de Proficiência é um mecanismo indispensável para avaliar a sua competência técnica e aumentar a credibilidade dos resultados de suas medições. Em um contexto geral, o ensaio de proficiência propicia aos laboratórios participantes: avaliação do desempenho e monitoração contínua, evidência de obtenção de resultados confiáveis, identificação de problemas relacionados com a sistemática de ensaios, possibilidade de tomada de ações corretivas e/ou preventivas, avaliação da eficiência de controles internos, determinação das características de desempenho, validação de métodos, tecnologias e reconhecimento de resultados de ensaios, em nível nacional e internacional. Entretanto, a falta de provedores de ensaios de proficiência dificulta a qualificação dos laboratórios e a comprovação da sua competência técnica. Nesse contexto, a capacitação de provedores de ensaios de proficiência é fundamental para a promoção da cultura da qualidade no SNCTI. '";"24000 - Ministério da Ciência, Tecnologia e Inovação";
2024;"2304";"1310";"0213";"Ampliar o fomento a projetos de Pesquisa & Desenvolvimento (P&D) construídos a partir do diálogo e em colaboração com atores não acadêmicos, e cujos conhecimentos coproduzidos sejam voltados à solução de problemas socialmente relevantes";"Atores não acadêmicos seriam todos aqueles que não têm afiliação direta ou não pertencem a instituições acadêmicas tradicionais, como universidades ou centros de pesquisa. Eles são indivíduos ou grupos de diferentes setores da sociedade que contribuem para a pesquisa transdisciplinar trazendo suas perspectivas, experiências e conhecimentos de maneira colaborativa. Alguns exemplos desses atores não acadêmicos são: Organizações Não Governamentais (ONGs), empresas e indústrias, governos e instituições públicas, comunidades locais (quilombolas, povos originários, ribeirinhos, etc.), profissionais, movimentos populares, organizações da sociedade civil, etc. Esses atores não acadêmicos podem ser fundamentais para o sucesso de pesquisas transdisciplinares, uma vez que enriquecem os projetos com diferentes pontos de vista, habilidades e recursos, permitindo abordagens mais abrangentes e soluções mais adequadas para problemas complexos e socialmente relevantes, tais como mudanças climáticas, erradicação da fome e escassez de água. Os problemas socialmente relevantes poderão ser definidos na política setorial de C&T, assim como em políticas de outros atores (ministérios, estados, municípios, etc.).";"24000 - Ministério da Ciência, Tecnologia e Inovação";
2024;"2304";"1310";"0214";"Ampliar o desenvolvimento, o acesso, a reaplicação e a apropriação de tecnologias sociais";"Ampliar o desenvolvimento, o acesso, a reaplicação e a apropriação de tecnologias sociais";"24000 - Ministério da Ciência, Tecnologia e Inovação";
2024;"2304";"1310";"0215";"Promover as iniciativas de Popularização da Ciência & Tecnologia e Educação Científica no país";"Fomento às iniciativas que estimulem a participação de professores, pesquisadores, instituições e entidades científicas e tecnológicas, dentre outros, para a promoção da educação científica e divulgação e popularização da CT&I de abrangência nacional e internacional, contribuindo para a aproximação e apropriação do conhecimento científico e tecnológico pela sociedade, promovendo a cultura científica nacional e a comunicação entre os pares.";"24000 - Ministério da Ciência, Tecnologia e Inovação";
2024;"2304";"1310";"0216";"Promover o desenvolvimento, a produção nacional e a certificação de tecnologias assistivas";"Tecnologias assistivas, também conhecidas como tecnologias de apoio ou auxiliares, são dispositivos, equipamentos, sistemas e serviços projetados para auxiliar pessoas com deficiências ou limitações funcionais em suas atividades diárias. O objetivo das tecnologias assistivas é aumentar a independência, a autonomia e a qualidade de vida das pessoas com deficiencia ou mobilidade reduzida e suas equipes de apoio e cuidado. As tecnologias assistivas podem ser aplicadas em diversas áreas da vida, como mobilidade, comunicação, educação, trabalho e lazer. Elas abrangem uma ampla variedade de soluções, desde dispositivos físicos simples até sistemas mais complexos e sofisticados, incluindo / integrando os avanços tecnológicos, como materiais avançados, biomateriais, inteligência artificial e aprendizado de máquina.";"24000 - Ministério da Ciência, Tecnologia e Inovação";
2024;"2304";"1310";"0217";"Fomentar a pesquisa, a extensão e o desenvolvimento científico e tecnológico na área de Soberania e Segurança Alimentar e Nutricional (SSAN), gerando soluções inclusivas inovadoras para erradicação da fome e mitigação de desigualdades.";"Busca implementar políticas e programas que promovam o conhecimento e a ação na área de Segurança Alimentar e Nutricional. Isso inclui fortalecer redes e grupos de pesquisa, desenvolvimento tecnológico e extensão, visando a criação de ambientes alimentares saudáveis e a produção agroalimentar familiar diversificada e sustentável. Também é importante valorizar a sociobiodiversidade, cultura e patrimônio alimentar, integrando diferentes perspectivas científicas e conhecimento tradicional. O objetivo é garantir a todos o direito ao acesso a alimentos de qualidade, em quantidade suficiente, sem comprometer outras necessidades essenciais, e promover práticas alimentares saudáveis e sustentáveis ambiental, cultural, econômica e socialmente. A centralidade da cooperação científica internacional, em consonância com os princípios de desenvolvimento sustentável, os ODS e o Bem Viver.";"24000 - Ministério da Ciência, Tecnologia e Inovação";
2024;"2324";"1311";"0209";"Incentivar a colaboração entre ICTs e empresas para o desenvolvimento tecnológico e o aumento do conteúdo de inovação nacional";"A colaboração entre ICTs e empresas é um mecanismo eficaz de impulsionar o desenvolvimento tecnológico e a inovação. Nesse sentido, o apoio a projetos cooperativos de PD&I em áreas e setores prioritários é essencial para o desenvolvimento econômico e para a reindustrialização do país. Os projetos poderão ser apoiados por diferentes instrumentos tais como chamadas públicas, encomendas, transferências voluntárias, em especial com recursos do FNDCT e LOA, buscando estimular a realização de parcerias entre ICTs e empresas. Os projetos deverão estar alinhados à Lei de Inovação (Lei nº 10.973/2004), aos Programas Estruturantes e Mobilizadores, às diretrizes da nova ENCTI 2023-2030 (Portaria MCTI nº 6.998, de 10 de maio de 2023) e às iniciativas e programas do MCTI, em especial nas temáticas de petróleo, gás e biocombustíveis, energias renováveis, hidrogênio, recursos minerais, água e saneamento, transporte, aeroespacial, nuclear, fotônica, nanotecnologia, materiais avançados e tecnologias quânticas. Os principais programas de destaque nessas temáticas são: Iniciativa Brasileira de Hidrogênio (IBH2), Iniciativa Brasileira de Nanotecnologia (IBN), Iniciativa Brasileira de Fotônica (IBFóton), Programa Nacional do Hidrogênio, Plano Nacional de Fertilizantes, Programa Combustível do Futuro, RENOVABIO, Programa InovaNióbio-MCTI, Programa InovaGrafeno-MCTI, Programa Espacial, Programa Nuclear, Base Industrial de Defesa, etc.";"24000 - Ministério da Ciência, Tecnologia e Inovação";
2024;"2324";"1311";"0210";"Ampliação dos investimentos em P&D.";"É fundamental que as empresas adotem práticas inovadoras para impulsionar o desenvolvimento econômico e a transformação industrial. Esse conceito abrange várias abordagens e estratégias que as organizações podem adotar para se manterem competitivas e adaptarem-se às mudanças tecnológicas, sociais e econômicas em um cenário cada vez mais dinâmico.";"24000 - Ministério da Ciência, Tecnologia e Inovação";
2024;"2324";"1311";"0211";"Ampliar o custo-efetividade dos incentivos fiscais à PD&I (geridos pelo MCTI) nas empresas nacionais";"'Os investimentos privados representarão o grande diferencial para o alcance dos objetivos de desenvolvimento almejados pelo país. O arcabouço legal estabelecido para incentivar o desenvolvimento de inovação e pesquisa científica e tecnológica pelas empresas traz algumas estratégias e instrumentos, sendo um dos principais, a utilização dos incentivos fiscais. No estabelecimento de incentivos fiscais, o Estado cria mecanismos para o compartilhamento do risco inerente às atividades de desenvolvimento tecnológico e de inovação com o setor empresarial. Dentre os principais incentivos geridos pelo MCTI, destacam-se a Lei do Bem (Lei nº 11.196/2005), Programa Rota 2030 (Lei nº 13.755/2018), Programa de Desenvolvimento Regional para o setor automotivo (Lei nº 9.826/1999) e o Processo Produtivo Básico (PPB).'";"24000 - Ministério da Ciência, Tecnologia e Inovação";
2024;"2324";"1311";"0212";"Incentivar o desenvolvimento de ambientes inovadores e o empreendedorismo inovador";"Conforme definido na Portaria MCTIC nº 6.762, de 17.12.2019, que institui o Programa Nacional de Apoio aos Ambientes Inovadores - PNI. Fomentar projetos e iniciativas que promovam ambientes propícios à inovação e ao empreendedorismo inovador. Abrange o financiamento de projetos relacionados à criação, desenvolvimento e fortalecimento de ecossistemas inovadores, como parques e polos científicos e tecnológicos, áreas e centros de inovação, além de mecanismos que impulsionem o surgimento de empreendimentos inovadores, como incubadoras de empresas, aceleradoras de negócios, espaços abertos de trabalho colaborativo, laboratórios de prototipagem, entre outros. Além disso, visa promover iniciativas que estimulem o empreendedorismo inovador, como programas e projetos que incentivem a cooperação entre universidades e empresas, a geração de empreendimentos inovadores e a pré-incubação ou pré-aceleração de startups de base tecnológica, entre outras ações.";"24000 - Ministério da Ciência, Tecnologia e Inovação";
